EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Charge Fouls,FoulsDrawn,Offensive Fouls Drawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,ShortMidRangeFGM,FtPoints,ShortMidRangeAssists,DefTwoPtRebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefTwoPtReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyOffPoss,PenaltyDefPoss,AtRimFGM,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,AtRimAssists,OffThreePtRebounds,FTDefRebounds,LostBallSteals,LostBallTurnovers,PenaltyTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,BlockingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,FTOffRebounds,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,OffFTReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,Corner3FGM,Corner3Assists,Travels,ThreePtShootingFoulsDrawn,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,BlockingFouls,PenaltyFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,SelfOReb,BlockedLongMidRange,SelfORebPct,HeaveAttempts,Charge Fouls Drawn,SecondChanceAtRimPctAssisted,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Offensive Fouls,Technical Free Throw Trips,Defensive 3 Seconds Violations,Blocked3s,BlockedArc3,BlockedShortMidRange,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,3pt And 1 Free Throw Trips,BlockedCorner3,3SecondViolations,Arc3PctBlocked,team_id,year,season,team_vs
1628244-201049-201518-202252-204317,1611661328,"Sami Whitcomb, Noelle Quinn, Crystal Langhorne, Alysha Clark, Ramu Tokashiki","Whitcomb, Quinn, Langhorne, Clark, Tokashiki",1628244-201049-201518-202252-204317,SEA,169.0,3,3.0,3.0,6.0,4.0,3.0,10.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,5.0,2.0,1.0,4.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,2.0,2.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.25,0.35714285714285715,0.5,0.35714285714285715,0.5,0.14285714285714285,0.16666666666666666,0.3333333333333333,0.5,0.6,1.0,1.0,0.6,0.6666666666666666,1.0,1.0,1.0,85.20710059171597,18.0,15.25,8.333333333333334,15.25,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.5,0.5,1.0,0.14285714285714285,1.0,1.0,1.0,0.4,0.2,1.0,1.0,0.5714285714285714,1.0,0.45062857142857143,0.4145,1.0,9.316666666666666,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2017,2017,True
1628244-201049-201518-204317-204321,1611661328,"Sami Whitcomb, Noelle Quinn, Crystal Langhorne, Ramu Tokashiki, Kaleena Mosqueda-Lewis","Whitcomb, Quinn, Langhorne, Tokashiki, Mosqueda-Lewis",1628244-201049-201518-204317-204321,SEA,196.0,2,3.0,,6.0,6.0,2.0,12.0,1.0,,3.0,1.0,2.0,,,,,2.0,6.0,,,5.0,5.0,1.0,1.0,,,2.0,4.0,,,,3.0,2.0,,2.0,,1.0,4.0,3.0,2.0,3.0,3.0,6.0,1.0,1.0,2.0,3.0,1.0,1.0,,1.0,,1.0,1.0,,,,,0.3333333333333333,1.0,0.3333333333333333,1.0,0.4166666666666667,1.0,,0.5,1.0,0.3333333333333333,0.75,0.6666666666666666,0.75,0.75,1.0,,0.6666666666666666,,88.16326530612245,19.833333333333332,12.833333333333334,17.166666666666668,12.833333333333334,0.16666666666666666,0.5,0.3333333333333333,0.5,1.0,1.0,,,,,,,,,0.16666666666666666,,0.4010666666666667,0.324,0.4,9.983333333333333,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.3333333333333333,0.5,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,0.16666666666666666,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2017,2017,True
100720-1627668-1628244-201049-201518,1611661328,"Sue Bird, Breanna Stewart, Sami Whitcomb, Noelle Quinn, Crystal Langhorne","Bird, Stewart, Whitcomb, Quinn, Langhorne",100720-1627668-1628244-201049-201518,SEA,1407.0,8,23.0,-10.0,44.0,45.0,9.0,89.0,11.0,2.0,13.0,6.0,10.0,2.0,8.0,,,15.0,34.0,2.0,11.0,43.0,53.0,3.0,8.0,,,7.0,16.0,3.0,8.0,2.0,2.0,8.0,1.0,9.0,1.0,3.0,19.0,8.0,6.0,14.0,11.0,25.0,4.0,3.0,3.0,7.0,5.0,13.0,,11.0,2.0,0.5333333333333333,0.5714285714285714,0.5,0.18181818181818182,,0.18181818181818182,0.4411764705882353,0.375,0.4,0.375,0.43,0.3888888888888889,0.24444444444444444,0.058823529411764705,,0.5714285714285714,0.4444444444444444,0.6666666666666666,0.7857142857142857,0.4230769230769231,0.6,0.6666666666666666,0.75,,91.08742004264393,16.477272727272727,15.155555555555555,15.659090909090908,14.488888888888889,0.24444444444444444,0.28888888888888886,0.2222222222222222,0.6,0.6,0.5,0.17777777777777778,0.25,0.25,0.5,0.25,,,,0.4888888888888889,0.25,0.43262666666666666,0.3824166666666667,0.16279069767441862,8.282352941176471,23.736363636363638,3.0,7.0,1.0,5.0,2.0,1.0,1.0,2.0,10.0,,2.0,36.0,0.15384615384615385,,1.0,0.3,1.0,0.23076923076923078,0.2727272727272727,0.3333333333333333,0.0425531914893617,0.05555555555555555,14.0,17.0,6.0,1.0,3.0,3.0,3.0,3.0,1.0,5.0,8.0,3.0,4.0,14.0,14.0,3.0,2.0,4.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,14.0,14.0,3.0,3.0,0.625,0.45454545454545453,0.5,1.0,0.375,0.4,0.3333333333333333,1.0,0.5454545454545454,0.5454545454545454,0.6666666666666666,0.06666666666666667,0.5,0.2727272727272727,1.0,0.2727272727272727,0.42534999999999995,0.32558139534883723,0.3181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2017,2017,True
100720-1627668-1628244-201518-202252,1611661328,"Sue Bird, Breanna Stewart, Sami Whitcomb, Crystal Langhorne, Alysha Clark","Bird, Stewart, Whitcomb, Langhorne, Clark",100720-1627668-1628244-201518-202252,SEA,830.0,8,14.0,6.0,28.0,29.0,4.0,57.0,7.0,,4.0,2.0,4.0,3.0,9.0,,,10.0,15.0,3.0,11.0,31.0,25.0,1.0,3.0,,,2.0,4.0,6.0,9.0,3.0,,2.0,2.0,4.0,2.0,,10.0,1.0,5.0,13.0,3.0,16.0,3.0,2.0,1.0,4.0,1.0,4.0,,2.0,,0.2,0.2,0.6666666666666666,0.2727272727272727,,0.2727272727272727,0.6666666666666666,0.3333333333333333,0.5576923076923077,0.3333333333333333,0.5740740740740741,0.3333333333333333,0.4230769230769231,,,0.75,0.25,1.0,1.0,0.16666666666666666,,0.5,1.0,,98.89156626506023,15.25,13.89655172413793,13.785714285714286,13.89655172413793,0.2692307692307692,0.15384615384615385,0.15384615384615385,0.5,0.5,,0.34615384615384615,0.3333333333333333,0.3333333333333333,0.6666666666666666,,,,,0.6923076923076923,0.3333333333333333,0.5175115384615384,0.39386666666666664,0.06451612903225806,7.406666666666666,24.327272727272728,2.0,2.0,1.0,8.0,2.0,1.0,,2.0,3.0,1.0,1.0,29.0,,,1.0,,1.0,0.5,0.5,0.5,0.038461538461538464,0.06666666666666667,3.0,2.0,6.0,,1.0,1.0,2.0,,,1.0,2.0,,1.0,3.0,16.0,3.0,,1.0,1.0,,1.0,1.0,,1.0,,,1.0,3.0,3.0,,1.0,0.5,0.5,0.5,,0.125,0.16666666666666666,,1.0,0.8571428571428571,0.8571428571428571,0.16666666666666666,0.07692307692307693,,0.5,1.0,,0.58415,0.0967741935483871,0.10714285714285714,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2017,2017,True
100720-1627668-1628244-202252-202670,1611661328,"Sue Bird, Breanna Stewart, Sami Whitcomb, Alysha Clark, Carolyn Swords","Bird, Stewart, Whitcomb, Clark, Swords",100720-1627668-1628244-202252-202670,SEA,690.0,6,12.0,1.0,20.0,22.0,1.0,42.0,2.0,,,2.0,6.0,2.0,6.0,,,4.0,8.0,3.0,7.0,21.0,20.0,,,,,,4.0,9.0,6.0,2.0,,2.0,3.0,5.0,2.0,,13.0,,2.0,7.0,1.0,8.0,2.0,2.0,2.0,4.0,1.0,5.0,1.0,4.0,2.0,0.5,0.5,1.0,0.42857142857142855,,0.42857142857142855,0.5,,0.5666666666666667,,0.6176470588235294,,0.4666666666666667,,,0.5,,1.0,0.7,0.125,,,1.0,,87.65217391304348,16.7,16.181818181818183,16.55,15.045454545454545,0.13333333333333333,,0.4,0.3333333333333333,0.3333333333333333,,0.4,0.3333333333333333,0.3333333333333333,1.0,,,,,0.6,0.3333333333333333,0.43393333333333334,,,13.175,24.685714285714287,,4.0,,5.0,2.0,2.0,,1.0,5.0,,,21.0,,,0.625,,0.3333333333333333,,,,0.0625,,6.0,7.0,2.0,,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,2.0,4.0,4.0,,,2.0,1.0,,,,2.0,,,,1.0,4.0,6.0,,1.0,0.5,0.3333333333333333,0.5,,0.25,0.25,,1.0,1.0,1.0,1.0,0.06666666666666667,,0.3333333333333333,1.0,0.3333333333333333,0.37261666666666665,0.19047619047619047,0.3,,,,,,,0.6666666666666666,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2017,2017,True
100720-1627668-1628284-202670-204319,1611661328,"Sue Bird, Breanna Stewart, Alexis Peterson, Carolyn Swords, Jewell Loyd","Bird, Stewart, Peterson, Swords, Loyd",100720-1627668-1628284-202670-204319,SEA,111.0,1,2.0,-3.0,3.0,3.0,,6.0,1.0,,1.0,,,,1.0,,,1.0,2.0,,1.0,2.0,5.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.5,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,,,,,,,,,,77.83783783783784,25.333333333333332,11.666666666666666,25.333333333333332,11.666666666666666,0.3333333333333333,0.3333333333333333,,,,,0.3333333333333333,,,,,,,,0.6666666666666666,,0.4790666666666667,,,5.2,24.2,,,,,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2017,2017,True
100720-1627668-201049-201518-202252,1611661328,"Sue Bird, Breanna Stewart, Noelle Quinn, Crystal Langhorne, Alysha Clark","Bird, Stewart, Quinn, Langhorne, Clark",100720-1627668-201049-201518-202252,SEA,585.0,7,10.0,5.0,17.0,17.0,5.0,34.0,7.0,3.0,4.0,2.0,5.0,2.0,6.0,2.0,2.0,3.0,16.0,5.0,9.0,21.0,16.0,,5.0,4.0,4.0,12.0,,15.0,6.0,2.0,4.0,,5.0,5.0,2.0,,15.0,7.0,2.0,4.0,9.0,13.0,,,1.0,1.0,1.0,7.0,1.0,5.0,,,,1.0,0.5555555555555556,1.0,0.5555555555555556,0.1875,,0.42,0.6666666666666666,0.42,0.6666666666666666,0.36,0.25,0.42857142857142855,,0.5384615384615384,1.0,1.0,0.5294117647058824,0.42857142857142855,0.6666666666666666,1.0,1.0,83.6923076923077,19.764705882352942,14.647058823529411,16.470588235294116,14.647058823529411,0.28,0.16,0.2,0.4,0.4,,0.24,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.2222222222222222,1.0,1.0,0.64,0.3333333333333333,0.49074399999999996,0.4452928571428571,0.5714285714285714,8.825,23.544444444444444,1.0,,,1.0,4.0,3.0,,,,,,9.0,0.25,,1.0,0.6666666666666666,1.0,0.25,0.3333333333333333,,,,3.0,1.0,,,,2.0,3.0,1.0,,1.0,6.0,2.0,,8.0,6.0,,,,2.0,1.0,1.0,,,1.0,,,,8.0,3.0,1.0,,0.16666666666666666,0.5,0.5,1.0,0.5,0.5,,,,,,0.12,,0.25,,0.125,0.41796875,0.38095238095238093,0.17647058823529413,,,,,,,,,3.0,3.0,,,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.2222222222222222,1.0,1.0,0.125,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1611661328,2017,2017,True
100720-1627668-201518-202252-204321,1611661328,"Sue Bird, Breanna Stewart, Crystal Langhorne, Alysha Clark, Kaleena Mosqueda-Lewis","Bird, Stewart, Langhorne, Clark, Mosqueda-Lewis",100720-1627668-201518-202252-204321,SEA,296.0,1,5.0,8.0,8.0,9.0,,17.0,4.0,,1.0,1.0,1.0,2.0,3.0,,,4.0,6.0,2.0,3.0,15.0,7.0,,,,,,4.0,3.0,3.0,2.0,,2.0,1.0,3.0,1.0,,7.0,1.0,2.0,5.0,1.0,6.0,,,,,,2.0,,3.0,,0.5,0.5,0.5,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.7777777777777778,,0.8333333333333334,,0.3333333333333333,,,,0.5,1.0,0.8333333333333334,0.3333333333333333,0.5,,1.0,,82.7027027027027,17.25,17.555555555555557,17.125,17.0,0.4444444444444444,0.1111111111111111,0.1111111111111111,1.0,1.0,,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,,,,,0.7777777777777778,0.6666666666666666,0.52535,,,5.033333333333333,23.766666666666666,1.0,1.0,,3.0,,,,,1.0,1.0,1.0,15.0,,,0.75,,1.0,1.0,1.0,,0.1111111111111111,0.16666666666666666,,1.0,2.0,,,,,,,,,,,,4.0,3.0,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,0.5,0.5,1.0,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2017,2017,True
100720-1628244-201518-202252-204317,1611661328,"Sue Bird, Sami Whitcomb, Crystal Langhorne, Alysha Clark, Ramu Tokashiki","Bird, Whitcomb, Langhorne, Clark, Tokashiki",100720-1628244-201518-202252-204317,SEA,587.0,7,10.0,3.0,19.0,20.0,1.0,39.0,4.0,,4.0,2.0,6.0,1.0,4.0,,,5.0,14.0,1.0,5.0,16.0,13.0,,,,,2.0,6.0,3.0,4.0,1.0,,3.0,1.0,4.0,1.0,,9.0,,2.0,10.0,2.0,12.0,,,1.0,1.0,,1.0,,5.0,1.0,0.6,0.6,1.0,0.2,,0.2,0.35714285714285715,,0.34210526315789475,,0.4,1.0,0.2631578947368421,,,,,1.0,1.0,0.15384615384615385,,,1.0,,95.67291311754686,13.947368421052632,16.1,13.894736842105264,16.1,0.21052631578947367,0.21052631578947367,0.3157894736842105,0.3333333333333333,0.3333333333333333,,0.21052631578947367,0.25,0.25,1.0,,,,,0.47368421052631576,0.25,0.4371473684210526,,0.125,11.12857142857143,24.0,2.0,3.0,2.0,8.0,3.0,3.0,,,3.0,1.0,2.0,14.0,,,1.0,,1.0,0.5,0.5,1.0,0.1,0.13333333333333333,1.0,2.0,1.0,,,,1.0,,2.0,,1.0,,,,4.0,,,1.0,2.0,,,,,,1.0,,,,1.0,,,,,,,0.5,0.6666666666666666,,1.0,0.25,0.25,1.0,0.05263157894736842,,,,,0.31,,0.05263157894736842,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2017,2017,True
1627668-1628244-1628284-201518-202252,1611661328,"Breanna Stewart, Sami Whitcomb, Alexis Peterson, Crystal Langhorne, Alysha Clark","Stewart, Whitcomb, Peterson, Langhorne, Clark",1627668-1628244-1628284-201518-202252,SEA,204.0,2,3.0,3.0,6.0,6.0,,12.0,,,1.0,1.0,3.0,,,,,2.0,4.0,,,9.0,6.0,,,,,,,,,,,,,,,,,,1.0,2.0,,2.0,,,,,,,,3.0,,,,,,,,0.5,,0.5,,0.75,,,,,,,1.0,0.6666666666666666,,,,1.0,,84.70588235294117,18.166666666666668,15.833333333333334,18.166666666666668,15.0,,0.25,0.75,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,0.32365,,,15.425,,1.0,5.0,,1.0,,,,,5.0,1.0,3.0,9.0,,,0.5,,,1.0,1.0,,0.5,0.5,2.0,,,,,,,,,1.0,1.0,,3.0,5.0,4.0,,,,,,,,,,,,,5.0,2.0,,,1.0,1.0,1.25,,,,,,,,,,,,,,0.3086,0.5555555555555556,0.3333333333333333,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2017,2017,True
