EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Minutes,SecondChanceOffPoss,Corner3FGA,Arc3FGA,SecondChanceArc3FGA,FG3A,SecondChanceFG3A,NonHeaveArc3FGA,OffThreePtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,BlockingFouls,NonShootingPenaltyNonTakeFouls,FG3APct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,Corner3Frequency,Arc3Frequency,SecondChanceArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg3ptShotDistance,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,PtsUnassisted2s,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,Fg2Pct,EfgPct,TsPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyOffPoss,LongMidRangeFGA,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,LongMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2A,PenaltyFG2M,PenaltyFtPoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,AtRimAssists,FTDefRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Travels,PenaltyTurnovers,Offensive Fouls,BlockingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,LongMidRangeFGM,SecondChanceFG2M,LongMidRangeAssists,LostBallTurnovers,SecondChanceTurnovers,SecondChanceFg2Pct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,FTOffRebounds,OffFTReboundPct,PtsUnassisted3s,Blocked2s,BlockedAtRim,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,Corner3Assists,ShortMidRangeAssists,DefCorner3ReboundPct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,BadPassOutOfBoundsTurnovers,team_id,year,season,team_vs
100720-1627668-1628244-201049-202670,1611661328,"Sue Bird, Breanna Stewart, Sami Whitcomb, Noelle Quinn, Carolyn Swords","Bird, Stewart, Whitcomb, Quinn, Swords",100720-1627668-1628244-201049-202670,SEA,30.0,1,-2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,96.0,14.0,16.0,14.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2017,2017,False
100720-1627668-1628244-201049-204317,1611661328,"Sue Bird, Breanna Stewart, Sami Whitcomb, Noelle Quinn, Ramu Tokashiki","Bird, Stewart, Whitcomb, Quinn, Tokashiki",100720-1627668-1628244-201049-204317,SEA,126.0,1,-4.0,3.0,3.0,3.0,6.0,4.0,,,,,1.0,68.57142857142857,25.0,17.0,23.0,16.0,2.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.25,0.5,0.25,0.3333333333333333,1.0,0.25,0.75,1.0,1.0,0.5018625,22.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2017,2017,False
100720-1627668-1628244-202252-202670,1611661328,"Sue Bird, Breanna Stewart, Sami Whitcomb, Alysha Clark, Carolyn Swords","Bird, Stewart, Whitcomb, Clark, Swords",100720-1627668-1628244-202252-202670,SEA,118.0,1,-1.0,4.0,3.0,3.0,7.0,4.0,1.0,1.0,1.0,,,85.42372881355932,21.5,10.666666666666666,18.25,10.666666666666666,2.0,1.0,,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,0.5,1.0,0.5,1.0,0.3333333333333333,0.5,1.0,,0.5,1.0,0.5,0.428775,23.9,1.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,0.5,0.25,0.375,0.5,0.5,0.5,0.50565,0.25,0.5,11.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2017,2017,False
100720-1627668-1628244-202670-204321,1611661328,"Sue Bird, Breanna Stewart, Sami Whitcomb, Carolyn Swords, Kaleena Mosqueda-Lewis","Bird, Stewart, Whitcomb, Swords, Mosqueda-Lewis",100720-1627668-1628244-202670-204321,SEA,95.0,1,-1.0,2.0,3.0,,5.0,4.0,,,,,,75.78947368421053,26.0,14.333333333333334,20.5,14.333333333333334,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,,,1.0,2.0,3.0,,,0.5,,,1.0,0.6666666666666666,,,,0.5,1.0,0.5,0.5010375,23.85,,,,2.0,,3.0,,,,,,,,,0.375,0.375,,,,0.587325,,,14.6,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,0.5,0.5,0.5,0.5,0.75,0.375,0.75,0.375,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5010375,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2017,2017,False
100720-1627668-1628244-204319-204321,1611661328,"Sue Bird, Breanna Stewart, Sami Whitcomb, Jewell Loyd, Kaleena Mosqueda-Lewis","Bird, Stewart, Whitcomb, Loyd, Mosqueda-Lewis",100720-1627668-1628244-204319-204321,SEA,11.0,1,-2.0,1.0,1.0,1.0,2.0,2.0,,,,,1.0,261.8181818181818,11.0,,11.0,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,,,,,,,1.0,,1.0,0.2838,23.8,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,0.2838,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2017,2017,False
100720-1627668-201518-202252-204319,1611661328,"Sue Bird, Breanna Stewart, Crystal Langhorne, Alysha Clark, Jewell Loyd","Bird, Stewart, Langhorne, Clark, Loyd",100720-1627668-201518-202252-204319,SEA,949.0,1,-3.0,29.0,31.0,10.0,60.0,32.0,3.0,,4.0,6.0,11.0,91.04320337197049,13.827586206896552,17.677419354838708,12.689655172413794,16.903225806451612,16.0,4.0,1.0,5.0,1.0,6.0,1.0,5.0,1.0,4.0,11.0,4.0,15.0,3.0,2.0,0.25,0.5714285714285714,0.25,0.7142857142857143,0.25,0.3333333333333333,0.5714285714285714,0.041666666666666664,0.20833333333333334,0.25,0.625,0.5051208333333334,23.7,1.0,4.0,6.0,18.0,11.0,29.0,8.0,8.0,1.0,12.0,2.0,3.0,26.0,0.3333333333333333,0.375,0.5,0.16666666666666666,0.25,0.25,0.57445,0.12,0.15789473684210525,8.266666666666667,16.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,9.0,1.0,2.0,16.0,6.0,2.0,2.0,4.0,2.0,10.0,3.0,6.0,16.0,16.0,1.0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.375,0.4090909090909091,0.375,0.5333333333333333,0.8571428571428571,0.25,0.2,1.0,0.20833333333333334,0.4,0.4,1.0,1.0,1.0,0.18181818181818182,0.5,0.4,0.4572181818181818,0.10344827586206896,0.5517241379310345,0.5517241379310345,5.0,9.0,2.0,2.0,4.0,3.0,3.0,7.0,4.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.05555555555555555,0.1111111111111111,0.25,1.0,0.5,1.0,0.75,0.06666666666666667,1.0,0.375,0.5555555555555556,0.625,0.4,0.5,0.36363636363636365,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2017,2017,False
100720-1627668-201518-204319-204321,1611661328,"Sue Bird, Breanna Stewart, Crystal Langhorne, Jewell Loyd, Kaleena Mosqueda-Lewis","Bird, Stewart, Langhorne, Loyd, Mosqueda-Lewis",100720-1627668-201518-204319-204321,SEA,7.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,2.0,,1.0,1.0,,,0.5,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2017,2017,False
100720-1627668-202252-202670-204319,1611661328,"Sue Bird, Breanna Stewart, Alysha Clark, Carolyn Swords, Jewell Loyd","Bird, Stewart, Clark, Swords, Loyd",100720-1627668-202252-202670-204319,SEA,361.0,1,-3.0,12.0,11.0,1.0,23.0,13.0,1.0,1.0,3.0,2.0,2.0,91.74515235457064,17.583333333333332,13.636363636363637,16.416666666666668,13.636363636363637,6.0,2.0,,1.0,,1.0,,1.0,1.0,,2.0,2.0,4.0,1.0,,0.1,,1.0,0.6666666666666666,0.3333333333333333,1.0,,,0.1,,0.5,0.47196,22.2,2.0,2.0,4.0,9.0,2.0,10.0,4.0,2.0,,2.0,,1.0,8.0,0.4444444444444444,0.4,0.45454545454545453,0.2,1.0,1.0,,0.09090909090909091,0.1,9.044444444444444,,3.0,,,,,,,2.0,,,,,,,,2.0,,4.0,1.0,2.0,,,,,,,,1.0,,1.0,,0.6666666666666666,0.2,0.5,,0.3,,,,,,,,,,0.2,,,1.0,4.0,,,,1.0,,,4.0,1.0,2.0,1.0,,,1.0,,1.0,2.0,1.0,,,,,,,,,,,0.5,0.5,,0.1111111111111111,0.25,0.6666666666666666,,,0.5,1.0,,,0.4,0.25,0.3333333333333333,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,1611661328,2017,2017,False
100720-1627668-202252-204317-204319,1611661328,"Sue Bird, Breanna Stewart, Alysha Clark, Ramu Tokashiki, Jewell Loyd","Bird, Stewart, Clark, Tokashiki, Loyd",100720-1627668-202252-204317-204319,SEA,10.0,1,-2.0,1.0,1.0,1.0,2.0,2.0,,,,,1.0,288.0,6.0,4.0,1.0,4.0,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,0.431,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,0.431,,,12.5,1.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.431,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1611661328,2017,2017,False
100720-1627668-202670-204319-204321,1611661328,"Sue Bird, Breanna Stewart, Carolyn Swords, Jewell Loyd, Kaleena Mosqueda-Lewis","Bird, Stewart, Swords, Loyd, Mosqueda-Lewis",100720-1627668-202670-204319-204321,SEA,101.0,1,2.0,3.0,3.0,,6.0,2.0,1.0,,1.0,,1.0,85.54455445544555,13.0,20.666666666666668,13.0,18.333333333333332,2.0,,,,,,,,,,2.0,,2.0,,,,,,0.6666666666666666,,,,,,,,0.4355,,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,,2.0,,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.5,0.5,6.5,2.0,,,,,,,,,1.0,,,2.0,,,,,,,,2.0,2.0,2.0,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,0.4355,,0.5,0.6666666666666666,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2017,2017,False
