EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,Fg2aBlocked,ThreePtAssists,Assists,Corner3Assists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,Fouls,FoulsDrawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FtPoints,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFtPoints,PtsAssisted2s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg3aBlocked,TwoPtAssists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,SelfOReb,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,LongMidRangePctBlocked,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Clear Path Fouls,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,team_id,year,season,team_vs
100949-201050-202650-203029-203824,1611661320,"Alana Beard, Tiffany Jackson, Jantel Lavender, Riquna Williams, Odyssey Sims","Beard, Jackson, Lavender, Williams, Sims",100949-201050-202650-203029-203824,LAS,211.0,4,4.0,-4.0,5.0,7.0,2.0,3.0,1.0,12.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,3.0,5.0,9.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,2.0,1.0,0.3333333333333333,0.5,0.2,1.0,0.3125,0.5,0.3125,0.5,0.375,0.2,0.5,0.5,1.0,0.5,0.5,0.5,1.0,1.0,81.8957345971564,25.4,12.0,24.8,9.857142857142858,0.25,0.125,0.25,0.5,0.5,0.125,1.0,1.0,1.0,0.25,1.0,0.5,0.625,0.4405928571428572,0.6457,0.35455,0.4,9.84,36.300000000000004,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2017,2017,False
100949-201496-203014-203824-203833,1611661320,"Alana Beard, Candace Parker, Nneka Ogwumike, Odyssey Sims, Chelsea Gray","Beard, Parker, Ogwumike, Sims, Gray",100949-201496-203014-203824-203833,LAS,15507.0,24,258.0,114.0,498.0,484.0,61.0,68.0,44.0,982.0,175.0,26.0,87.0,30.0,71.0,3.0,11.0,92.0,13.0,180.0,333.0,35.0,103.0,550.0,436.0,36.0,10.0,24.0,14.0,54.0,162.0,102.0,1.0,91.0,21.0,34.0,133.0,3.0,300.0,41.0,47.0,169.0,54.0,223.0,66.0,36.0,102.0,114.0,8.0,3.0,508.0,49.0,57.0,0.9714285714285714,0.33980582524271846,0.3431372549019608,0.5405405405405406,0.4166666666666667,0.533256880733945,0.34210526315789475,0.5720250521920668,0.5,0.23623853211009174,0.06306306306306306,0.05714285714285714,0.27702702702702703,0.6911764705882353,0.7142857142857143,0.2559241706161137,0.38596491228070173,0.28,0.7636363636363637,91.18978525827046,15.887550200803213,15.692148760330578,15.200803212851406,15.097107438016529,0.4013761467889908,0.19954128440366972,0.1628440366972477,0.4225352112676056,0.4225352112676056,0.02522935779816514,0.2727272727272727,0.3,1.0,0.21100917431192662,0.5909090909090909,0.34210526315789475,0.6376146788990825,0.4952344827586207,0.5183617647058824,0.4250445945945946,0.09818181818181818,6.796396396396396,24.224271844660194,0.12248995983935743,115.0,12.0,4.0,11.0,35.0,1.0,1.0,32.0,2.0,7.0,2.0,85.0,14.0,2.0,8.0,8.0,42.0,2.0,28.0,198.0,3.0,10.0,32.0,2.0,99.0,31.0,66.0,12.0,21.0,13.0,113.0,9.0,6.0,30.0,34.0,10.0,17.0,42.0,7.0,17.0,2.0,3.0,76.0,5.0,10.0,39.0,6.0,1.0,5.0,8.0,4.0,6.0,101.0,13.0,2.0,41.0,1.0,14.0,24.0,5.0,5.0,16.0,1.0,7.0,29.0,21.0,2.0,1.0,5.0,9.0,0.55,0.5657142857142857,0.25,0.14285714285714285,0.3888888888888889,0.38636363636363635,0.4375,0.019417475728155338,0.12643678160919541,0.09090909090909091,0.010869565217391304,0.4473684210526316,1.0,0.7243589743589743,0.20634920634920634,0.12195121951219512,0.19642857142857142,0.2857142857142857,0.6607142857142857,0.7962962962962963,0.717391304347826,0.38461538461538464,0.03125,0.7241379310344828,0.6571428571428571,0.696969696969697,0.5739130434782609,0.40229885057471265,0.4605263157894737,0.34285714285714286,0.7,0.34782608695652173,0.3516483516483517,0.96875,0.46153846153846156,0.4166666666666667,0.022727272727272728,0.1590909090909091,0.2857142857142857,1.0,0.2894736842105263,0.36363636363636365,0.02631578947368421,0.15384615384615385,0.3516483516483517,0.09032258064516129,0.11357340720221606,0.009615384615384616,0.07636363636363637,,,,,,,,,,,1611661320,2017,2017,False
100949-201496-202650-203014-203824,1611661320,"Alana Beard, Candace Parker, Jantel Lavender, Nneka Ogwumike, Odyssey Sims","Beard, Parker, Lavender, Ogwumike, Sims",100949-201496-202650-203014-203824,LAS,337.0,5,6.0,-2.0,11.0,11.0,5.0,1.0,1.0,22.0,3.0,,3.0,,,,1.0,3.0,2.0,3.0,6.0,,4.0,10.0,12.0,1.0,2.0,2.0,3.0,4.0,2.0,,,3.0,1.0,,2.0,,4.0,,,4.0,1.0,5.0,1.0,,4.0,4.0,,,10.0,4.0,5.0,,,,0.5,1.0,0.3,0.4,0.4090909090909091,0.4,0.4,0.16666666666666666,,,,0.8,0.16666666666666666,,,,94.0059347181009,16.636363636363637,14.0,15.0,13.727272727272727,0.3,0.3,,,,0.1,,,,0.3,,0.4,0.7,0.435365,,0.47935,0.4,5.3999999999999995,25.65,0.45454545454545453,3.0,,2.0,2.0,,,1.0,,,,,4.0,,,,,,,,4.0,,,,,2.0,,2.0,,,1.0,4.0,,,1.0,1.0,,1.0,1.0,,,,,2.0,,1.0,,,1.0,1.0,,,,4.0,1.0,1.0,2.0,,,1.0,,,,,1.0,1.0,1.0,,,1.0,,0.6666666666666666,0.6666666666666666,,,,,,,0.3333333333333333,,,0.5,,1.0,0.3333333333333333,,0.5,,1.0,1.0,,,,1.0,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,0.4,1.0,0.2,,,0.18181818181818182,0.2857142857142857,,,,,,,,,,,,,1611661320,2017,2017,False
100949-1628282-201050-201496-203833,1611661320,"Alana Beard, Sydney Wiese, Tiffany Jackson, Candace Parker, Chelsea Gray","Beard, Wiese, Jackson, Parker, Gray",100949-1628282-201050-201496-203833,LAS,210.0,1,4.0,6.0,7.0,6.0,,,,13.0,1.0,,1.0,2.0,2.0,,,1.0,,4.0,4.0,,1.0,10.0,4.0,,,,,,4.0,,,1.0,,,2.0,,4.0,,1.0,3.0,,3.0,,,,2.0,1.0,,10.0,,,,,,1.0,,0.8,,0.8333333333333334,,0.2,,,,0.5,0.75,,,,0.5,89.14285714285714,14.714285714285714,17.833333333333332,14.714285714285714,16.833333333333332,0.2,0.2,0.4,1.0,1.0,,,,,0.2,,,0.4,0.44866,,,,9.875,23.6,,1.0,,,,1.0,,,,,,,2.0,,,,,,,,4.0,,,,,2.0,,1.0,1.0,,,2.0,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,2.0,,,1.0,,,1.0,,,1.0,,,1.0,1.0,,,,,0.5,0.5,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,0.16666666666666666,0.2,,,,,,,,,,,,,1611661320,2017,2017,False
100949-1628282-201496-201502-203014,1611661320,"Alana Beard, Sydney Wiese, Candace Parker, Essence Carson, Nneka Ogwumike","Beard, Wiese, Parker, Carson, Ogwumike",100949-1628282-201496-201502-203014,LAS,378.0,3,6.0,6.0,12.0,11.0,,,1.0,23.0,2.0,2.0,2.0,1.0,1.0,,1.0,3.0,,1.0,5.0,2.0,4.0,16.0,10.0,2.0,,,,,,3.0,,3.0,1.0,1.0,2.0,,5.0,3.0,,2.0,4.0,6.0,1.0,1.0,2.0,5.0,,1.0,14.0,,,0.5,0.5,0.5,0.2,,0.4444444444444444,,0.5769230769230769,,0.4444444444444444,0.2,0.5,0.75,,1.0,0.6666666666666666,1.0,0.5,,87.61904761904762,15.916666666666666,17.0,14.75,17.0,0.2222222222222222,0.2222222222222222,0.1111111111111111,1.0,1.0,0.1111111111111111,,,,0.3333333333333333,0.6666666666666666,,0.6666666666666666,0.5227055555555555,0.5892,,,7.459999999999999,23.875,,,,,,,1.0,,2.0,,,,8.0,,,1.0,2.0,2.0,,,2.0,3.0,,2.0,,1.0,1.0,,,1.0,1.0,2.0,,1.0,,1.0,,,1.0,,1.0,,,2.0,,,,,,,1.0,,,9.0,,1.0,4.0,,,,,,,,,,,,,,,1.0,1.0,,,,,0.125,,,,,0.5,,1.0,0.5,,,1.0,,1.0,,,0.2,,,,,,,,1.0,0.6666666666666666,0.6666666666666666,0.5,,,0.3333333333333333,,,,,,,,0.6666666666666666,0.3076923076923077,0.4444444444444444,,0.125,,,,,,,,,,,1611661320,2017,2017,False
100949-1628282-202650-203014-203833,1611661320,"Alana Beard, Sydney Wiese, Jantel Lavender, Nneka Ogwumike, Chelsea Gray","Beard, Wiese, Lavender, Ogwumike, Gray",100949-1628282-202650-203014-203833,LAS,610.0,5,10.0,-4.0,16.0,18.0,3.0,5.0,2.0,34.0,5.0,1.0,1.0,3.0,7.0,,,,,5.0,13.0,,,15.0,19.0,1.0,,2.0,,3.0,6.0,,,,3.0,,2.0,,4.0,2.0,1.0,6.0,2.0,8.0,1.0,1.0,5.0,4.0,,,13.0,3.0,3.0,,,,0.38461538461538464,,0.38461538461538464,,0.46875,0.375,,0.23076923076923078,0.4,0.25,0.2,0.5,0.25,0.3333333333333333,,0.2,80.26229508196722,18.75,17.22222222222222,18.1875,15.11111111111111,0.38461538461538464,0.07692307692307693,0.5384615384615384,0.42857142857142855,0.5,,,,,,1.0,,0.38461538461538464,0.4332615384615384,0.566,0.4875,0.2,12.023076923076925,,0.1875,2.0,1.0,,1.0,,,,,,,,5.0,1.0,,,,2.0,,3.0,4.0,,2.0,,,2.0,,1.0,,1.0,,5.0,,,,1.0,1.0,1.0,3.0,,,,,4.0,1.0,,3.0,,,1.0,,1.0,,6.0,,,,,3.0,,,,,,,,,1.0,,,2.0,0.4,0.5,,,1.0,1.0,1.0,,,,,0.25,,0.7142857142857143,,0.25,,,0.8,,1.0,,,,0.4,0.6666666666666666,0.5,,,,0.3333333333333333,,,,1.0,,,,,,0.5,,,,,,,,0.13333333333333333,0.14285714285714285,,,,,,,,,,1611661320,2017,2017,False
100949-201050-201502-203014-203824,1611661320,"Alana Beard, Tiffany Jackson, Essence Carson, Nneka Ogwumike, Odyssey Sims","Beard, Jackson, Carson, Ogwumike, Sims",100949-201050-201502-203014-203824,LAS,38.0,1,1.0,-1.0,2.0,1.0,2.0,1.0,,3.0,1.0,,,1.0,1.0,,,,,1.0,2.0,,,2.0,3.0,,1.0,2.0,,2.0,,,,,,,1.0,,2.0,,,,,,,,1.0,,,,2.0,2.0,2.0,,,,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,,,,,,113.6842105263158,8.0,22.0,8.0,21.0,0.5,,0.5,1.0,1.0,,,,,,,,0.5,0.47555,,0.47555,1.0,9.3,,1.0,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,1611661320,2017,2017,False
100949-201050-202650-203824-203833,1611661320,"Alana Beard, Tiffany Jackson, Jantel Lavender, Odyssey Sims, Chelsea Gray","Beard, Jackson, Lavender, Sims, Gray",100949-201050-202650-203824-203833,LAS,312.0,3,5.0,2.0,12.0,9.0,4.0,4.0,2.0,21.0,5.0,,3.0,,,,,1.0,,4.0,8.0,,1.0,10.0,8.0,1.0,1.0,2.0,,2.0,2.0,,,1.0,1.0,,3.0,,6.0,,1.0,3.0,1.0,4.0,1.0,,4.0,3.0,,,8.0,2.0,4.0,,,,0.5,0.5,0.4444444444444444,0.5,0.5,0.5,0.1111111111111111,0.125,,,1.0,0.75,0.2,,,1.0,96.92307692307692,13.25,17.0,11.75,17.0,0.5555555555555556,0.3333333333333333,,,,,,,,0.1111111111111111,,,0.6666666666666666,0.5318833333333334,,0.52935,0.2,4.375,23.9,0.3333333333333333,3.0,,1.0,2.0,1.0,,,,,,,2.0,,,,2.0,2.0,,,6.0,,,,,3.0,,2.0,1.0,,1.0,2.0,,,1.0,,1.0,,3.0,1.0,,,,3.0,,2.0,,,,1.0,1.0,2.0,,2.0,,,1.0,,,1.0,,,1.0,,,1.0,,,,,,0.75,0.75,,,,,0.5,,0.3333333333333333,,,,,0.6666666666666666,1.0,,1.0,,,,1.0,,,,0.6,0.6,0.6666666666666666,0.3333333333333333,0.5,1.0,,,,,,,,,,,1.0,0.5,,,,0.1,0.1111111111111111,,0.2,,,,,,,,,,,1611661320,2017,2017,False
100949-201496-201502-202650-203833,1611661320,"Alana Beard, Candace Parker, Essence Carson, Jantel Lavender, Chelsea Gray","Beard, Parker, Carson, Lavender, Gray",100949-201496-201502-202650-203833,LAS,2126.0,14,35.0,-1.0,66.0,71.0,16.0,8.0,6.0,137.0,15.0,2.0,7.0,12.0,24.0,,2.0,6.0,2.0,27.0,46.0,4.0,8.0,75.0,76.0,4.0,7.0,11.0,3.0,23.0,20.0,9.0,,6.0,1.0,3.0,20.0,,43.0,7.0,7.0,24.0,7.0,31.0,9.0,8.0,13.0,13.0,,,69.0,23.0,16.0,0.75,0.5,0.5,0.5869565217391305,0.6363636363636364,0.6111111111111112,0.7142857142857143,0.646551724137931,0.71875,0.14814814814814814,0.021739130434782608,,0.3684210526315789,0.7777777777777778,0.7741935483870968,0.30434782608695654,,0.75,0.75,92.79397930385701,16.075757575757574,15.0,15.378787878787879,14.267605633802816,0.2777777777777778,0.12962962962962962,0.4444444444444444,0.5,0.5,0.037037037037037035,,,,0.1111111111111111,0.4,0.14285714285714285,0.42592592592592593,0.4712777777777778,0.46484,0.5069035714285715,0.30666666666666664,11.389130434782608,23.9,0.24242424242424243,12.0,2.0,5.0,5.0,3.0,,1.0,4.0,,1.0,2.0,9.0,2.0,,1.0,2.0,6.0,2.0,3.0,34.0,3.0,2.0,4.0,,17.0,3.0,6.0,1.0,10.0,,17.0,,1.0,1.0,11.0,1.0,9.0,3.0,,2.0,,1.0,14.0,1.0,2.0,8.0,1.0,,,1.0,,3.0,11.0,3.0,,5.0,,2.0,3.0,,,3.0,,,3.0,3.0,,,,2.0,0.6296296296296297,0.6538461538461539,,0.6666666666666666,0.5,0.4,0.5,,0.14285714285714285,,,0.7857142857142857,,0.7727272727272727,,0.3333333333333333,,,0.6923076923076923,0.5,1.0,1.0,0.045454545454545456,1.0,0.8,0.8,0.5,0.42857142857142855,0.5,0.3333333333333333,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.75,1.0,0.5,,0.2,,,0.35714285714285715,1.0,0.07142857142857142,1.0,0.6666666666666666,0.08928571428571429,0.10416666666666667,,0.08,,,,,,,,,,,1611661320,2017,2017,False
100949-201496-201502-203014-203029,1611661320,"Alana Beard, Candace Parker, Essence Carson, Nneka Ogwumike, Riquna Williams","Beard, Parker, Carson, Ogwumike, Williams",100949-201496-201502-203014-203029,LAS,353.0,3,6.0,12.0,11.0,12.0,,2.0,2.0,23.0,4.0,1.0,4.0,2.0,2.0,,,1.0,,7.0,10.0,,1.0,18.0,6.0,2.0,,,,,12.0,,,1.0,1.0,,1.0,,2.0,1.0,3.0,3.0,2.0,5.0,5.0,4.0,1.0,6.0,,,14.0,,,,,,0.7,,0.6363636363636364,,0.6923076923076923,,0.09090909090909091,0.1,0.25,0.3333333333333333,1.0,0.6,0.5,1.0,,1.0,93.82436260623228,15.818181818181818,14.916666666666666,15.090909090909092,14.416666666666666,0.36363636363636365,0.36363636363636365,0.18181818181818182,1.0,1.0,,,,,0.09090909090909091,0.5,,0.45454545454545453,0.4480636363636364,0.4196,,,8.07,25.2,,3.0,1.0,,,2.0,,,,,,,4.0,2.0,,,,4.0,,,2.0,,2.0,,,1.0,,,,1.0,1.0,,,,1.0,,1.0,,1.0,,,,,1.0,,,1.0,,,,,,,6.0,2.0,,4.0,,,2.0,,,1.0,,1.0,2.0,,,,,,0.14285714285714285,0.16666666666666666,,,1.0,1.0,1.0,,,,,,,,1.0,,1.0,,,,,,,,0.75,1.0,,0.5,0.5,,0.5,,,,1.0,,,,,,,,,,,0.3076923076923077,0.3333333333333333,,0.2222222222222222,,,,,,,,,,,1611661320,2017,2017,False
