EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,LongMidRangeFGA,Corner3FGA,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PtsPutbacks,AtRimAssists,OffTwoPtRebounds,OffRebounds,DeadBallTurnovers,ShootingFouls,Offensive Fouls,Offensive Fouls Drawn,BlockingFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,Charge Fouls Drawn,LongMidRangeFGM,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,SecondChanceFG3A,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,OffThreePtRebounds,LostBallSteals,PenaltyTurnovers,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,PenaltyAtRimFGM,PenaltyFG2M,BadPassOutOfBoundsTurnovers,Technical Free Throw Trips,PenaltyFg2Pct,PenaltyEfgPct,PenaltyAtRimAccuracy,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,FTDefRebounds,BadPassTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,LongMidRangePctBlocked,DefFTReboundPct,OffAtRimReboundPct,LongMidRangeAssists,Blocked2s,BlockedAtRim,Blocks,LongMidRangePctAssisted,BlockingFouls,RecoveredBlocks,BlocksRecoveredPct,Corner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,Corner3Assists,FTOffRebounds,SelfOReb,Travels,Charge Fouls,Blocked3s,BlockedArc3,3SecondViolations,SecondChanceFg3Pct,ShortMidRangePctBlocked,OffFTReboundPct,OffCorner3ReboundPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3FGM,PenaltyCorner3Accuracy,BlockedShortMidRange,HeaveAttempts,team_id,year,season,team_vs
100940-1628242-200673-201067-201507,1611661317,"Diana Taurasi, Emma Cannon, Monique Currie, Camille Little, Leilani Mitchell","Taurasi, Cannon, Currie, Little, Mitchell",100940-1628242-200673-201067-201507,PHO,127.0,1,2,4.0,5,4,1.0,9,1.0,2.0,2.0,2.0,3.0,2.0,6.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,102.04724409448819,13.2,15.25,13.2,15.25,0.3333333333333333,0.6666666666666666,1.0,1.0,0.5,0.3333333333333333,0.45386666666666664,0.3333333333333333,0.3333333333333333,0.3333333333333333,7.6000000000000005,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2017,2017,True
100940-1628242-200673-201067-202658,1611661317,"Diana Taurasi, Emma Cannon, Monique Currie, Camille Little, Danielle Robinson","Taurasi, Cannon, Currie, Little, Robinson",100940-1628242-200673-201067-202658,PHO,357.0,2,6,7.0,13,10,3.0,23,5.0,,1.0,4.0,9.0,6.0,14.0,7.0,,,6.0,2.0,3.0,3.0,,6.0,3.0,1.0,4.0,6.0,,,1.0,1.0,2.0,3.0,7.0,7.0,1.0,4.0,,11.0,,3.0,,0.75,1.0,0.4444444444444444,0.4,0.5384615384615384,,0.5,0.3333333333333333,1.0,0.6666666666666666,,,92.77310924369748,15.461538461538462,15.6,15.153846153846153,14.7,0.5,0.1,,,,0.6,0.5166299999999999,0.3076923076923077,0.3333333333333333,,7.300000000000001,0.23076923076923078,2.0,2.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,0.75,0.1,0.5,0.4,1.0,0.5,1.0,1.0,0.8,0.8,0.75,0.3,0.1,1.0,0.5,0.3333333333333333,0.67005,0.42429999999999995,0.21428571428571427,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2017,2017,True
100940-1628242-200673-201507-203398,1611661317,"Diana Taurasi, Emma Cannon, Monique Currie, Leilani Mitchell, Brittney Griner","Taurasi, Cannon, Currie, Mitchell, Griner",100940-1628242-200673-201507-203398,PHO,41.0,1,1,-3.0,1,2,,3,1.0,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,105.36585365853658,17.0,12.0,17.0,5.0,1.0,,,,,1.0,0.6972,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2017,2017,True
100940-1628242-200673-202658-203398,1611661317,"Diana Taurasi, Emma Cannon, Monique Currie, Danielle Robinson, Brittney Griner","Taurasi, Cannon, Currie, Robinson, Griner",100940-1628242-200673-202658-203398,PHO,360.0,4,6,-2.0,10,10,3.0,20,3.0,,,3.0,5.0,,9.0,11.0,,,2.0,4.0,1.0,2.0,,5.0,,4.0,4.0,5.0,1.0,,1.0,1.0,2.0,3.0,5.0,1.0,1.0,1.0,,9.0,,3.0,,0.3333333333333333,0.3333333333333333,0.6,0.5625,0.5625,,0.5,0.8,,0.8,1.0,,80.0,21.0,15.0,19.7,14.7,0.375,,,,,0.75,0.51863125,0.125,0.2,,7.82,0.3,4.0,1.0,2.0,,,,2.0,,3.0,,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,0.375,,0.25,,,,,0.6666666666666666,1.0,0.5,0.25,,,,,,0.48685,,23.400000000000002,,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.2,0.3333333333333333,0.5,0.5,1.0,0.5,0.5,0.375,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2017,2017,True
100940-1628242-201067-201507-203389,1611661317,"Diana Taurasi, Emma Cannon, Camille Little, Leilani Mitchell, Yvonne Turner","Taurasi, Cannon, Little, Mitchell, Turner",100940-1628242-201067-201507-203389,PHO,168.0,1,3,,5,4,5.0,9,2.0,,,1.0,3.0,3.0,5.0,5.0,3.0,5.0,2.0,,1.0,1.0,,2.0,1.0,,1.0,1.0,,,,,1.0,2.0,2.0,4.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,,,0.5,0.5,,,77.14285714285715,18.0,19.5,18.0,16.25,0.6666666666666666,,,,,0.6666666666666666,0.5688333333333333,0.3333333333333333,0.3333333333333333,1.0,6.533333333333334,1.0,1.0,,1.0,,,2.0,1.0,,,,,,,3.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,0.5,0.5,0.5,1.0,0.3333333333333333,,,,0.6666666666666666,,0.5688333333333333,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2017,2017,True
100940-1628242-201507-202657-203389,1611661317,"Diana Taurasi, Emma Cannon, Leilani Mitchell, Angel Robinson, Yvonne Turner","Taurasi, Cannon, Mitchell, Robinson, Turner",100940-1628242-201507-202657-203389,PHO,60.0,1,1,2.0,2,2,2.0,4,,,,,,2.0,5.0,3.0,2.0,5.0,,,,1.0,,3.0,,,,,1.0,,,,,,1.0,2.0,,1.0,,5.0,5.0,2.0,,,,,1.5,1.25,1.25,,,,,,,96.0,20.0,10.0,20.0,10.0,,,,,,1.0,0.50385,0.5,1.0,1.0,,1.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.50385,,23.9,,,1.0,1.0,,1.0,1.0,,1.0,3.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,1.5,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2017,2017,True
100940-1628242-201507-203389-203398,1611661317,"Diana Taurasi, Emma Cannon, Leilani Mitchell, Yvonne Turner, Brittney Griner","Taurasi, Cannon, Mitchell, Turner, Griner",100940-1628242-201507-203389-203398,PHO,292.0,2,5,-6.0,9,8,3.0,17,2.0,,1.0,2.0,3.0,2.0,6.0,12.0,2.0,2.0,2.0,2.0,1.0,1.0,,2.0,1.0,,1.0,2.0,1.0,1.0,,,1.0,3.0,2.0,4.0,,1.0,1.0,6.0,2.0,3.0,1.0,0.5,0.5,0.6666666666666666,0.3333333333333333,0.375,0.3333333333333333,,,1.0,0.5,,,83.83561643835617,15.222222222222221,19.375,14.555555555555555,19.0,0.3333333333333333,0.16666666666666666,,,,0.8333333333333334,0.48363333333333336,0.14285714285714285,0.25,0.3333333333333333,2.9,0.3333333333333333,5.0,1.0,2.0,,,,,1.0,3.0,,,,,1.0,,1.0,,1.0,1.0,2.0,,,,,,,0.5,,0.3333333333333333,,,,1.0,1.0,1.0,0.5,,0.16666666666666666,,,,,0.264,,22.5,,,,2.0,1.0,,,1.0,,,2.0,,,,,1.0,,,,,,,,0.3333333333333333,0.5,,,,0.3333333333333333,,,,1.0,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2017,2017,True
100940-200673-201067-201507-203398,1611661317,"Diana Taurasi, Monique Currie, Camille Little, Leilani Mitchell, Brittney Griner","Taurasi, Currie, Little, Mitchell, Griner",100940-200673-201067-201507-203398,PHO,772.0,3,13,-11.0,26,28,17.0,54,11.0,1.0,3.0,9.0,18.0,5.0,23.0,34.0,5.0,15.0,8.0,10.0,4.0,4.0,1.0,8.0,3.0,8.0,12.0,16.0,2.0,2.0,2.0,1.0,4.0,12.0,5.0,8.0,,2.0,2.0,23.0,15.0,17.0,2.0,0.4444444444444444,0.4444444444444444,0.5,0.36,0.39655172413793105,0.35714285714285715,0.5,0.8888888888888888,1.0,0.9166666666666666,1.0,,100.72538860103627,13.576923076923077,14.964285714285714,13.038461538461538,14.321428571428571,0.44,0.12,0.3333333333333333,0.3333333333333333,1.0,0.72,0.493758,0.07407407407407407,0.1,0.6521739130434783,5.888888888888889,0.6538461538461539,11.0,4.0,6.0,,2.0,8.0,4.0,,7.0,,3.0,,,11.0,,3.0,1.0,4.0,2.0,4.0,,1.0,,,,,0.28,0.125,0.2857142857142857,,,0.75,1.0,0.5454545454545454,0.6,0.5,0.16,,0.6666666666666666,,0.47058823529411764,0.517,0.4968411764705883,,24.228571428571428,,2.0,,7.0,,6.0,,,6.0,,7.0,,2.0,,,3.0,,3.0,,,,0.1111111111111111,0.09090909090909091,0.5,0.5,1.0,0.5,0.6666666666666666,0.28,,,,,0.35294117647058826,,3.0,5.0,,,0.45454545454545453,0.29411764705882354,0.375,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2017,2017,True
100940-200673-201067-202658-203398,1611661317,"Diana Taurasi, Monique Currie, Camille Little, Danielle Robinson, Brittney Griner","Taurasi, Currie, Little, Robinson, Griner",100940-200673-201067-202658-203398,PHO,561.0,4,9,-1.0,15,16,2.0,31,5.0,1.0,2.0,4.0,10.0,2.0,13.0,14.0,,,2.0,6.0,1.0,2.0,,5.0,3.0,4.0,7.0,8.0,1.0,1.0,,,1.0,5.0,6.0,2.0,,1.0,,11.0,,2.0,,0.25,0.25,0.4,0.4230769230769231,0.4642857142857143,,,0.5714285714285714,1.0,0.7,1.0,,79.57219251336899,17.466666666666665,18.6875,16.933333333333334,18.0,0.38461538461538464,0.15384615384615385,0.5,0.5,,0.6153846153846154,0.4866576923076923,0.07142857142857142,0.09090909090909091,,8.36,0.13333333333333333,,1.0,2.0,,,1.0,3.0,,3.0,,,2.0,2.0,2.0,,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,0.23076923076923078,0.16666666666666666,0.125,,,1.0,1.0,0.4,0.6666666666666666,,0.23076923076923078,,,,0.5,,0.4345,0.15384615384615385,23.333333333333332,,1.0,1.0,3.0,,,1.0,,,3.0,3.0,1.0,2.0,1.0,1.0,,,,1.0,0.3333333333333333,0.3333333333333333,0.2,0.4,,,0.25,0.3333333333333333,0.3333333333333333,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,1.0,,,0.3333333333333333,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2017,2017,True
100940-200673-201067-203398-203855,1611661317,"Diana Taurasi, Monique Currie, Camille Little, Brittney Griner, Stephanie Talbot","Taurasi, Currie, Little, Griner, Talbot",100940-200673-201067-203398-203855,PHO,205.0,1,3,2.0,5,6,,11,,,1.0,2.0,3.0,,7.0,5.0,,,2.0,2.0,1.0,2.0,,5.0,,2.0,2.0,2.0,2.0,1.0,1.0,,1.0,4.0,1.0,,,,,7.0,,,,0.5,0.5,0.6666666666666666,0.875,0.875,,1.0,1.0,,1.0,1.0,,77.26829268292683,20.8,16.833333333333332,20.8,16.833333333333332,,0.25,,,,0.25,0.41035,,,,16.7,,3.0,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,0.25,,,,,1.0,,,,,0.5,,,,,,,,22.8,,2.0,1.0,1.0,,,1.0,,,3.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,1.0,1.0,0.25,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2017,2017,True
