EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,StepOutOfBoundsTurnovers,Charge Fouls,BlockingFoulsDrawn,Blocked3s,BlockedCorner3,FTOffRebounds,OffFTReboundPct,BlockedArc3,HeaveAttempts,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Defensive 3 Seconds Violations,Clear Path Fouls,3pt And 1 Free Throw Trips,SecondChanceCorner3FGM,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,team_id,year,season,team_vs
201919-202250-203411-203829-204329,1611661313,"Shavonte Zellous, Tina Charles, Sugar Rodgers, Bria Hartley, Kiah Stokes","Zellous, Charles, Rodgers, Hartley, Stokes",201919-202250-203411-203829-204329,NYL,8879.0,23,148.0,-25.0,286.0,290.0,43.0,60.0,35.0,576.0,39.0,68.0,7.0,13.0,4.0,10.0,15.0,52.0,11.0,57.0,5.0,14.0,1.0,1.0,26.0,69.0,2.0,6.0,3.0,8.0,65.0,177.0,31.0,83.0,61.0,284.0,309.0,11.0,26.0,2.0,7.0,12.0,40.0,7.0,21.0,3.0,9.0,14.0,37.0,56.0,74.0,81.0,12.0,14.0,69.0,26.0,16.0,1.0,28.0,27.0,55.0,22.0,5.0,17.0,5.0,6.0,137.0,5.0,34.0,35.0,55.0,6.0,96.0,39.0,135.0,6.0,21.0,17.0,4.0,18.0,4.0,13.0,17.0,4.0,5.0,2.0,35.0,1.0,11.0,28.0,1.0,69.0,3.0,3.0,66.0,2.0,3.0,5.0,78.0,4.0,4.0,29.0,1.0,9.0,10.0,6.0,1.0,3.0,10.0,5.0,1.0,244.0,37.0,43.0,8.0,7.0,0.4307692307692308,0.4827586206896552,0.8709677419354839,0.37349397590361444,0.2857142857142857,0.3333333333333333,0.37349397590361444,0.3672316384180791,0.4230769230769231,0.3333333333333333,0.4288461538461538,0.42424242424242425,0.38333333333333336,0.47796610169491527,0.4878048780487805,0.47368421052631576,0.3192307692307692,0.012048192771084338,0.0903954802259887,0.08823529411764706,0.17307692307692307,0.017543859649122806,0.014492753623188406,0.5142857142857142,0.6666666666666666,0.7051282051282052,0.3063063063063063,0.813953488372093,0.10204081632653061,0.743801652892562,0.24375,0.3103448275862069,0.2972972972972973,0.3111111111111111,0.0975609756097561,0.125,0.6296296296296297,0.6956521739130435,0.7857142857142857,0.8292682926829268,0.5,0.04195804195804196,93.4159252168037,0.5,16.716783216783217,14.13103448275862,15.968531468531468,13.668965517241379,0.26153846153846155,0.5735294117647058,0.6290322580645161,0.4358974358974359,0.2,0.28846153846153844,0.3488372093023256,0.3333333333333333,0.21923076923076923,0.19298245614035087,0.19642857142857142,0.5454545454545454,0.05384615384615385,0.35714285714285715,0.35714285714285715,1.0,0.2653846153846154,0.37681159420289856,0.38235294117647056,0.8461538461538461,0.3939393939393939,0.5384615384615384,0.14285714285714285,0.030303030303030304,0.18181818181818182,0.3333333333333333,0.5,0.3333333333333333,0.4,0.03333333333333333,0.26666666666666666,0.375,0.5807692307692308,0.37681159420289856,0.4565605769230769,0.486346551724138,0.4210516666666667,0.1048951048951049,0.14356435643564355,0.011904761904761904,0.14084507042253522,0.13028169014084506,8.78361581920904,23.88433734939759,0.15034965034965034,,,,,,,,,,,,,,,,,,,1611661313,2017,2017,True
1628248-1628263-203411-204296-204329,1611661313,"Nayo Raincock-Ekunwe, Lindsay Allen, Sugar Rodgers, Rebecca Allen, Kiah Stokes","Raincock-Ekunwe, Allen, Rodgers, Allen, Stokes",1628248-1628263-203411-204296-204329,NYL,3125.0,15,52.0,-24.0,100.0,100.0,21.0,27.0,14.0,200.0,9.0,25.0,1.0,8.0,3.0,5.0,4.0,13.0,13.0,31.0,,,,,2.0,16.0,,,1.0,3.0,26.0,69.0,2.0,16.0,25.0,83.0,107.0,3.0,13.0,,,4.0,10.0,6.0,18.0,1.0,3.0,10.0,25.0,26.0,26.0,6.0,,,16.0,2.0,7.0,1.0,13.0,2.0,15.0,2.0,,5.0,2.0,6.0,32.0,4.0,13.0,8.0,20.0,4.0,32.0,17.0,49.0,2.0,9.0,7.0,2.0,8.0,2.0,5.0,8.0,1.0,3.0,,16.0,1.0,1.0,14.0,1.0,23.0,1.0,1.0,26.0,,1.0,,32.0,,1.0,12.0,,4.0,5.0,2.0,1.0,2.0,6.0,3.0,,73.0,25.0,21.0,1.0,3.0,0.5,0.5,1.0,0.125,,0.3333333333333333,0.125,0.37681159420289856,0.23076923076923078,0.3333333333333333,0.3411764705882353,0.23076923076923078,0.35714285714285715,0.40594059405940597,0.29411764705882354,0.46296296296296297,0.18823529411764706,0.0625,0.10144927536231885,0.16,0.07692307692307693,0.06451612903225806,0.0625,0.5,1.0,0.625,0.3023255813953488,0.7272727272727273,0.3076923076923077,0.6511627906976745,0.30357142857142855,0.375,0.4444444444444444,0.16666666666666666,0.3076923076923077,,0.5714285714285714,0.5454545454545454,0.7142857142857143,0.7777777777777778,0.5,0.04081632653061224,92.16,0.5,17.14,14.11,16.26,13.32,0.29411764705882354,0.36,0.42857142857142855,0.5555555555555556,0.15294117647058825,0.3076923076923077,0.3333333333333333,0.5,0.36470588235294116,0.41935483870967744,0.4482758620689655,0.46153846153846156,,,,,0.18823529411764706,0.125,0.13333333333333333,1.0,0.6153846153846154,0.125,,,,,,0.23809523809523808,0.6,,0.14285714285714285,0.3333333333333333,0.4823529411764706,0.125,0.42922,0.47145000000000004,0.40796190476190475,0.12371134020618557,0.14814814814814814,,0.12048192771084337,0.30120481927710846,10.53623188405797,24.45,0.21,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1611661313,2017,2017,True
1628248-1628263-201919-202250-204296,1611661313,"Nayo Raincock-Ekunwe, Lindsay Allen, Shavonte Zellous, Tina Charles, Rebecca Allen","Raincock-Ekunwe, Allen, Zellous, Charles, Allen",1628248-1628263-201919-202250-204296,NYL,103.0,1,2.0,-1.0,3.0,4.0,,,,7.0,1.0,2.0,,,,,,,,1.0,,,,,,,,,,,1.0,3.0,,,,2.0,3.0,,,,,,,,,,,,,2.0,,,,,,,1.0,,1.0,,1.0,,,1.0,,,2.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,1.0,,,,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,,,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,97.86407766990291,,14.0,15.25,14.0,15.25,0.6666666666666666,0.5,1.0,1.0,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,0.5492,,,,,,,,5.966666666666666,,,,,,,,,,,,,,,,,,,,,1611661313,2017,2017,True
1628248-1628263-201919-203829-204320,1611661313,"Nayo Raincock-Ekunwe, Lindsay Allen, Shavonte Zellous, Bria Hartley, Amanda Zahui B","Raincock-Ekunwe, Allen, Zellous, Hartley, Zahui B",1628248-1628263-201919-203829-204320,NYL,86.0,2,1.0,-5.0,3.0,4.0,1.0,1.0,1.0,7.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,2.0,,,,2.0,7.0,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,1.0,,,1.0,,,2.0,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,1.0,1.0,,,,,,0.5,,,0.5,,,0.5,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,117.20930232558139,,13.333333333333334,11.5,13.333333333333334,10.5,0.5,1.0,1.0,1.0,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.5207,,,,,,,,8.65,,0.3333333333333333,,,,,,,,,,,,,,,,,,,1611661313,2017,2017,True
1628248-1628263-202250-203829-204332,1611661313,"Nayo Raincock-Ekunwe, Lindsay Allen, Tina Charles, Bria Hartley, Cierra Burdick","Raincock-Ekunwe, Allen, Charles, Hartley, Burdick",1628248-1628263-202250-203829-204332,NYL,157.0,1,3.0,,5.0,5.0,5.0,,,10.0,2.0,4.0,,,2.0,4.0,,,,,,,,,,,,,,,2.0,4.0,,,2.0,6.0,6.0,,,,,,,2.0,4.0,,,2.0,6.0,2.0,2.0,,,,,,1.0,,1.0,,1.0,,,1.0,,,2.0,,,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,2.0,,,,,1.0,,,,,,,,6.0,6.0,5.0,,1.0,0.5,0.5,,,,,,0.5,,0.5,0.5,,0.5,0.6,,0.6,,,0.25,0.25,,,,,,1.0,,,,1.0,,,,,,,,1.0,1.0,,,,91.71974522292993,,13.6,17.8,13.6,14.8,1.0,0.5,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,,,,1.0,,0.630075,,0.630075,,,,,1.0,0.9,,1.0,,,,,,,,,,,,,,,,,,,1611661313,2017,2017,True
1628248-201913-201919-203411-203829,1611661313,"Nayo Raincock-Ekunwe, Kia Vaughn, Shavonte Zellous, Sugar Rodgers, Bria Hartley","Raincock-Ekunwe, Vaughn, Zellous, Rodgers, Hartley",1628248-201913-201919-203411-203829,NYL,142.0,2,2.0,1.0,5.0,5.0,5.0,5.0,1.0,10.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,2.0,,,,,,,,,,,2.0,4.0,,,2.0,6.0,5.0,,,,,2.0,2.0,2.0,4.0,,,2.0,6.0,2.0,2.0,,,,,,1.0,,1.0,,1.0,,,,,1.0,2.0,,1.0,1.0,1.0,,2.0,1.0,3.0,,1.0,,1.0,1.0,,1.0,,,,,1.0,,1.0,,,,,,1.0,,,,2.0,,,1.0,,,1.0,1.0,,,1.0,1.0,,4.0,6.0,5.0,,,0.5,0.5,,,,,,0.5,,0.5,0.5,,0.5,0.6,1.0,0.6,,,0.25,,1.0,,,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,1.0,,,1.0,,,101.40845070422534,1.0,12.4,16.0,12.4,16.0,0.25,1.0,1.0,,0.25,,,,0.5,0.5,0.5,1.0,,,,,,,,,,,,,,,,0.25,1.0,,,,0.25,,0.4125,,0.4125,0.2,0.2,,0.3333333333333333,1.0,11.325,,1.0,,,,,,,,,,,,,,,,,,,1611661313,2017,2017,True
1628248-201913-202259-203829-204332,1611661313,"Nayo Raincock-Ekunwe, Kia Vaughn, Epiphanny Prince, Bria Hartley, Cierra Burdick","Raincock-Ekunwe, Vaughn, Prince, Hartley, Burdick",1628248-201913-202259-203829-204332,NYL,260.0,1,4.0,2.0,8.0,8.0,6.0,2.0,,16.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,3.0,4.0,,,3.0,9.0,7.0,,,,,,,3.0,4.0,,,3.0,9.0,,6.0,,,,,,,,,,,,,,,,,,,1.0,2.0,,3.0,,3.0,,1.0,1.0,,,,,3.0,1.0,,1.0,3.0,,1.0,1.0,,3.0,,,4.0,,1.0,,3.0,1.0,,2.0,,,,,,,,,1.0,9.0,9.0,6.0,1.0,,,,,,,,,0.75,,0.75,0.75,,0.75,0.9,,0.9,,,,,,,,,,0.5,,1.0,,0.6,,,,,,,1.0,,0.3333333333333333,1.0,,,88.61538461538463,,14.0,18.5,14.0,15.625,0.25,1.0,1.0,,0.25,1.0,1.0,,0.5,0.5,0.5,,,,,,,,,,,,,,,,,0.25,1.0,,,,0.25,,0.430025,,0.430025,0.4,0.4,,,1.0,12.6,,0.75,,,,,,,,,,,,,,,,,,,1611661313,2017,2017,True
1628248-201919-202250-202259-204329,1611661313,"Nayo Raincock-Ekunwe, Shavonte Zellous, Tina Charles, Epiphanny Prince, Kiah Stokes","Raincock-Ekunwe, Zellous, Charles, Prince, Stokes",1628248-201919-202250-202259-204329,NYL,100.0,1,2.0,-2.0,2.0,2.0,,,1.0,4.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,1.0,,,,,1.0,2.0,,1.0,1.0,3.0,5.0,1.0,1.0,,,,2.0,,,,,,,,2.0,,,2.0,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,2.0,,2.0,,,3.0,,,,2.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,0.5,1.0,,0.3333333333333333,1.0,,0.375,1.0,,0.3333333333333333,,,,,,,,,,,,1.0,,0.5,,,,1.0,,,,,,,,57.599999999999994,,34.0,16.0,33.0,16.0,0.3333333333333333,1.0,1.0,,,,,,0.3333333333333333,,,,,,,,0.3333333333333333,,,,1.0,1.0,,,,,,,,,,,0.6666666666666666,,0.48623333333333335,,,0.25,0.3333333333333333,,0.6666666666666666,,9.6,24.5,,,,,,,,,,,,,,,,,,,,1611661313,2017,2017,True
1628248-201919-202250-203411-203829,1611661313,"Nayo Raincock-Ekunwe, Shavonte Zellous, Tina Charles, Sugar Rodgers, Bria Hartley","Raincock-Ekunwe, Zellous, Charles, Rodgers, Hartley",1628248-201919-202250-203411-203829,NYL,894.0,5,15.0,,27.0,27.0,,5.0,3.0,54.0,4.0,6.0,,1.0,,,1.0,7.0,2.0,5.0,,,,,2.0,6.0,,,,,7.0,18.0,2.0,6.0,5.0,25.0,25.0,,2.0,,,,,,,,,,,6.0,8.0,6.0,,,6.0,2.0,2.0,,3.0,2.0,5.0,2.0,,2.0,,1.0,12.0,3.0,3.0,2.0,11.0,,13.0,6.0,19.0,1.0,,,,3.0,1.0,2.0,4.0,,1.0,2.0,7.0,2.0,1.0,5.0,1.0,10.0,,1.0,7.0,,1.0,1.0,6.0,,,3.0,,,1.0,1.0,,,1.0,1.0,,25.0,,,,,0.42857142857142855,0.42857142857142855,1.0,0.3333333333333333,,,0.3333333333333333,0.3888888888888889,,,0.4166666666666667,,,0.46296296296296297,,,0.25,,0.1111111111111111,0.16666666666666666,0.14285714285714285,,,0.42857142857142855,,0.7857142857142857,0.2727272727272727,0.6666666666666666,0.75,0.7647058823529411,0.4,0.5,0.16666666666666666,0.3333333333333333,0.75,,0.7142857142857143,0.8333333333333334,1.0,1.0,0.5,0.07692307692307693,86.97986577181207,1.0,17.037037037037038,16.074074074074073,16.333333333333332,15.481481481481481,0.25,0.6666666666666666,0.8,0.5,0.2916666666666667,0.14285714285714285,0.16666666666666666,,0.20833333333333334,0.4,0.4,0.5,,,,,0.25,0.3333333333333333,0.3333333333333333,1.0,0.5,,,,,,,,,,,,0.5,0.3333333333333333,0.48136249999999997,0.52605,,0.1111111111111111,0.14285714285714285,,,,8.822222222222223,23.916666666666668,,,,,,,,,,,,,,,,,,,,1611661313,2017,2017,True
1628248-201919-202259-203411-204329,1611661313,"Nayo Raincock-Ekunwe, Shavonte Zellous, Epiphanny Prince, Sugar Rodgers, Kiah Stokes","Raincock-Ekunwe, Zellous, Prince, Rodgers, Stokes",1628248-201919-202259-203411-204329,NYL,296.0,2,5.0,3.0,12.0,12.0,3.0,10.0,2.0,24.0,1.0,1.0,,,,,1.0,1.0,3.0,4.0,,,,,1.0,2.0,,,,,5.0,6.0,1.0,2.0,3.0,16.0,13.0,1.0,1.0,,,2.0,4.0,1.0,2.0,,,2.0,4.0,6.0,4.0,3.0,,,2.0,1.0,,,3.0,1.0,4.0,1.0,,1.0,,2.0,9.0,,1.0,,1.0,2.0,3.0,1.0,4.0,,2.0,2.0,,3.0,,2.0,1.0,,1.0,1.0,4.0,,1.0,1.0,,4.0,1.0,,2.0,,,,3.0,1.0,,2.0,,,1.0,1.0,,,1.0,,,12.0,4.0,3.0,2.0,,0.6,0.6,1.0,0.5,,,0.5,0.8333333333333334,1.0,0.5,0.8125,1.0,0.5,0.8888888888888888,1.0,0.6666666666666666,0.25,,,,,,,0.75,0.6666666666666666,0.5,1.0,,,0.3333333333333333,0.5,,,1.0,,,,,1.0,,,,116.75675675675676,,12.333333333333334,12.333333333333334,11.416666666666666,11.25,0.125,1.0,1.0,1.0,0.125,1.0,1.0,,0.5,0.75,0.75,0.6666666666666666,,,,,0.25,0.5,0.5,1.0,,,,,,,,,,,,,0.375,0.5,0.4278,0.3644,0.3595,0.2222222222222222,0.2857142857142857,,0.25,0.25,13.083333333333334,23.95,0.25,,,,,,,,,,,,,,,,,,,1611661313,2017,2017,True
