EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,HeaveAttempts,Corner3Assists,OffThreePtRebounds,FTDefRebounds,LostBallTurnovers,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,SecondChanceFg3Pct,PenaltyFg3Pct,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,SecondChanceAtRimFGM,PtsPutbacks,PenaltyTurnovers,Charge Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,SecondChanceAtRimAccuracy,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,Fg3aBlocked,SelfOReb,FG3APctBlocked,Arc3PctBlocked,SelfORebPct,PenaltyCorner3Accuracy,Clear Path Fouls,SecondChanceAtRimPctAssisted,3SecondViolations,SecondChanceCorner3FGA,Defensive 3 Seconds Violations,SecondChanceCorner3Frequency,FTOffRebounds,OffFTReboundPct,Blocked3s,BlockedCorner3,Corner3PctBlocked,StepOutOfBoundsTurnovers,SecondChanceCorner3FGM,BlockedArc3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,team_id,year,season,team_vs
101023-1628279-201477-203406-204322,1611661330,"Sancho Lyttle, Brittney Sykes, Tamera Young, Layshia Clarendon, Elizabeth Williams","Lyttle, Sykes, Young, Clarendon, Williams",101023-1628279-201477-203406-204322,ATL,2321.0,6,39.0,15.0,79.0,78.0,14.0,19.0,6.0,157.0,10.0,18.0,1.0,3.0,3.0,5.0,14.0,7.0,14.0,1.0,1.0,5.0,11.0,1.0,1.0,22.0,46.0,5.0,12.0,17.0,76.0,61.0,1.0,3.0,1.0,2.0,4.0,3.0,4.0,2.0,12.0,18.0,38.0,6.0,12.0,3.0,11.0,5.0,8.0,19.0,4.0,23.0,4.0,9.0,4.0,6.0,50.0,6.0,6.0,33.0,39.0,6.0,45.0,4.0,1.0,3.0,3.0,3.0,3.0,13.0,1.0,2.0,16.0,1.0,3.0,1.0,18.0,2.0,1.0,4.0,15.0,1.0,3.0,19.0,1.0,3.0,6.0,8.0,5.0,1.0,2.0,8.0,3.0,72.0,10.0,10.0,1.0,2.0,0.8636363636363636,0.8636363636363636,0.8,0.4166666666666667,0.4166666666666667,0.4782608695652174,0.3333333333333333,0.75,0.5086206896551724,0.25,0.5,0.5597014925373134,0.4,0.6923076923076923,0.20689655172413793,0.17391304347826086,0.2777777777777778,0.21428571428571427,0.1875,0.6875,0.25,0.8571428571428571,0.7090909090909091,0.1935483870967742,0.375,0.1111111111111111,0.2857142857142857,0.625,0.5,0.8181818181818182,0.8333333333333334,1.0,97.40629039207239,0.375,13.759493670886076,15.820512820512821,13.443037974683545,14.76923076923077,0.3103448275862069,0.5555555555555556,0.7692307692307693,0.9,0.2413793103448276,0.35714285714285715,0.45454545454545453,0.8,0.2413793103448276,0.5,0.5,0.8571428571428571,0.017241379310344827,0.1896551724137931,0.45454545454545453,0.45454545454545453,0.8,0.25,0.25,0.5,1.0,0.16666666666666666,0.16666666666666666,0.5172413793103449,0.45454545454545453,0.4818362068965517,0.450825,0.5344416666666666,0.04918032786885246,0.061224489795918366,0.05263157894736842,0.23684210526315788,8.791304347826086,23.858333333333334,0.17721518987341772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2017,2017,True
1627678-1628279-201492-203024-204322,1611661330,"Bria Holmes, Brittney Sykes, Matee Ajavon, Damiris Dantas, Elizabeth Williams","Holmes, Sykes, Ajavon, Dantas, Williams",1627678-1628279-201492-203024-204322,ATL,1440.0,12,24.0,,46.0,52.0,13.0,22.0,9.0,98.0,8.0,16.0,3.0,3.0,6.0,7.0,13.0,2.0,8.0,2.0,,5.0,12.0,4.0,4.0,17.0,37.0,6.0,14.0,6.0,58.0,58.0,2.0,5.0,4.0,,13.0,8.0,11.0,4.0,3.0,22.0,26.0,8.0,18.0,,11.0,5.0,7.0,13.0,6.0,19.0,5.0,6.0,5.0,2.0,44.0,7.0,2.0,12.0,15.0,12.0,27.0,6.0,2.0,4.0,4.0,,1.0,1.0,,,5.0,2.0,9.0,3.0,16.0,,1.0,,7.0,,,6.0,,4.0,,5.0,4.0,,1.0,5.0,2.0,45.0,22.0,13.0,2.0,,0.7647058823529411,0.7647058823529411,1.0,0.42857142857142855,0.46153846153846156,0.4594594594594595,0.4,0.7272727272727273,0.5098039215686274,0.7222222222222222,0.6333333333333333,0.5471698113207547,0.7222222222222222,0.6875,0.27450980392156865,0.1891891891891892,0.25,0.23076923076923078,0.8,0.631578947368421,0.35,0.2857142857142857,0.5384615384615384,0.46153846153846156,0.5,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.7142857142857143,0.16666666666666666,1.0,98.0,0.4,15.0,14.423076923076923,13.804347826086957,13.76923076923077,0.3137254901960784,0.5,0.6666666666666666,0.75,0.2549019607843137,0.5384615384615384,0.7,0.7142857142857143,0.1568627450980392,0.25,0.25,1.0,0.0392156862745098,0.23529411764705882,0.4166666666666667,0.4166666666666667,1.0,0.3333333333333333,0.4444444444444444,0.4,0.5,,0.26666666666666666,0.5882352941176471,0.45454545454545453,0.48285918367346936,0.48612,0.5044346153846153,0.07547169811320754,0.10256410256410256,0.22413793103448276,0.3793103448275862,7.862162162162162,26.95,0.2826086956521739,1.0,3.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,3.0,1.0,2.0,0.75,0.25,1.0,0.8333333333333334,0.8,1.0,0.5,0.5,1.0,0.75,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2017,2017,True
1627678-1628279-203026-203406-204322,1611661330,"Bria Holmes, Brittney Sykes, Tiffany Hayes, Layshia Clarendon, Elizabeth Williams","Holmes, Sykes, Hayes, Clarendon, Williams",1627678-1628279-203026-203406-204322,ATL,2707.0,12,45.0,-19.0,91.0,95.0,18.0,23.0,9.0,186.0,17.0,27.0,3.0,4.0,6.0,4.0,13.0,7.0,23.0,3.0,1.0,4.0,14.0,2.0,4.0,28.0,63.0,5.0,17.0,17.0,88.0,107.0,1.0,8.0,2.0,2.0,10.0,5.0,9.0,5.0,7.0,20.0,42.0,14.0,12.0,3.0,13.0,4.0,9.0,21.0,4.0,25.0,3.0,13.0,3.0,5.0,54.0,10.0,5.0,24.0,32.0,13.0,45.0,7.0,6.0,1.0,11.0,3.0,9.0,6.0,1.0,,17.0,1.0,12.0,,19.0,1.0,,1.0,23.0,1.0,2.0,17.0,1.0,8.0,,4.0,2.0,,2.0,4.0,3.0,78.0,20.0,18.0,2.0,,0.75,0.7777777777777778,0.8,0.29411764705882354,0.3125,0.4444444444444444,0.125,0.5555555555555556,0.44375,0.4,0.4642857142857143,0.5,0.45454545454545453,0.5882352941176471,0.2125,0.14285714285714285,0.25925925925925924,0.07692307692307693,0.6470588235294118,0.8,0.2857142857142857,0.8333333333333334,0.8055555555555556,0.2826086956521739,0.5,0.2222222222222222,0.1875,0.8947368421052632,0.5714285714285714,0.75,0.8,1.0,98.94347986701145,0.75,17.32967032967033,11.894736842105264,16.516483516483518,11.810526315789474,0.3375,0.6296296296296297,0.85,0.7647058823529411,0.1625,0.3076923076923077,0.3333333333333333,0.75,0.2875,0.30434782608695654,0.3181818181818182,0.7142857142857143,0.0375,0.175,0.2857142857142857,0.2857142857142857,0.75,0.3,0.2,0.42857142857142855,0.6666666666666666,0.07142857142857142,0.2857142857142857,0.55,0.3076923076923077,0.4901689873417722,0.442975,0.5288615384615385,0.10344827586206896,0.11428571428571428,0.11363636363636363,0.22727272727272727,9.16825396825397,24.905882352941177,0.1978021978021978,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,,1.0,1.0,0.2,1.0,0.2727272727272727,0.2222222222222222,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.25,1.0,2.0,4.0,2.0,1.0,1.0,0.043478260869565216,0.3333333333333333,0.058823529411764705,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2017,2017,True
101023-1628279-203024-203026-203835,1611661330,"Sancho Lyttle, Brittney Sykes, Damiris Dantas, Tiffany Hayes, Jordan Hooper","Lyttle, Sykes, Dantas, Hayes, Hooper",101023-1628279-203024-203026-203835,ATL,12.0,1,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,,,12.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2017,2017,True
101023-1627678-1627680-1628279-204331,1611661330,"Sancho Lyttle, Bria Holmes, Rachel Hollivay, Brittney Sykes, Brianna Kiesel","Lyttle, Holmes, Hollivay, Sykes, Kiesel",101023-1627678-1627680-1628279-204331,ATL,190.0,1,3.0,-8.0,8.0,8.0,8.0,4.0,,16.0,2.0,3.0,,2.0,3.0,,,,1.0,1.0,1.0,,2.0,,2.0,2.0,4.0,,3.0,,4.0,12.0,,,,,,2.0,4.0,3.0,,4.0,4.0,,,,2.0,,,2.0,,2.0,,2.0,,,4.0,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,2.0,2.0,3.0,,,,1.0,,,2.0,,1.0,,,,,,,,4.0,4.0,8.0,,,1.0,1.0,,,,0.5,,0.5,0.2857142857142857,,0.2857142857142857,0.25,,0.25,0.42857142857142855,,,,,1.0,,,1.0,,,,,1.0,,,,,121.26315789473685,,12.5,11.25,12.5,11.0,0.42857142857142855,0.6666666666666666,0.6666666666666666,1.0,,,,,0.14285714285714285,,,,0.14285714285714285,0.2857142857142857,,,,,,0.42857142857142855,0.6666666666666666,0.14285714285714285,0.2857142857142857,0.8571428571428571,,0.5099928571428571,,0.5099928571428571,0.125,0.2,,1.0,5.875,26.266666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2017,2017,True
1627678-203024-203026-203406-204322,1611661330,"Bria Holmes, Damiris Dantas, Tiffany Hayes, Layshia Clarendon, Elizabeth Williams","Holmes, Dantas, Hayes, Clarendon, Williams",1627678-203024-203026-203406-204322,ATL,5034.0,19,84.0,6.0,164.0,164.0,31.0,30.0,19.0,328.0,28.0,50.0,11.0,3.0,10.0,9.0,26.0,18.0,39.0,6.0,1.0,7.0,25.0,1.0,7.0,55.0,115.0,9.0,31.0,26.0,163.0,157.0,11.0,18.0,1.0,4.0,26.0,6.0,17.0,8.0,10.0,28.0,54.0,56.0,21.0,6.0,25.0,7.0,9.0,27.0,7.0,34.0,5.0,13.0,4.0,10.0,75.0,17.0,14.0,44.0,63.0,26.0,89.0,16.0,11.0,5.0,12.0,3.0,8.0,16.0,,1.0,28.0,2.0,18.0,3.0,49.0,2.0,1.0,8.0,37.0,5.0,2.0,38.0,3.0,14.0,5.0,9.0,4.0,,5.0,9.0,8.0,137.0,27.0,30.0,3.0,4.0,0.4909090909090909,0.5625,0.7777777777777778,0.2903225806451613,0.2903225806451613,0.4782608695652174,0.6111111111111112,0.35294117647058826,0.4691780821917808,0.5789473684210527,0.36,0.5,0.6190476190476191,0.45161290322580644,0.21232876712328766,0.0782608695652174,0.12,0.11538461538461539,0.42857142857142855,0.7586206896551724,0.288135593220339,0.6363636363636364,0.725,0.32098765432098764,0.42857142857142855,0.17647058823529413,0.23809523809523808,0.7,0.75,0.8571428571428571,0.625,0.6666666666666666,93.82598331346841,0.8888888888888888,14.536585365853659,16.158536585365855,14.048780487804878,15.347560975609756,0.3424657534246575,0.56,0.6363636363636364,0.4642857142857143,0.1780821917808219,0.34615384615384615,0.391304347826087,0.4444444444444444,0.2671232876712329,0.46153846153846156,0.46153846153846156,0.5555555555555556,0.0410958904109589,0.17123287671232876,0.28,0.2916666666666667,0.7142857142857143,0.5789473684210527,0.05263157894736842,0.4,0.3,0.04,0.28,0.5547945205479452,0.28,0.48137294520547946,0.5271399999999999,0.455156,0.08917197452229299,0.1111111111111111,0.15950920245398773,0.17177914110429449,9.07391304347826,23.9,0.18902439024390244,2.0,,1.0,,2.0,,2.0,9.0,5.0,4.0,2.0,3.0,,0.25,1.0,0.4090909090909091,0.3888888888888889,0.5,0.3333333333333333,0.3333333333333333,1.0,,,0.14285714285714285,8.0,14.0,4.0,1.0,,,,0.7272727272727273,,1.0,1.0,4.0,0.03225806451612903,0.04,0.056338028169014086,1.0,,,,,,,,,,,,,,,,,1611661330,2017,2017,True
101023-1627677-1628279-203024-203406,1611661330,"Sancho Lyttle, Imani McGee-Stafford, Brittney Sykes, Damiris Dantas, Layshia Clarendon","Lyttle, McGee-Stafford, Sykes, Dantas, Clarendon",101023-1627677-1628279-203024-203406,ATL,240.0,1,4.0,5.0,8.0,9.0,2.0,2.0,2.0,17.0,1.0,3.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,3.0,,,2.0,4.0,1.0,4.0,4.0,11.0,6.0,,1.0,,2.0,2.0,,,1.0,4.0,4.0,4.0,,,3.0,3.0,1.0,1.0,2.0,,2.0,,1.0,,1.0,4.0,1.0,1.0,2.0,3.0,2.0,5.0,2.0,2.0,,,,,,,,,,,,,,,,3.0,1.0,,4.0,,1.0,1.0,,,,,,,9.0,4.0,2.0,,1.0,1.0,1.0,,0.25,0.25,0.5,,,0.4375,,,0.55,0.5,0.6666666666666666,0.5,0.25,0.3333333333333333,,,0.6666666666666666,0.5,1.0,0.75,0.4,0.5,,,0.5,,1.0,1.0,,102.0,,14.5,13.777777777777779,14.25,12.11111111111111,0.375,0.3333333333333333,0.5,1.0,,,,,0.125,1.0,1.0,1.0,0.125,0.375,0.3333333333333333,0.3333333333333333,,1.0,,,,1.0,,0.875,0.3333333333333333,0.52640625,0.2515,0.5502,0.1111111111111111,0.2,0.18181818181818182,0.36363636363636365,5.575,23.45,0.25,,,,,,,,1.0,,,,,,,,0.3333333333333333,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2017,2017,True
101023-1627677-201477-201492-203026,1611661330,"Sancho Lyttle, Imani McGee-Stafford, Tamera Young, Matee Ajavon, Tiffany Hayes","Lyttle, McGee-Stafford, Young, Ajavon, Hayes",101023-1627677-201477-201492-203026,ATL,126.0,2,2.0,2.0,5.0,4.0,3.0,1.0,,9.0,,1.0,,,,,,,1.0,1.0,,,1.0,,1.0,,2.0,,2.0,2.0,2.0,,,,,,,,1.0,1.0,2.0,2.0,,,,,1.0,,,,,,,,,,,,,4.0,4.0,,4.0,,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,,,1.0,,,,,,,2.0,2.0,3.0,,1.0,,,,,,,,,,,,0.2,,0.3333333333333333,0.5,,,,,1.0,,,1.0,,,,,,1.0,1.0,,,102.85714285714285,,12.4,16.0,12.4,16.0,0.25,,,,,,,,0.25,,,,0.25,0.25,,,,,,,,,0.5,0.75,,0.475125,,0.396025,,,,1.0,9.45,23.25,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2017,2017,True
101023-1627677-201477-203026-203406,1611661330,"Sancho Lyttle, Imani McGee-Stafford, Tamera Young, Tiffany Hayes, Layshia Clarendon","Lyttle, McGee-Stafford, Young, Hayes, Clarendon",101023-1627677-201477-203026-203406,ATL,43.0,1,1.0,2.0,1.0,1.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,,2.0,,,,,,,,,,,,2.0,,,,,,,1.0,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,2.0,,,,,1.0,1.0,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,66.97674418604652,,15.0,28.0,15.0,27.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,0.7016,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2017,2017,True
101023-1627678-1627680-203026-204331,1611661330,"Sancho Lyttle, Bria Holmes, Rachel Hollivay, Tiffany Hayes, Brianna Kiesel","Lyttle, Holmes, Hollivay, Hayes, Kiesel",101023-1627678-1627680-203026-204331,ATL,34.0,1,1.0,-2.0,1.0,2.0,,,,3.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,0.5,,,,,,1.0,,,,127.05882352941177,1.0,12.0,11.0,12.0,10.5,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.4741,,,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2017,2017,True
