EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,BlockingFoulsDrawn,Loose Ball Fouls Drawn,LongMidRangePctBlocked,PtsUnassisted3s,Technical Free Throw Trips,PtsPutbacks,FTDefRebounds,3SecondViolations,DefFTReboundPct,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceArc3Frequency,Offensive Fouls Drawn,StepOutOfBoundsTurnovers,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,BlockedLongMidRange,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,Defensive 3 Seconds Violations,OffFTReboundPct,Blocked3s,BlockedArc3,BlockedCorner3,team_id,year,season,team_vs
200665-201516-202638-202664-203828,1611661329,"Cappie Pondexter, Allie Quigley, Jessica Breland, Courtney Vandersloot, Stefanie Dolson","Pondexter, Quigley, Breland, Vandersloot, Dolson",200665-201516-202638-202664-203828,CHI,3559.0,15,59.0,13.0,118.0,110.0,24.0,15.0,5.0,228.0,22.0,34.0,1.0,3.0,3.0,6.0,8.0,15.0,19.0,29.0,3.0,7.0,1.0,1.0,6.0,14.0,2.0,7.0,49.0,78.0,9.0,21.0,14.0,139.0,126.0,1.0,4.0,1.0,3.0,6.0,11.0,3.0,8.0,6.0,27.0,78.0,20.0,27.0,1.0,13.0,6.0,5.0,39.0,9.0,48.0,6.0,3.0,15.0,7.0,17.0,105.0,2.0,5.0,12.0,24.0,36.0,7.0,43.0,1.0,8.0,6.0,2.0,16.0,1.0,12.0,7.0,1.0,4.0,1.0,23.0,3.0,4.0,8.0,1.0,25.0,1.0,1.0,1.0,2.0,17.0,1.0,16.0,6.0,9.0,2.0,11.0,7.0,4.0,11.0,6.0,136.0,25.0,23.0,4.0,1.0,0.7959183673469388,0.7959183673469388,1.0,0.42857142857142855,0.375,0.45,0.6282051282051282,0.25,0.5454545454545454,0.6313131313131313,0.25,0.5526315789473685,0.6682692307692307,0.375,0.6428571428571429,0.21212121212121213,0.0641025641025641,0.11764705882352941,0.06666666666666667,0.6956521739130435,0.5106382978723404,0.1724137931034483,0.7058823529411765,0.18181818181818182,0.5625,0.175,0.25,0.14285714285714285,0.1,0.14285714285714285,0.25,0.5,0.4666666666666667,0.5714285714285714,0.6666666666666666,1.0,0.02857142857142857,92.25063220005619,0.5454545454545454,13.635593220338983,17.727272727272727,13.44915254237288,16.30909090909091,0.3434343434343434,0.6470588235294118,0.7333333333333333,0.6818181818181818,0.15151515151515152,0.5333333333333333,0.5714285714285714,0.875,0.29292929292929293,0.6551724137931034,0.6551724137931034,0.8947368421052632,0.0707070707070707,0.42857142857142855,0.42857142857142855,1.0,0.1414141414141414,0.42857142857142855,0.42857142857142855,1.0,0.75,0.3333333333333333,1.0,0.3157894736842105,0.5,0.05263157894736842,1.0,0.3684210526315789,0.2857142857142857,0.5555555555555556,0.46153846153846156,0.47998316326530616,0.62035,0.427,0.08823529411764706,0.1111111111111111,0.02158273381294964,0.19424460431654678,9.496153846153847,24.69047619047619,0.2033898305084746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2017,2017,False
1627679-1627689-1628300-201516-203835,1611661329,"Adut Bulgak, Bashaara Graves, Makayla Epps, Allie Quigley, Jordan Hooper","Bulgak, Graves, Epps, Quigley, Hooper",1627679-1627689-1628300-201516-203835,CHI,82.0,1,1.0,-4.0,3.0,3.0,,,,6.0,,2.0,,,,,,,,1.0,,,,,,,,,,3.0,,,,,4.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,1.0,1.0,2.0,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,0.5,,1.0,1.0,0.3333333333333333,,,1.0,0.3333333333333333,0.5,,,,,1.0,,,,,,105.36585365853658,,16.0,11.333333333333334,16.0,11.333333333333334,0.6666666666666666,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,0.41286666666666666,,,,,,,7.533333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2017,2017,False
200665-201516-202664-203828-204323,1611661329,"Cappie Pondexter, Allie Quigley, Courtney Vandersloot, Stefanie Dolson, Cheyenne Parker","Pondexter, Quigley, Vandersloot, Dolson, Parker",200665-201516-202664-203828-204323,CHI,639.0,6,11.0,-1.0,19.0,20.0,,3.0,2.0,39.0,6.0,7.0,1.0,1.0,,,,1.0,1.0,4.0,,,,,3.0,4.0,,,7.0,12.0,3.0,4.0,2.0,25.0,26.0,1.0,2.0,,2.0,,,,,,,12.0,2.0,9.0,,4.0,3.0,,6.0,3.0,9.0,3.0,,5.0,,1.0,21.0,1.0,1.0,2.0,4.0,6.0,2.0,8.0,,1.0,1.0,,3.0,,1.0,1.0,,2.0,,4.0,,,2.0,,4.0,,,,1.0,3.0,,2.0,,1.0,,1.0,,1.0,1.0,,23.0,,,,,0.8571428571428571,0.8571428571428571,1.0,0.75,,0.75,0.5833333333333334,0.5,,0.71875,0.5,,0.7352941176470589,0.5,,0.25,,,,0.75,0.8,0.2,0.6666666666666666,1.0,0.75,0.3333333333333333,1.0,,,1.0,,0.5,1.0,1.0,0.6666666666666666,,,87.88732394366197,,16.57894736842105,16.2,16.05263157894737,15.95,0.4375,0.8571428571428571,0.8571428571428571,0.8333333333333334,0.0625,,,,0.25,0.25,0.25,1.0,,,,,0.25,0.75,0.75,1.0,0.5,1.0,1.0,,,,,,,0.6875,0.75,0.50225,0.5426,,0.058823529411764705,0.07692307692307693,0.08,,7.9750000000000005,23.625,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2017,2017,False
1627674-1627689-200665-202644-203835,1611661329,"Kahleah Copper, Bashaara Graves, Cappie Pondexter, Amber Harris, Jordan Hooper","Copper, Graves, Pondexter, Harris, Hooper",1627674-1627689-200665-202644-203835,CHI,46.0,2,1.0,-5.0,3.0,3.0,1.0,3.0,,6.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,187.82608695652172,,3.6666666666666665,11.666666666666666,3.6666666666666665,11.666666666666666,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.2897,,,,,,,21.7,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2017,2017,False
1627674-1627689-201516-202644-202664,1611661329,"Kahleah Copper, Bashaara Graves, Allie Quigley, Amber Harris, Courtney Vandersloot","Copper, Graves, Quigley, Harris, Vandersloot",1627674-1627689-201516-202644-202664,CHI,39.0,1,1.0,,1.0,2.0,,,,3.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,0.6666666666666666,,,,,,,1.0,1.0,,,,,110.76923076923076,1.0,17.0,11.0,17.0,4.5,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.3883,,,,,,,19.9,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2017,2017,False
1627674-1627689-201516-203828-203835,1611661329,"Kahleah Copper, Bashaara Graves, Allie Quigley, Stefanie Dolson, Jordan Hooper","Copper, Graves, Quigley, Dolson, Hooper",1627674-1627689-201516-203828-203835,CHI,6.0,1,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,240.0,,,6.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2017,2017,False
1627674-200665-202644-202664-203835,1611661329,"Kahleah Copper, Cappie Pondexter, Amber Harris, Courtney Vandersloot, Jordan Hooper","Copper, Pondexter, Harris, Vandersloot, Hooper",1627674-200665-202644-202664-203835,CHI,68.0,1,1.0,,3.0,3.0,3.0,,,6.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,2.0,2.0,,,,,1.0,1.0,,1.0,,2.0,2.0,,,,1.0,,,1.0,,1.0,,,1.0,,,2.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,2.0,2.0,3.0,,,1.0,1.0,,,,,1.0,,1.0,0.5,,0.5,0.5,,0.5,0.5,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,127.05882352941177,,7.666666666666667,15.0,7.666666666666667,15.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,0.5,,,,,,,0.5,1.0,,,0.5,,1.0,,0.601525,,0.601525,,,,1.0,1.7,23.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2017,2017,False
1627674-201477-201516-203828-204323,1611661329,"Kahleah Copper, Tamera Young, Allie Quigley, Stefanie Dolson, Cheyenne Parker","Copper, Young, Quigley, Dolson, Parker",1627674-201477-201516-203828-204323,CHI,465.0,3,8.0,7.0,13.0,12.0,3.0,5.0,3.0,25.0,2.0,3.0,,,,1.0,3.0,6.0,1.0,3.0,,,,,1.0,2.0,1.0,1.0,6.0,12.0,1.0,2.0,4.0,19.0,12.0,1.0,2.0,,2.0,,2.0,1.0,1.0,1.0,4.0,2.0,10.0,,,2.0,1.0,,1.0,,1.0,,,1.0,,,2.0,1.0,4.0,1.0,2.0,3.0,5.0,8.0,1.0,2.0,1.0,1.0,1.0,,,1.0,,1.0,,2.0,2.0,1.0,2.0,,4.0,,,1.0,,3.0,,4.0,1.0,2.0,,,,,,,17.0,4.0,3.0,,,0.16666666666666666,0.16666666666666666,,0.5,1.0,0.5,0.5,0.5,,0.5357142857142857,0.5,0.5,0.6,0.5,0.5,0.14285714285714285,,,,0.5,0.5,0.6666666666666666,0.5,1.0,0.5,0.7142857142857143,,0.6666666666666666,1.0,1.0,,,,1.0,0.5,,0.14285714285714285,77.41935483870968,,20.846153846153847,16.166666666666668,19.153846153846153,15.083333333333334,0.21428571428571427,0.6666666666666666,0.6666666666666666,0.5,0.42857142857142855,0.5,0.5,,0.21428571428571427,0.3333333333333333,0.3333333333333333,,,,,,0.14285714285714285,0.5,0.5,,,,,0.3333333333333333,,,,0.3333333333333333,1.0,0.35714285714285715,0.5,0.4222714285714286,0.4253,0.5034333333333333,0.13333333333333333,0.15384615384615385,0.10526315789473684,0.21052631578947367,9.416666666666666,24.0,0.23076923076923078,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2017,2017,False
1627674-201516-202638-203034-203828,1611661329,"Kahleah Copper, Allie Quigley, Jessica Breland, Keisha Hampton, Stefanie Dolson","Copper, Quigley, Breland, Hampton, Dolson",1627674-201516-202638-203034-203828,CHI,40.0,1,1.0,-4.0,2.0,3.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,1.0,,2.0,,,1.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,180.0,,7.5,8.333333333333334,7.5,8.333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2017,2017,False
1627674-201516-202638-203828-204323,1611661329,"Kahleah Copper, Allie Quigley, Jessica Breland, Stefanie Dolson, Cheyenne Parker","Copper, Quigley, Breland, Dolson, Parker",1627674-201516-202638-203828-204323,CHI,255.0,2,4.0,,6.0,6.0,,5.0,2.0,12.0,1.0,3.0,,1.0,,,1.0,1.0,1.0,4.0,,,,,,2.0,,1.0,3.0,8.0,,2.0,2.0,8.0,8.0,1.0,4.0,,2.0,,,,1.0,,,4.0,2.0,,1.0,1.0,,,2.0,,2.0,,,,1.0,1.0,4.0,1.0,4.0,2.0,,2.0,5.0,7.0,1.0,,,,1.0,,,,,1.0,,1.0,1.0,,1.0,,1.0,,,,,1.0,,2.0,,1.0,,1.0,1.0,,1.0,,6.0,,,,,0.6666666666666666,0.6666666666666666,,,,,0.375,0.25,,0.3,0.25,,0.36363636363636365,0.25,,0.2,,,,1.0,,0.8,0.6666666666666666,1.0,0.4,0.8333333333333334,1.0,,0.6666666666666666,1.0,,,,,1.0,0.5,0.16666666666666666,67.76470588235294,,24.0,18.5,16.333333333333332,18.5,0.3,0.3333333333333333,0.3333333333333333,,0.1,1.0,1.0,1.0,0.4,0.25,0.25,1.0,,,,,0.2,,,,0.25,,,,,,,1.0,,0.5,,0.41456111111111116,0.40586666666666665,,0.09090909090909091,0.1111111111111111,0.25,,10.2125,34.1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2017,2017,False
