EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceOffPoss,LongMidRangeFGM,LongMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,OffTwoPtRebounds,FTDefRebounds,OffRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyOffPoss,PenaltyDefPoss,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FtPoints,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsPutbacks,AtRimAssists,LongMidRangeAssists,SelfOReb,Loose Ball Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedLongMidRange,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,SelfORebPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,PenaltyArc3FGA,PenaltyFG3A,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,BlockedShortMidRange,RecoveredBlocks,OffThreePtReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,PenaltyArc3Frequency,SecondChanceFtPoints,FTOffRebounds,OffFTReboundPct,PtsUnassisted3s,LongMidRangePctBlocked,LostBallSteals,LostBallOutOfBoundsTurnovers,Offensive Fouls,team_id,year,season,team_vs
1627672-1628267-1628273-201907-203866,1611661321,"Aerial Powers, Saniya Chong, Kaela Davis, Courtney Paris, Kayla Thornton","Powers, Chong, Davis, Paris, Thornton",1627672-1628267-1628273-201907-203866,DAL,146.0,1,2.0,1.0,5,6.0,11,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,4.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.5,0.2,0.5,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,108.49315068493152,12.8,13.666666666666666,12.8,13.666666666666666,0.2,0.6,0.3333333333333333,0.5,1.0,0.2,1.0,1.0,1.0,0.4,1.0,0.40974000000000005,6.625,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2017,2017,True
1627672-1628267-202640-203017-203849,1611661321,"Aerial Powers, Saniya Chong, Karima Christmas-Kelly, Glory Johnson, Theresa Plaisance","Powers, Chong, Christmas-Kelly, Johnson, Plaisance",1627672-1628267-202640-203017-203849,DAL,181.0,1,3.0,2.0,6,7.0,13,,1.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,7.0,5.0,2.0,3.0,2.0,1.0,,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,4.0,5.0,5.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5833333333333334,0.5833333333333334,0.3333333333333333,,,,0.6666666666666666,0.3333333333333333,0.5,,,0.3333333333333333,103.42541436464089,10.833333333333334,16.571428571428573,10.166666666666666,15.142857142857142,,0.3333333333333333,0.5,0.5,1.0,0.3333333333333333,0.5,0.5,1.0,0.3333333333333333,0.5,0.4590083333333333,13.325,23.7,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.5,0.5,0.421,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2017,2017,True
1627672-201907-202640-203017-203400,1611661321,"Aerial Powers, Courtney Paris, Karima Christmas-Kelly, Glory Johnson, Skylar Diggins-Smith","Powers, Paris, Christmas-Kelly, Johnson, Diggins-Smith",1627672-201907-202640-203017-203400,DAL,439.0,1,7.0,1.0,12,12.0,24,3.0,2.0,4.0,1.0,1.0,7.0,10.0,1.0,1.0,22.0,21.0,8.0,3.0,1.0,1.0,,4.0,1.0,5.0,1.0,1.0,11.0,1.0,,1.0,3.0,15.0,0.5714285714285714,0.6666666666666666,1.0,1.0,1.0,0.7,0.7727272727272727,0.8076923076923077,0.09090909090909091,,,,,0.5,0.1111111111111111,,,0.5,78.7243735763098,15.75,20.833333333333332,14.166666666666666,17.583333333333332,0.2727272727272727,0.36363636363636365,0.5,0.5,0.5,0.09090909090909091,1.0,1.0,1.0,0.36363636363636365,1.0,0.45135909090909093,8.129999999999999,24.0,3.0,3.0,3.0,2.0,2.0,7.0,6.0,2.0,,2.0,,,,,,3.0,4.0,4.0,,2.0,1.0,2.0,1.0,1.1666666666666667,1.1666666666666667,,,0.6666666666666666,0.6666666666666666,,,0.2727272727272727,1.0,1.0,0.515425,0.3181818181818182,6.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,4.0,2.0,8.0,2.0,1.0,2.0,2.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,8.0,6.0,1.0,1.0,1.0,0.75,0.75,0.7,1.0,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,0.25,1.0,0.45495,0.16666666666666666,0.18181818181818182,0.36363636363636365,0.5,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2017,2017,True
1627672-202640-203017-203400-203849,1611661321,"Aerial Powers, Karima Christmas-Kelly, Glory Johnson, Skylar Diggins-Smith, Theresa Plaisance","Powers, Christmas-Kelly, Johnson, Diggins-Smith, Plaisance",1627672-202640-203017-203400-203849,DAL,668.0,1,11.0,-18.0,22,22.0,44,10.0,1.0,7.0,,6.0,5.0,21.0,,6.0,10.0,28.0,2.0,,6.0,,2.0,1.0,,1.0,,1.0,2.0,2.0,7.0,9.0,20.0,2.0,0.2,0.5,,,,0.23809523809523808,0.18518518518518517,0.18518518518518517,0.2222222222222222,0.09523809523809523,0.1,0.14285714285714285,0.7777777777777778,1.0,0.8181818181818182,0.6666666666666666,1.0,1.0,94.8502994011976,20.545454545454547,9.818181818181818,18.59090909090909,9.454545454545455,0.37037037037037035,0.25925925925925924,0.14285714285714285,0.16666666666666666,1.0,0.2222222222222222,,,,0.5925925925925926,,0.4261074074074074,7.733333333333333,24.45,6.0,1.0,4.0,4.0,6.0,8.0,8.0,9.0,,11.0,,,3.0,2.0,5.0,4.0,6.0,4.0,1.0,2.0,1.0,2.0,0.6666666666666666,0.5,0.5,0.6,,0.5625,0.5,1.0,0.75,0.14814814814814814,0.25,0.25,0.4754285714285714,0.8,4.0,10.0,3.0,3.0,5.0,,,,2.0,,,2.0,,2.0,,,6.0,,,1.0,2.0,,,,,,,,4.0,1.0,,,,,,0.5714285714285714,0.3333333333333333,0.05,0.3,0.3333333333333333,,,0.625,0.6,0.25,,,,,0.409,,,,0.18181818181818182,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,,,,,,,,,1611661321,2017,2017,True
1628273-1628277-201907-203400-203866,1611661321,"Kaela Davis, Allisha Gray, Courtney Paris, Skylar Diggins-Smith, Kayla Thornton","Davis, Gray, Paris, Diggins-Smith, Thornton",1628273-1628277-201907-203400-203866,DAL,45.0,1,1.0,-2.0,2,1.0,3,1.0,,1.0,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,19.5,6.0,19.5,6.0,0.5,0.5,,,,,,,,0.5,,0.4768,7.6,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2017,2017,True
1628277-201907-202640-203017-203400,1611661321,"Allisha Gray, Courtney Paris, Karima Christmas-Kelly, Glory Johnson, Skylar Diggins-Smith","Gray, Paris, Christmas-Kelly, Johnson, Diggins-Smith",1628277-201907-202640-203017-203400,DAL,162.0,1,3.0,2.0,5,5.0,10,2.0,,,,1.0,2.0,3.0,,1.0,6.0,4.0,,,1.0,,,,,,,,,2.0,1.0,3.0,4.0,4.0,,,,,,0.6666666666666666,0.5,0.5,0.25,,,,1.0,0.5,0.6,1.0,,0.5,88.88888888888889,14.0,18.4,13.2,15.2,0.5,,,,,0.25,,,,0.75,,0.538025,7.333333333333333,24.8,1.0,,1.0,,,2.0,4.0,,,1.0,,,,,,1.0,3.0,3.0,,,,,,,1.0,,,,,,,0.25,,,,0.3333333333333333,2.0,1.0,2.0,,,,,,,2.0,,,,1.0,2.0,2.0,,,,,1.0,4.0,,,,2.0,,2.0,2.0,1.0,2.0,,,,0.3333333333333333,,,,1.0,1.0,,,,,,,,,,0.3533,,,0.3333333333333333,0.4,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,,1611661321,2017,2017,True
1628277-201907-203017-203400-203866,1611661321,"Allisha Gray, Courtney Paris, Glory Johnson, Skylar Diggins-Smith, Kayla Thornton","Gray, Paris, Johnson, Diggins-Smith, Thornton",1628277-201907-203017-203400-203866,DAL,166.0,1,3.0,8.0,5,4.0,9,2.0,1.0,2.0,1.0,1.0,3.0,5.0,1.0,1.0,11.0,3.0,,,1.0,1.0,1.0,,,,,,,1.0,,1.0,3.0,7.0,,,,1.0,1.0,0.6,0.75,0.7857142857142857,0.16666666666666666,0.2,,,,0.5,0.5,,,0.5,78.07228915662651,18.0,19.0,16.8,19.0,0.3333333333333333,0.3333333333333333,0.5,0.5,,0.16666666666666666,1.0,1.0,,0.5,1.0,0.49626666666666663,8.4,25.2,2.0,,1.0,2.0,2.0,4.0,6.0,2.0,,2.0,,,,,,1.0,2.0,3.0,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,0.16666666666666666,,,0.63255,0.36363636363636365,2.0,,2.0,2.0,2.0,1.0,1.0,,,2.0,,,1.0,2.0,1.0,3.0,,,,,,3.0,1.0,,1.0,1.0,,3.0,2.0,,1.0,,0.5,0.5,0.5,,1.0,,1.0,1.0,,,1.0,1.0,,,,0.5,1.0,0.50055,0.16666666666666666,0.2,0.2727272727272727,0.4,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,1611661321,2017,2017,True
1628277-202640-203017-203400-203849,1611661321,"Allisha Gray, Karima Christmas-Kelly, Glory Johnson, Skylar Diggins-Smith, Theresa Plaisance","Gray, Christmas-Kelly, Johnson, Diggins-Smith, Plaisance",1628277-202640-203017-203400-203849,DAL,593.0,1,10.0,16.0,22,22.0,44,4.0,1.0,4.0,2.0,6.0,5.0,11.0,2.0,6.0,25.0,9.0,4.0,6.0,6.0,2.0,1.0,2.0,2.0,4.0,2.0,,10.0,5.0,10.0,15.0,19.0,23.0,0.4,0.4,1.0,0.3333333333333333,0.3333333333333333,0.45454545454545453,0.47058823529411764,0.5434782608695652,0.35294117647058826,0.09090909090909091,,0.25,0.8333333333333334,1.0,0.8823529411764706,0.75,1.0,1.0,106.84654300168634,12.272727272727273,14.681818181818182,11.590909090909092,14.272727272727273,0.23529411764705882,0.23529411764705882,0.25,0.3333333333333333,,0.35294117647058826,0.3333333333333333,0.3333333333333333,1.0,0.5882352941176471,0.3333333333333333,0.4805176470588235,9.636363636363637,24.55,3.0,2.0,3.0,1.0,2.0,2.0,6.0,2.0,,4.0,2.0,,2.0,1.0,4.0,,5.0,6.0,,3.0,2.0,3.0,0.5,0.3333333333333333,0.3333333333333333,0.5,,0.3333333333333333,0.4,,0.75,0.17647058823529413,0.6666666666666666,0.6666666666666666,0.419,0.08,4.0,6.0,2.0,,1.0,,,,1.0,9.0,,1.0,,,7.0,7.0,,1.0,1.0,,,12.0,,,2.0,4.0,,1.0,1.0,,1.0,,,,0.875,,0.6666666666666666,,0.5,0.5,0.5,0.5,0.3333333333333333,,0.3333333333333333,,,,,,0.10526315789473684,0.15384615384615385,0.28,0.18181818181818182,,,2.0,,2.0,1.0,,1.0,,1.0,3.0,0.5,0.5,1.0,,,,,,,2.0,1.0,1.0,1611661321,2017,2017,True
202640-203017-203400-203849-203866,1611661321,"Karima Christmas-Kelly, Glory Johnson, Skylar Diggins-Smith, Theresa Plaisance, Kayla Thornton","Christmas-Kelly, Johnson, Diggins-Smith, Plaisance, Thornton",202640-203017-203400-203849-203866,DAL,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2017,2017,True
