EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,PenaltyOffPoss,TotalPoss,FtPoints,Points,PenaltyFtPoints,PenaltyPoints,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,TsPct,PenaltyTsPct,Pace,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,DefPoss,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,SecondChanceOffPoss,Technical Free Throw Trips,Minutes,PenaltyDefPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,OpponentPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyCorner3FGM,Fg3aBlocked,FTDefRebounds,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Offensive Fouls,Transition Take Fouls,Transition Take Fouls Drawn,NonShootingPenaltyNonTakeFouls,FG3APctBlocked,Corner3PctBlocked,DefFTReboundPct,OffCorner3ReboundPct,PenaltyCorner3Accuracy,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,SecondChanceFg2Pct,SecondChanceAtRimAccuracy,LongMidRangePctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimPctAssisted,Charge Fouls,3SecondViolations,Arc3PctBlocked,HeaveAttempts,Charge Fouls Drawn,Clear Path Fouls,BlockedLongMidRange,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
1627701-1628909-1628929-1631019-1641658,1611661325,"Temi Fagbenle, Kelsey Mitchell, Kristy Wallace, NaLyssa Smith, Grace Berger","Fagbenle, Mitchell, Wallace, Smith, Berger",1627701-1628909-1628929-1631019-1641658,IND,8.0,1,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,180.0,8.0,8.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2024,2024,True
1627701-1628929-1641648-1641658-204365,1611661325,"Temi Fagbenle, Kristy Wallace, Aliyah Boston, Grace Berger, Erica Wheeler","Fagbenle, Wallace, Boston, Berger, Wheeler",1627701-1628929-1641648-1641658-204365,IND,22.0,1,1.0,,,1.0,1.0,1.0,,,1.0,2.0,1.0,1.0,,,0.5,,65.45454545454545,,,1.0,1.0,,,1.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2024,2024,True
1627701-1631019-1641658-1642286-204365,1611661325,"Temi Fagbenle, NaLyssa Smith, Grace Berger, Caitlin Clark, Erica Wheeler","Fagbenle, Smith, Berger, Clark, Wheeler",1627701-1631019-1641658-1642286-204365,IND,4.0,1,,1.0,1.0,1.0,,,,,,,,,,1.0,,,360.0,2.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2024,2024,True
1628909-1628929-1631019-1641648-1641658,1611661325,"Kelsey Mitchell, Kristy Wallace, NaLyssa Smith, Aliyah Boston, Grace Berger","Mitchell, Wallace, Smith, Boston, Berger",1628909-1628929-1631019-1641648-1641658,IND,13.0,1,1.0,,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2024,2024,True
1627701-1628909-1628929-1631019-1642286,1611661325,"Temi Fagbenle, Kelsey Mitchell, Kristy Wallace, NaLyssa Smith, Caitlin Clark","Fagbenle, Mitchell, Wallace, Smith, Clark",1627701-1628909-1628929-1631019-1642286,IND,1584.0,7,8.0,49.0,14.0,100.0,11.0,56.0,5.0,20.0,15.0,16.0,8.0,46.0,20.0,14.0,0.5833333333333334,0.7692307692307693,90.90909090909092,15.040816326530612,14.020408163265307,0.1702127659574468,0.23529411764705882,0.35714285714285715,0.2857142857142857,51.0,16.607843137254903,14.72549019607843,8.0,,26.0,14.0,7.0,11.0,1.0,2.0,3.0,6.0,10.0,2.0,7.0,1.0,3.0,1.0,1.0,1.0,4.0,10.0,2.0,4.0,3.0,4.0,15.0,28.0,5.0,13.0,48.0,1.0,3.0,5.0,1.0,10.0,3.0,5.0,3.0,5.0,16.0,14.0,9.0,6.0,10.0,4.0,2.0,8.0,3.0,11.0,2.0,1.0,5.0,2.0,1.0,25.0,3.0,5.0,1.0,9.0,9.0,18.0,9.0,27.0,1.0,8.0,6.0,2.0,4.0,2.0,2.0,5.0,2.0,1.0,9.0,1.0,2.0,4.0,10.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,0.5333333333333333,0.5333333333333333,0.6,0.38461538461538464,0.6,0.6,0.38461538461538464,0.5357142857142857,0.6,0.5487804878048781,0.75,0.75,0.7142857142857143,0.3170731707317073,0.07142857142857142,0.09090909090909091,0.1,0.4444444444444444,0.5,0.5,0.38461538461538464,0.6923076923076923,0.42857142857142855,0.5806451612903226,0.4,0.75,0.25,0.2,0.5,0.2857142857142857,0.5714285714285714,0.75,0.7777777777777778,0.5,0.05555555555555555,1.0,0.2682926829268293,0.6363636363636364,0.7,0.7142857142857143,0.24390243902439024,0.6,0.6666666666666666,0.3333333333333333,0.17073170731707318,0.2857142857142857,0.2857142857142857,0.5,0.07317073170731707,0.3333333333333333,0.3333333333333333,1.0,0.24390243902439024,0.4,0.4,0.5,0.16666666666666666,0.16666666666666666,1.0,1.0,0.6666666666666666,0.5,0.5,0.3,0.6666666666666666,0.1,0.4,0.75,0.5853658536585366,0.4,0.48391463414634145,0.48208333333333336,0.49227499999999996,0.17857142857142858,8.05,25.246153846153845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2024,2024,True
1627701-1628909-1628929-1641648-1642286,1611661325,"Temi Fagbenle, Kelsey Mitchell, Kristy Wallace, Aliyah Boston, Caitlin Clark","Fagbenle, Mitchell, Wallace, Boston, Clark",1627701-1628909-1628929-1641648-1642286,IND,2430.0,6,-10.0,81.0,20.0,164.0,12.0,83.0,4.0,26.0,18.0,15.0,5.0,83.0,24.0,19.0,0.6287878787878788,0.7647058823529411,97.18518518518519,15.185185185185185,15.061728395061728,0.07936507936507936,0.14285714285714285,0.3132530120481928,0.24691358024691357,83.0,14.457831325301205,13.939759036144578,1.0,1.0,40.0,21.0,4.0,7.0,,2.0,4.0,5.0,13.0,4.0,11.0,7.0,10.0,,,1.0,8.0,18.0,,1.0,3.0,5.0,13.0,31.0,15.0,28.0,93.0,,,1.0,,,5.0,9.0,4.0,6.0,18.0,8.0,42.0,3.0,18.0,8.0,2.0,9.0,14.0,23.0,8.0,6.0,3.0,3.0,3.0,60.0,3.0,1.0,,13.0,12.0,26.0,4.0,30.0,,7.0,4.0,3.0,13.0,,9.0,7.0,4.0,2.0,20.0,,5.0,6.0,19.0,1.0,2.0,1.0,1.0,3.0,4.0,,,,4.0,4.0,2.0,1.0,0.6923076923076923,0.6923076923076923,0.9333333333333333,0.5357142857142857,,0.6666666666666666,0.5357142857142857,0.41935483870967744,0.5555555555555556,0.6016949152542372,,0.7333333333333333,,0.4745762711864407,0.06451612903225806,0.14285714285714285,0.07692307692307693,0.65,,0.6,0.05555555555555555,0.7647058823529411,0.23076923076923078,0.6756756756756757,0.12903225806451613,0.3333333333333333,,,0.2,0.3333333333333333,0.6153846153846154,0.75,0.6923076923076923,1.0,,0.5,0.11864406779661017,0.5714285714285714,0.6666666666666666,0.75,0.22033898305084745,0.38461538461538464,0.4166666666666667,0.6,0.1864406779661017,0.36363636363636365,0.36363636363636365,0.75,0.1694915254237288,0.7,0.7777777777777778,0.8571428571428571,0.3050847457627119,0.4444444444444444,0.4444444444444444,1.0,,,,,1.0,,,0.26666666666666666,0.5,0.06666666666666667,0.3333333333333333,0.6,0.5932203389830508,0.4444444444444444,0.4659508474576271,0.35025,0.5012766666666667,,9.874193548387098,25.160714285714285,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.03571428571428571,0.1,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,1611661325,2024,2024,True
1627701-1628929-1631019-1641658-204365,1611661325,"Temi Fagbenle, Kristy Wallace, NaLyssa Smith, Grace Berger, Erica Wheeler","Fagbenle, Wallace, Smith, Berger, Wheeler",1627701-1628929-1631019-1641658-204365,IND,218.0,1,4.0,5.0,1.0,11.0,2.0,6.0,,,2.0,4.0,2.0,4.0,,1.0,0.375,,72.66055045871559,23.4,23.0,0.25,0.2857142857142857,,0.2,6.0,16.833333333333332,16.833333333333332,1.0,,4.0,2.0,1.0,1.0,1.0,,,1.0,3.0,,1.0,,,,,,,1.0,,,,1.0,2.0,5.0,,1.0,2.0,1.0,,,,2.0,,1.0,,1.0,2.0,2.0,,,1.0,,,1.0,,1.0,,,,1.0,,2.0,,2.0,,2.0,1.0,4.0,2.0,6.0,2.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,0.5,1.0,,,,,,0.4,,0.3333333333333333,1.0,,0.5,0.16666666666666666,,,,,,1.0,0.6666666666666666,1.0,,1.0,0.5,,0.5,1.0,,,1.0,,1.0,,0.5,,0.16666666666666666,1.0,1.0,,0.5,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,,,,,,,,0.16666666666666666,,,,1.0,,,,,,,,,,0.5,,0.3333333333333333,,0.418625,0.7115,0.365125,0.3333333333333333,9.08,29.8,,,1.0,,,,,,,,,1.0,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,1611661325,2024,2024,True
1627701-1629478-1631019-1642286-204365,1611661325,"Temi Fagbenle, Katie Lou Samuelson, NaLyssa Smith, Caitlin Clark, Erica Wheeler","Fagbenle, Lou Samuelson, Smith, Clark, Wheeler",1627701-1629478-1631019-1642286-204365,IND,294.0,4,10.0,11.0,2.0,19.0,,14.0,,3.0,1.0,,,11.0,3.0,2.0,0.7,0.75,93.06122448979592,12.090909090909092,11.363636363636363,,,0.21428571428571427,0.18181818181818182,8.0,20.125,18.875,1.0,,5.0,,,,,,,,3.0,1.0,3.0,1.0,1.0,,,,3.0,3.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,4.0,4.0,,1.0,1.0,,3.0,,1.0,1.0,1.0,2.0,,12.0,,3.0,3.0,2.0,1.0,4.0,5.0,3.0,1.0,,,1.0,14.0,,1.0,,1.0,2.0,3.0,1.0,4.0,,2.0,2.0,,1.0,,1.0,1.0,,,2.0,,1.0,1.0,2.0,,,,,,2.0,,,,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,,0.7,1.5,0.75,1.5,0.4,0.3333333333333333,,0.3333333333333333,0.5,,0.6666666666666666,0.2,0.5,,0.6,0.2,,0.3333333333333333,,,,0.5,1.0,0.5,,,0.5,,,,,0.3,,,,0.3,0.3333333333333333,0.5,1.0,0.1,1.0,1.0,1.0,0.3,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,0.5,1.0,0.4,1.0,0.45172,0.4911,0.431125,0.21428571428571427,13.133333333333333,24.5,,,,,,1.0,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,1611661325,2024,2024,True
1627701-1628909-1631019-1641658-1642286,1611661325,"Temi Fagbenle, Kelsey Mitchell, NaLyssa Smith, Grace Berger, Caitlin Clark","Fagbenle, Mitchell, Smith, Berger, Clark",1627701-1628909-1631019-1641658-1642286,IND,188.0,1,-2.0,7.0,3.0,14.0,1.0,5.0,,,1.0,1.0,1.0,3.0,,3.0,0.4166666666666667,,107.23404255319149,14.428571428571429,14.428571428571429,0.16666666666666666,0.25,,0.42857142857142855,7.0,12.428571428571429,12.428571428571429,1.0,,3.0,4.0,2.0,3.0,1.0,,,,1.0,,,,1.0,,,,,1.0,,,,1.0,2.0,4.0,,2.0,7.0,1.0,,,,2.0,,1.0,,1.0,2.0,2.0,,,1.0,,,1.0,,1.0,,,1.0,,,2.0,,1.0,,1.0,1.0,2.0,1.0,3.0,,1.0,1.0,,,2.0,,2.0,,,2.0,,1.0,,2.0,,,,1.0,,,,,,,,,,0.5,1.0,,,,,,0.5,,0.3333333333333333,1.0,,1.0,0.3333333333333333,,,,,,1.0,0.5,1.0,,1.0,0.25,1.0,,,,1.0,,,1.0,,,,0.5,0.6666666666666666,0.6666666666666666,0.5,0.16666666666666666,,,,,,,,0.16666666666666666,,,,0.16666666666666666,,,,1.0,,,,,,,,,,0.5,,0.8333333333333334,,0.5976,0.6393,0.40255,0.4,2.65,25.0,,,,,,,,,2.0,,,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,1611661325,2024,2024,True
1627701-1628909-1641648-1641658-1642286,1611661325,"Temi Fagbenle, Kelsey Mitchell, Aliyah Boston, Grace Berger, Caitlin Clark","Fagbenle, Mitchell, Boston, Berger, Clark",1627701-1628909-1641648-1641658-1642286,IND,126.0,2,-2.0,4.0,2.0,8.0,,3.0,,,,,,3.0,,2.0,0.375,,91.42857142857143,13.75,13.0,,,,0.5,4.0,17.75,17.75,1.0,,2.0,1.0,,1.0,1.0,,1.0,,,,,,1.0,,,,1.0,2.0,,,,1.0,,1.0,1.0,3.0,5.0,1.0,,,,,,1.0,,1.0,,,3.0,,2.0,1.0,,,1.0,1.0,1.0,,,,,3.0,1.0,,,,2.0,2.0,1.0,3.0,,,,,1.0,,1.0,,,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,1.0,0.3333333333333333,,,0.3333333333333333,,,0.375,,,,0.75,,,,1.0,,1.0,,,0.5,1.0,0.3333333333333333,,,,1.0,1.0,1.0,,,,,,0.25,,,,,,,,,,,,0.25,,,,0.5,0.5,0.5,1.0,1.0,,,,,,,0.5,,,0.5,,1.0,0.5,0.631425,,0.6543,,0.3,25.099999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2024,2024,True
