EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,AtRimAssists,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,Steals,BadPassSteals,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyAtRimFrequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,PenaltyDefPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,SecondChanceTurnovers,2pt And 1 Free Throw Trips,Technical Free Throw Trips,Assisted3sPct,SecondChanceFg3Pct,PenaltyFg3Pct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,DeadBallTurnovers,Offensive Fouls,Offensive Fouls Drawn,FTDefRebounds,DefFTReboundPct,NonShootingPenaltyNonTakeFouls,DefCorner3ReboundPct,Charge Fouls,SecondChanceFtPoints,BlockedAtRim,Charge Fouls Drawn,OffAtRimReboundPct,LostBallSteals,PenaltyTurnovers,ThreePtShootingFoulsDrawn,BlockedLongMidRange,ThreePtShootingFoulsDrawnPct,PenaltyArc3FGM,PenaltyArc3FGA,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,LongMidRangePctBlocked,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimPctBlocked,HeaveAttempts,Blocked3s,BlockedArc3,Fg3aBlocked,FTOffRebounds,SelfOReb,StepOutOfBoundsTurnovers,Travels,Loose Ball Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,BlockedCorner3,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,Corner3PctBlocked,Transition Take Fouls,team_id,year,season,team_vs
1627675-1628508-1628899-1629483-1629524,1611661324,"Courtney Williams, Cecilia Zandalasini, Myisha Hines-Allen, Napheesa Collier, Bridget Carleton","Williams, Zandalasini, Hines-Allen, Collier, Carleton",1627675-1628508-1628899-1629483-1629524,MIN,120.0,1,2.0,-2.0,4.0,4.0,8.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,5.0,7.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.625,0.625,0.75,1.0,1.0,1.0,96.0,15.0,15.0,15.0,15.0,0.25,1.0,1.0,1.0,0.75,0.3333333333333333,0.3333333333333333,0.75,0.3333333333333333,0.4975375,16.5,24.766666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2024,2024,True
1627675-1628508-1628899-1629483-1629567,1611661324,"Courtney Williams, Cecilia Zandalasini, Myisha Hines-Allen, Napheesa Collier, Natisha Hiedeman","Williams, Zandalasini, Hines-Allen, Collier, Hiedeman",1627675-1628508-1628899-1629483-1629567,MIN,198.0,1,3.0,1.0,6.0,8.0,14.0,,,,2.0,2.0,4.0,,2.0,6.0,5.0,2.0,,2.0,,1.0,1.0,,2.0,,4.0,5.0,4.0,0.5,1.0,,,0.5,0.3333333333333333,0.42857142857142855,0.3333333333333333,,1.0,,101.81818181818183,12.0,15.75,11.833333333333334,15.75,,,,,0.3333333333333333,,,0.6666666666666666,,0.49338333333333334,4.525,25.3,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.5,1.0,0.5,0.25,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,0.3333333333333333,0.5,0.5,0.3333333333333333,0.3059,0.44993333333333335,0.14285714285714285,0.2,0.3333333333333333,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2024,2024,True
1627675-1628508-1628899-1629483-203825,1611661324,"Courtney Williams, Cecilia Zandalasini, Myisha Hines-Allen, Napheesa Collier, Kayla McBride","Williams, Zandalasini, Hines-Allen, Collier, McBride",1627675-1628508-1628899-1629483-203825,MIN,464.0,4,8.0,7.0,13.0,13.0,26.0,,3.0,2.0,7.0,5.0,10.0,4.0,10.0,24.0,17.0,6.0,,7.0,2.0,3.0,7.0,,18.0,,2.0,8.0,16.0,0.6,0.75,0.4,0.4,0.5,0.55,0.575,0.5,,0.4,,80.6896551724138,20.53846153846154,15.153846153846153,17.076923076923077,14.846153846153847,0.15,,,,0.35,0.2857142857142857,0.2857142857142857,0.65,0.2857142857142857,0.4952775,8.03,24.880000000000003,1.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,1.0,2.0,8.0,1.0,1.0,,5.0,4.0,2.0,2.0,1.0,2.0,6.0,2.0,2.0,2.0,2.0,6.0,4.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,0.5,1.0,0.6666666666666666,1.25,0.6666666666666666,1.25,0.5,0.2,0.5454545454545454,,1.0,0.5,,1.0,0.15,1.0,1.0,0.6666666666666666,0.2,0.5,0.6666666666666666,0.5,0.373125,0.609525,0.15,0.3,0.3333333333333333,0.20833333333333334,0.07692307692307693,3.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,12.0,1.0,4.0,2.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.5,1.0,0.1,0.25,1.0,0.8333333333333334,0.3333333333333333,0.8,1.0,0.5,0.15,0.6666666666666666,0.6666666666666666,1.0,1.0,0.16666666666666666,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,0.5,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2024,2024,True
1627675-1628508-1628899-1629501-1629524,1611661324,"Courtney Williams, Cecilia Zandalasini, Myisha Hines-Allen, Alanna Smith, Bridget Carleton","Williams, Zandalasini, Hines-Allen, Smith, Carleton",1627675-1628508-1628899-1629501-1629524,MIN,134.0,2,2.0,3.0,4.0,4.0,8.0,,1.0,,,1.0,3.0,,,3.0,,2.0,,,,1.0,1.0,,2.0,3.0,3.0,3.0,3.0,1.0,1.0,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,1.0,1.0,1.0,85.97014925373134,18.75,14.75,18.75,14.75,0.3333333333333333,,,,,,,0.3333333333333333,,0.4317,9.0,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,,,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2024,2024,True
1627675-1628508-1628899-1629501-203825,1611661324,"Courtney Williams, Cecilia Zandalasini, Myisha Hines-Allen, Alanna Smith, Kayla McBride","Williams, Zandalasini, Hines-Allen, Smith, McBride",1627675-1628508-1628899-1629501-203825,MIN,50.0,1,1.0,3.0,1.0,2.0,3.0,,,1.0,1.0,,,1.0,1.0,3.0,,,3.0,1.0,1.0,,,,,,1.0,1.0,3.0,,,1.0,1.0,,1.5,1.5,1.0,,1.0,,86.39999999999999,17.0,16.5,17.0,10.5,,,,,1.0,1.0,1.0,1.0,1.0,0.5595,,24.7,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2024,2024,True
1627675-1628508-1629483-1629501-1629524,1611661324,"Courtney Williams, Cecilia Zandalasini, Napheesa Collier, Alanna Smith, Bridget Carleton","Williams, Zandalasini, Collier, Smith, Carleton",1627675-1628508-1629483-1629501-1629524,MIN,119.0,1,2.0,-2.0,4.0,5.0,9.0,,,,1.0,1.0,1.0,1.0,2.0,5.0,7.0,2.0,,1.0,,1.0,2.0,,5.0,,1.0,1.0,5.0,1.0,1.0,0.5,0.5,1.0,0.8333333333333334,0.8333333333333334,0.6666666666666666,,,,108.90756302521008,12.75,13.6,12.75,13.0,,,,,0.3333333333333333,,,1.0,,0.6737833333333333,0.6,23.45,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,3.0,,1.0,,1.0,,,1.0,1.0,1.0,,,,1.0,,,,,1.0,,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2024,2024,True
1627675-1628508-1629483-1629501-203825,1611661324,"Courtney Williams, Cecilia Zandalasini, Napheesa Collier, Alanna Smith, Kayla McBride","Williams, Zandalasini, Collier, Smith, McBride",1627675-1628508-1629483-1629501-203825,MIN,436.0,4,7.0,2.0,15.0,16.0,31.0,,1.0,1.0,2.0,4.0,9.0,1.0,4.0,15.0,13.0,4.0,,2.0,1.0,2.0,3.0,,7.0,4.0,8.0,10.0,13.0,0.5,0.6666666666666666,0.25,0.25,0.4444444444444444,0.4230769230769231,0.5,0.3076923076923077,1.0,0.7,1.0,102.38532110091744,13.533333333333333,14.5625,13.4,12.8125,0.07692307692307693,,,,0.15384615384615385,0.5,0.5,0.6923076923076923,0.5,0.5338769230769231,6.1,24.325,3.0,2.0,2.0,5.0,2.0,2.0,3.0,4.0,1.0,2.0,2.0,1.0,2.0,,2.0,4.0,2.0,2.0,1.0,3.0,2.0,,,2.0,4.0,3.0,4.0,2.0,,,,,2.0,3.0,0.5,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.2,0.25,,,1.0,,,0.38461538461538464,0.4,0.4,1.0,0.23076923076923078,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3885,0.60975,0.13333333333333333,0.18181818181818182,0.13333333333333333,0.13333333333333333,0.2,4.0,,1.0,1.0,,2.0,,,,1.0,,,,,,1.0,3.0,,1.0,1.0,,,1.0,2.0,2.0,2.0,,,,1.0,,,,,1.0,0.3333333333333333,1.0,1.0,,,0.15384615384615385,,,,1.0,0.5,,,,,,,,0.5,0.3333333333333333,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2024,2024,True
1627675-1628508-1629483-1629524-1641657,1611661324,"Courtney Williams, Cecilia Zandalasini, Napheesa Collier, Bridget Carleton, Dorka Juhász","Williams, Zandalasini, Collier, Carleton, Juhász",1627675-1628508-1629483-1629524-1641657,MIN,146.0,1,2.0,1.0,4.0,4.0,8.0,,,,1.0,1.0,2.0,,1.0,2.0,1.0,,,1.0,,,,,,2.0,4.0,4.0,2.0,,,,,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,78.9041095890411,16.0,20.5,16.0,20.5,,,,,0.3333333333333333,,,1.0,,0.6325666666666666,1.65,27.3,,,1.0,2.0,,,,,,,,,,,,2.0,,,,2.0,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,,0.6666666666666666,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2024,2024,True
1627675-1628508-1629483-1629524-203825,1611661324,"Courtney Williams, Cecilia Zandalasini, Napheesa Collier, Bridget Carleton, Kayla McBride","Williams, Zandalasini, Collier, Carleton, McBride",1627675-1628508-1629483-1629524-203825,MIN,146.0,1,2.0,4.0,4.0,4.0,8.0,,,2.0,2.0,1.0,1.0,2.0,2.0,8.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,,5.0,,2.0,2.0,8.0,1.0,1.0,1.0,1.0,1.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,,1.0,,78.9041095890411,14.25,22.25,14.25,22.25,,,,,0.6666666666666666,1.0,1.0,1.0,1.0,0.56085,1.6,23.7,,,1.0,1.0,,,,,,,,,,,,,,1.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,3.0,,1.0,1.0,,,,,,1.0,,,,0.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2024,2024,True
1627675-1628508-1629483-1641657-203825,1611661324,"Courtney Williams, Cecilia Zandalasini, Napheesa Collier, Dorka Juhász, Kayla McBride","Williams, Zandalasini, Collier, Juhász, McBride",1627675-1628508-1629483-1641657-203825,MIN,160.0,2,3.0,5.0,4.0,4.0,8.0,,,,,2.0,2.0,,1.0,8.0,3.0,2.0,,,,1.0,1.0,,2.0,,3.0,4.0,6.0,0.5,0.5,,,1.0,0.6666666666666666,0.8,0.3333333333333333,,0.75,,72.0,14.0,26.0,14.0,21.5,,,,,,,,1.0,,0.5769833333333333,2.45,22.8,,1.0,2.0,2.0,,,,4.0,,,2.0,,,,,2.0,,1.0,,3.0,1.0,,,,,2.0,4.0,2.0,1.0,,1.0,1.0,,,,,,,1.0,,0.75,,1.0,,1.0,1.0,,1.0,0.6666666666666666,1.0,1.0,0.5,,,,,,,0.4,0.5,0.25,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2024,2024,True
