EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3M,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,ThreePtAssists,Corner3Assists,LongMidRangeAssists,OffTwoPtRebounds,OffRebounds,SelfOReb,Blocked3s,BlockedCorner3,BlockedShortMidRange,RecoveredBlocks,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChancePointsPct,Arc3Assists,FTDefRebounds,Offensive Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,DefCorner3ReboundPct,Arc3PctAssisted,OffThreePtRebounds,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,FTOffRebounds,LostBallSteals,BadPassTurnovers,Travels,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Transition Take Fouls Drawn,BlockedLongMidRange,3SecondViolations,SecondChanceFg3Pct,OffFTReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LongMidRangePctBlocked,Charge Fouls,Technical Free Throw Trips,BlockedArc3,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Transition Take Fouls,HeaveAttempts,Corner3PctBlocked,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
1627668-1629477-1629568-202664-204335,1611661313,"Breanna Stewart, Sabrina Ionescu, Kennedy Burke, Courtney Vandersloot, Betnijah Laney-Hamilton","Stewart, Ionescu, Burke, Vandersloot, Laney-Hamilton",1627668-1629477-1629568-202664-204335,NYL,155.0,3,3.0,4.0,9.0,7.0,4.0,1.0,16,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,5.0,9.0,5.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,5.0,1.0,3.0,1.0,1.0,1.0,9.0,3.0,4.0,1.0,1.0,0.6666666666666666,0.5,0.4,0.3333333333333333,0.6428571428571429,0.5,0.4,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,148.64516129032256,7.777777777777778,12.142857142857142,6.666666666666667,10.285714285714286,0.4,0.5,0.5,1.0,0.2,1.0,1.0,1.0,0.4,1.0,0.3333333333333333,0.3333333333333333,0.8,0.53667,0.53955,0.5529499999999999,0.42857142857142855,0.6,0.3333333333333333,3.733333333333333,24.8,0.4444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2024,2024,True
1629477-1629568-1631055-1641602-203866,1611661313,"Sabrina Ionescu, Kennedy Burke, Nyara Sabally, Ivana Dojkic, Kayla Thornton","Ionescu, Burke, Sabally, Dojkic, Thornton",1629477-1629568-1631055-1641602-203866,NYL,505.0,4,8.0,11.0,17.0,17.0,4.0,2.0,34,4.0,7.0,1.0,,2.0,4.0,,1.0,5.0,10.0,6.0,3.0,25.0,14.0,,1.0,2.0,2.0,1.0,9.0,8.0,4.0,4.0,6.0,3.0,,14.0,6.0,4.0,10.0,12.0,,,1.0,,,1.0,1.0,,1.0,1.0,4.0,4.0,2.0,3.0,2.0,,3.0,23.0,9.0,4.0,0.8,1.0,0.5,0.5,0.6875,1.0,0.7352941176470589,1.125,0.375,1.0,1.0,0.6666666666666666,0.7692307692307693,1.0,1.0,0.75,96.95049504950495,15.117647058823529,14.588235294117647,14.588235294117647,14.058823529411764,0.4375,0.5714285714285714,0.6666666666666666,0.75,0.125,,,,0.25,,0.25,0.25,0.8125,0.518771875,0.5672,0.4846625,0.17647058823529413,0.2727272727272727,0.36,4.83,24.583333333333332,0.23529411764705882,8.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,6.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0.5,0.6666666666666666,1.0,0.6666666666666666,0.5,0.5,0.5,0.16666666666666666,0.2,0.14285714285714285,0.5,0.25,0.4,0.2857142857142857,0.3333333333333333,0.5,0.25,0.6666666666666666,0.0625,1.0,1.0,1.0,0.125,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.5,1.0,0.25,1.0,1.0,0.5,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2024,2024,True
1627668-1627673-1629477-1641602-204335,1611661313,"Breanna Stewart, Jonquel Jones, Sabrina Ionescu, Ivana Dojkic, Betnijah Laney-Hamilton","Stewart, Jones, Ionescu, Dojkic, Laney-Hamilton",1627668-1627673-1629477-1641602-204335,NYL,608.0,4,10.0,-6.0,19.0,21.0,9.0,,40,3.0,3.0,1.0,1.0,4.0,5.0,,1.0,5.0,8.0,8.0,2.0,18.0,24.0,,1.0,3.0,3.0,1.0,6.0,8.0,5.0,4.0,6.0,3.0,,14.0,5.0,1.0,7.0,7.0,1.0,1.0,2.0,,,2.0,2.0,2.0,3.0,10.0,5.0,3.0,1.0,1.0,,,,18.0,6.0,9.0,0.8,0.8,0.625,0.3333333333333333,0.5,0.4166666666666667,0.5294117647058824,0.42857142857142855,0.5,1.0,1.0,0.625,0.6666666666666666,,1.0,0.5,94.73684210526316,15.473684210526315,14.952380952380953,15.473684210526315,14.19047619047619,0.1875,1.0,1.0,1.0,0.25,0.25,0.25,,0.3125,,0.16666666666666666,0.16666666666666666,0.6875,0.4756125,,0.46775000000000005,0.0625,0.125,0.3333333333333333,7.2625,24.7625,0.47368421052631576,13.0,,,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,,2.0,,,,1.0,2.0,6.0,,,1.0,,,2.0,1.0,1.0,,,,,,,,1.0,0.25,0.3333333333333333,0.25,,,,,,,,,,,,,,,0.0625,1.0,1.0,1.0,0.1875,0.3333333333333333,0.3333333333333333,1.0,0.2,0.2,,,1.0,0.3333333333333333,0.5,,0.2,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2024,2024,True
1627668-1629477-1629568-1631055-203866,1611661313,"Breanna Stewart, Sabrina Ionescu, Kennedy Burke, Nyara Sabally, Kayla Thornton","Stewart, Ionescu, Burke, Sabally, Thornton",1627668-1629477-1629568-1631055-203866,NYL,71.0,1,1.0,5.0,2.0,3.0,,,5,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,5.0,,,,,,,,2.0,1.0,1.0,2.0,,1.0,5.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,5.0,,,1.0,1.0,1.0,,1.25,,1.25,,0.5,,1.0,1.0,1.0,,1.0,1.0,101.40845070422534,10.0,17.0,10.0,17.0,,,,,0.5,1.0,1.0,1.0,0.5,,,,0.5,0.463275,,,,,,8.1,24.3,,,,,,,,,,,,1.0,,1.0,,,,,,3.0,,,1.0,,,1.0,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2024,2024,True
1629568-1630142-1631055-1641602-1642301,1611661313,"Kennedy Burke, Leonie Fiebich, Nyara Sabally, Ivana Dojkic, Marquesha Davis","Burke, Fiebich, Sabally, Dojkic, Davis",1629568-1630142-1631055-1641602-1642301,NYL,71.0,1,1.0,-5.0,3.0,3.0,,,6,,,,,2.0,,,,,2.0,,2.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,2.0,,1.0,,,,2.0,,,,,,,,,0.3333333333333333,,,,,,,,,,121.69014084507042,15.666666666666666,8.0,15.666666666666666,8.0,,,,,1.0,,,,,,,,,0.3949,,,0.3333333333333333,0.3333333333333333,,10.75,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2024,2024,True
1629568-1630142-1631055-202664-204335,1611661313,"Kennedy Burke, Leonie Fiebich, Nyara Sabally, Courtney Vandersloot, Betnijah Laney-Hamilton","Burke, Fiebich, Sabally, Vandersloot, Laney-Hamilton",1629568-1630142-1631055-202664-204335,NYL,334.0,3,6.0,1.0,12.0,10.0,,1.0,22,1.0,1.0,,2.0,4.0,3.0,,,3.0,5.0,3.0,,9.0,8.0,,,,,,,,3.0,,1.0,,,3.0,,3.0,3.0,4.0,1.0,1.0,1.0,,4.0,1.0,5.0,,1.0,2.0,1.0,,,,,,,9.0,,,,,0.6,,0.5625,,0.5625,,0.375,0.2,0.6,,0.6,0.6666666666666666,0.5,,94.8502994011976,15.25,15.1,14.833333333333334,13.7,0.125,1.0,1.0,,0.5,0.5,1.0,,0.375,,,,0.5,0.44756875,,,,,,6.8,25.633333333333336,,,,,,,,,,,,1.0,,1.0,,,,,6.0,3.0,,,1.0,2.0,,1.0,,,,1.0,,,,,,1.0,0.3333333333333333,,0.3333333333333333,,,,,0.4,,0.5,,,0.25,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,0.3333333333333333,,1.0,,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2024,2024,True
1627668-1627673-1629477-202664-204335,1611661313,"Breanna Stewart, Jonquel Jones, Sabrina Ionescu, Courtney Vandersloot, Betnijah Laney-Hamilton","Stewart, Jones, Ionescu, Vandersloot, Laney-Hamilton",1627668-1627673-1629477-202664-204335,NYL,14766.0,20,246.0,-90.0,486.0,493.0,29.0,53.0,979,65.0,129.0,7.0,42.0,113.0,111.0,10.0,6.0,139.0,310.0,137.0,45.0,473.0,563.0,11.0,6.0,11.0,7.0,6.0,21.0,170.0,111.0,85.0,130.0,40.0,23.0,305.0,90.0,70.0,164.0,226.0,35.0,29.0,37.0,10.0,40.0,13.0,77.0,9.0,38.0,95.0,81.0,58.0,7.0,27.0,23.0,9.0,23.0,422.0,21.0,29.0,0.6115107913669064,0.6538461538461539,0.4483870967741935,0.5454545454545454,0.47874720357941836,0.4166666666666667,0.5010593220338984,0.4772727272727273,0.30648769574944074,0.4805194805194805,0.6542056074766355,0.7627118644067796,0.7111111111111111,0.7090909090909091,0.6842105263157895,0.7634408602150538,95.47338480292564,15.839506172839506,14.336713995943205,15.253086419753087,13.63894523326572,0.28859060402684567,0.5038759689922481,0.5803571428571429,0.6153846153846154,0.25279642058165547,0.37168141592920356,0.4,0.5476190476190477,0.2483221476510067,0.20408163265306123,0.3888888888888889,0.3333333333333333,0.5950782997762863,0.5023967561521253,0.528689393939394,0.454525,0.057815845824411134,0.08181818181818182,0.04439746300211417,7.719032258064517,25.146715328467153,0.059670781893004114,51.0,11.0,23.0,4.0,32.0,68.0,11.0,26.0,,1.0,39.0,1.0,50.0,16.0,38.0,51.0,1.0,108.0,135.0,15.0,18.0,39.0,25.0,2.0,45.0,11.0,22.0,39.0,62.0,8.0,,,13.0,9.0,0.9,0.36496350364963503,0.14285714285714285,0.36496350364963503,0.42105263157894735,0.47959183673469385,0.4811320754716981,0.014598540145985401,0.08064516129032258,0.13178294573643412,0.07079646017699115,0.018018018018018018,0.23076923076923078,0.234375,0.22580645161290322,0.19718309859154928,0.034782608695652174,0.391304347826087,0.15212527964205816,0.47058823529411764,0.47058823529411764,0.6875,0.058165548098434,0.4230769230769231,0.4230769230769231,1.0,0.35135135135135137,0.3577981651376147,0.46938775510204084,0.4782608695652174,0.5714285714285714,0.05555555555555555,,0.16666666666666666,0.35135135135135137,0.10782241014799154,34.0,4.0,14.0,5.0,10.0,4.0,0.6666666666666666,0.76,0.8717948717948718,21.0,7.0,2.0,8.0,7.0,0.2413793103448276,0.2222222222222222,1.0,5.0,5.0,4.0,2.0,6.0,24.0,4.0,4.0,4.0,5.0,1.0,1.0,1.0,0.45454545454545453,0.25,0.3055555555555556,0.3333333333333333,0.5454545454545454,0.36363636363636365,0.02040816326530612,0.5,0.8,,,,,,,,,,,,,,,1611661313,2024,2024,True
1627668-1627673-1641602-202664-204335,1611661313,"Breanna Stewart, Jonquel Jones, Ivana Dojkic, Courtney Vandersloot, Betnijah Laney-Hamilton","Stewart, Jones, Dojkic, Vandersloot, Laney-Hamilton",1627668-1627673-1641602-202664-204335,NYL,50.0,1,1.0,2.0,2.0,1.0,2.0,,3,,,,,,,,,,,,2.0,2.0,,,,,,2.0,2.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,2.0,,,,,,2.0,2.0,2.0,,,,,,,1.0,1.0,,,1.0,,1.0,1.0,,,86.39999999999999,15.5,19.0,15.5,19.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2024,2024,True
1629477-1629568-1630142-1631055-203866,1611661313,"Sabrina Ionescu, Kennedy Burke, Leonie Fiebich, Nyara Sabally, Kayla Thornton","Ionescu, Burke, Fiebich, Sabally, Thornton",1629477-1629568-1630142-1631055-203866,NYL,407.0,5,7.0,-13.0,16.0,16.0,6.0,1.0,32,1.0,1.0,,,3.0,3.0,,,2.0,5.0,3.0,4.0,11.0,24.0,,,1.0,,4.0,4.0,4.0,3.0,2.0,3.0,1.0,,7.0,3.0,2.0,5.0,6.0,,,3.0,,3.0,2.0,6.0,3.0,3.0,5.0,2.0,4.0,,2.0,1.0,1.0,1.0,9.0,4.0,6.0,1.0,1.0,0.4,,0.4375,,0.55,0.6666666666666666,0.375,0.5,0.6666666666666666,1.0,0.8333333333333334,1.0,,1.0,113.21867321867322,11.625,13.8125,11.1875,13.625,0.125,1.0,1.0,1.0,0.375,,,,0.375,,,,0.5,0.47098125,,0.3702,0.2,0.2857142857142857,0.36363636363636365,10.34,24.099999999999998,0.375,8.0,1.0,1.0,,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,2.0,,,3.0,,,1.0,1.0,,1.0,,1.0,,1.0,,,,,1.0,1.0,0.3333333333333333,,0.3333333333333333,1.0,1.0,1.0,,0.2,,0.3333333333333333,,,0.2,,,,1.0,0.125,1.0,1.0,1.0,,,,,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,0.3333333333333333,0.18181818181818182,1.0,,,,,,,1.0,1.0,1.0,1.0,,,1.0,0.5,0.5,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1611661313,2024,2024,True
1629477-1629568-1631055-202664-203866,1611661313,"Sabrina Ionescu, Kennedy Burke, Nyara Sabally, Courtney Vandersloot, Kayla Thornton","Ionescu, Burke, Sabally, Vandersloot, Thornton",1629477-1629568-1631055-202664-203866,NYL,28.0,2,,1.0,1.0,2.0,,,3,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,2.0,,1.0,,,,1.0,,,,,,,,,0.5,,,,1.0,,1.0,1.0,,,154.28571428571428,15.0,6.5,15.0,6.5,,,,,,,,,,,,,,,,,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2024,2024,True
