EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2A,PtsUnassisted2s,NonHeaveArc3FGA,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Fg2Pct,EfgPct,TsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PlusMinus,PenaltyOffPoss,PenaltyDefPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FtPoints,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveMakes,HeaveAttempts,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,FTDefRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,SelfOReb,LostBallSteals,BadPassTurnovers,SecondChanceTurnovers,Offensive Fouls,Technical Free Throw Trips,SelfORebPct,ShortMidRangeAssists,BlockedShortMidRange,DefCorner3ReboundPct,ShortMidRangePctAssisted,PenaltyTurnovers,Offensive Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFtPoints,Travels,RecoveredBlocks,ShortMidRangePctBlocked,BlocksRecoveredPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,Corner3Assists,PenaltyFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,Loose Ball Fouls Drawn,Loose Ball Fouls,3SecondViolations,team_id,year,season,team_vs
1628277-1629479-1629481-1629497-203866,1611661321,"Allisha Gray, Teaira McCowan, Arike Ogunbowale, Marina Mabrey, Kayla Thornton","Gray, McCowan, Ogunbowale, Mabrey, Thornton",1628277-1629479-1629481-1629497-203866,DAL,115.0,1,2.0,2.0,3.0,1.0,5.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,0.3333333333333333,0.25,0.2,0.25,1.0,0.5,1.0,1.0,0.6666666666666666,0.5,1.0,1.0,1.0,62.608695652173914,33.0,16.333333333333332,25.5,11.0,0.75,0.3333333333333333,0.3333333333333333,0.25,0.25,0.3819375,0.3447,0.2,0.25,7.333333333333333,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2022,2022,False
1628277-1629479-1629497-1630112-1630149,1611661321,"Allisha Gray, Teaira McCowan, Marina Mabrey, Tyasha Harris, Satou Sabally","Gray, McCowan, Mabrey, Harris, Sabally",1628277-1629479-1629497-1630112-1630149,DAL,875.0,2,15.0,30.0,26.0,5.0,56.0,,3.0,11.0,10.0,16.0,12.0,39.0,38.0,4.0,12.0,9.0,2.0,3.0,3.0,7.0,5.0,12.0,4.0,6.0,4.0,30.0,0.625,0.625,0.65,0.42857142857142855,0.375,0.5,0.3333333333333333,0.5454545454545454,0.4166666666666667,0.3333333333333333,0.4,0.5,,92.16,17.3,13.692307692307692,16.766666666666666,12.76923076923077,0.10714285714285714,,,0.39285714285714285,0.7142857142857143,0.5174537037037037,0.5939,0.13333333333333333,0.2222222222222222,6.625,27.349999999999998,1.0,2.0,7.0,6.0,8.0,2.0,2.0,1.0,1.0,4.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,4.0,3.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,3.0,8.0,12.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,4.0,4.0,8.0,4.0,3.0,1.0,20.0,3.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,6.0,3.0,5.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,0.4,0.4444444444444444,0.8,0.4166666666666667,1.0,0.36363636363636365,0.75,1.0,0.9,0.5,0.9,0.75,0.08333333333333333,0.0625,0.125,0.09090909090909091,0.16666666666666666,1.0,1.0,0.5,1.0,0.5,1.0,0.2857142857142857,0.75,0.8571428571428571,0.5,0.17857142857142858,0.8,0.8,0.25,0.03571428571428571,0.45454545454545453,0.5,0.8,0.4,1.0,0.5,0.2,1.0,1.0,0.5,1.0,0.5,0.4444444444444444,0.61795,0.23076923076923078,0.07692307692307693,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2022,2022,False
1628277-1629479-1629497-1630112-203866,1611661321,"Allisha Gray, Teaira McCowan, Marina Mabrey, Tyasha Harris, Kayla Thornton","Gray, McCowan, Mabrey, Harris, Thornton",1628277-1629479-1629497-1630112-203866,DAL,380.0,2,6.0,14.0,15.0,2.0,29.0,2.0,3.0,2.0,4.0,7.0,2.0,11.0,10.0,1.0,8.0,2.0,1.0,1.0,5.0,5.0,2.0,7.0,2.0,5.0,2.0,9.0,0.5714285714285714,0.4444444444444444,0.45454545454545453,0.2222222222222222,0.8333333333333334,0.3333333333333333,0.5,0.8333333333333334,0.4,,0.5,1.0,0.5,109.89473684210527,13.785714285714286,12.466666666666667,13.214285714285714,11.866666666666667,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.2222222222222222,0.5555555555555556,0.5142444444444444,0.473,0.18181818181818182,0.2222222222222222,8.77142857142857,24.1,1.0,,,2.0,3.0,1.0,1.0,,,,1.0,,,,,,,3.0,1.0,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,3.0,2.0,4.0,,1.0,,1.0,5.0,,3.0,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,0.14285714285714285,0.3333333333333333,,0.8,,,,1.0,1.0,,0.3333333333333333,0.6666666666666666,1.0,,0.1111111111111111,,,,,,,,1.0,1.0,,,,,,,,,,0.18181818181818182,,,1.0,1.0,3.0,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2022,2022,False
1628277-1629479-1629497-1630149-1631007,1611661321,"Allisha Gray, Teaira McCowan, Marina Mabrey, Satou Sabally, Veronica Burton","Gray, McCowan, Mabrey, Sabally, Burton",1628277-1629479-1629497-1630149-1631007,DAL,268.0,2,4.0,8.0,10.0,1.0,18.0,1.0,2.0,2.0,4.0,6.0,3.0,8.0,10.0,,,2.0,1.0,,1.0,4.0,1.0,5.0,,,,8.0,0.6666666666666666,0.4444444444444444,0.4444444444444444,0.3333333333333333,0.25,,0.3333333333333333,0.5714285714285714,0.2,,0.5,,1.0,96.71641791044776,15.875,14.1,14.625,9.5,0.2222222222222222,0.5,0.5,0.2222222222222222,0.5555555555555556,0.4875277777777777,,,,9.966666666666667,24.933333333333334,-2.0,2.0,7.0,2.0,2.0,,,,,1.0,2.0,1.0,,,1.0,2.0,,,,,1.0,,1.0,1.0,2.0,,2.0,8.0,,,,,,,,,4.0,,4.0,,2.0,1.0,8.0,3.0,,,,,,,,,,1.0,2.0,,3.0,1.0,3.0,2.0,2.0,,1.0,1.0,,,,,,1.0,,0.3333333333333333,,0.3333333333333333,,,,,,,1.0,,,,1.0,0.2222222222222222,1.0,1.0,1.0,0.2222222222222222,0.5,0.5,1.0,0.1111111111111111,,,,,,,1.0,,,,,0.6666666666666666,,0.4832666666666667,,0.25,0.25,,,,,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2022,2022,False
1628277-1629479-1629497-1630386-1631007,1611661321,"Allisha Gray, Teaira McCowan, Marina Mabrey, Awak Kuier, Veronica Burton","Gray, McCowan, Mabrey, Kuier, Burton",1628277-1629479-1629497-1630386-1631007,DAL,179.0,2,3.0,7.0,5.0,1.0,12.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,,2.0,1.0,,1.0,1.0,1.0,1.0,2.0,4.0,4.0,,4.0,0.5,0.3333333333333333,0.4,0.3333333333333333,0.2,1.0,,0.2,0.5,,,0.25,,96.53631284916202,15.142857142857142,14.6,14.142857142857142,12.8,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.4068,0.4851,,,12.8,27.1,,7.0,2.0,,,,,,,,1.0,,,,1.0,1.0,,2.0,,,1.0,,1.0,2.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,2.0,3.0,1.0,2.0,,2.0,,2.0,4.0,7.0,,,,,,,,,0.5,,0.3333333333333333,,0.4,,,,,0.6666666666666666,,,,1.0,,,,,,,0.3333333333333333,,,,,,,,,,,1.0,,,,,0.3333333333333333,,0.4068,,1.0,1.0,,,,,1.0,,,,2.0,,,3.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2022,2022,False
1628277-1629479-1629497-1631007-203866,1611661321,"Allisha Gray, Teaira McCowan, Marina Mabrey, Veronica Burton, Kayla Thornton","Gray, McCowan, Mabrey, Burton, Thornton",1628277-1629479-1629497-1631007-203866,DAL,1447.0,3,24.0,44.0,41.0,4.0,85.0,5.0,9.0,10.0,12.0,25.0,10.0,44.0,43.0,1.0,10.0,10.0,,4.0,8.0,15.0,4.0,19.0,10.0,10.0,5.0,37.0,0.48,0.5142857142857142,0.55,0.2857142857142857,0.8888888888888888,0.3076923076923077,,0.8235294117647058,0.2222222222222222,0.5,,1.0,1.0,84.58880442294402,17.90909090909091,16.073170731707318,17.795454545454547,15.707317073170731,0.2571428571428571,0.5555555555555556,0.625,0.2857142857142857,0.6571428571428571,0.48748529411764707,0.583575,0.125,0.16666666666666666,6.0360000000000005,26.45,1.0,6.0,8.0,7.0,13.0,1.0,1.0,,,,3.0,,4.0,1.0,1.0,1.0,4.0,8.0,1.0,1.0,1.0,7.0,1.0,3.0,1.0,4.0,6.0,14.0,12.0,,2.0,,,4.0,1.0,,7.0,4.0,11.0,4.0,5.0,,26.0,6.0,1.0,3.0,2.0,5.0,,2.0,,1.0,7.0,8.0,8.0,,2.0,1.0,2.0,6.0,6.0,,0.5833333333333334,0.6363636363636364,1.0,0.4,1.0,0.4,1.0,0.3333333333333333,1.25,0.25,1.1666666666666667,0.5,,0.04,,,0.7142857142857143,1.0,0.75,0.16666666666666666,0.3333333333333333,0.5,0.8333333333333334,0.37142857142857144,0.5384615384615384,0.5384615384615384,0.7142857142857143,0.08571428571428572,,,,,0.4,0.4,1.0,0.5,1.0,,0.5,1.0,1.0,,,0.25,0.4,0.3579666666666667,0.1590909090909091,0.13636363636363635,0.13636363636363635,1.0,1.0,4.0,1.0,,,0.058823529411764705,2.0,1.0,0.5,0.4,1.0,,,,2.0,1.0,1.0,0.1111111111111111,0.5,,,,,,,,,,,,,,,,,,,,,1611661321,2022,2022,False
1628277-1629479-1630112-1630149-1631007,1611661321,"Allisha Gray, Teaira McCowan, Tyasha Harris, Satou Sabally, Veronica Burton","Gray, McCowan, Harris, Sabally, Burton",1628277-1629479-1630112-1630149-1631007,DAL,342.0,3,6.0,10.0,12.0,1.0,22.0,1.0,1.0,2.0,2.0,3.0,4.0,13.0,10.0,,4.0,2.0,1.0,,5.0,5.0,1.0,6.0,3.0,4.0,1.0,10.0,0.6666666666666666,0.7142857142857143,0.7222222222222222,0.5714285714285714,0.8333333333333334,,0.5,0.625,0.3333333333333333,,0.5,1.0,0.5,92.63157894736842,14.8,16.166666666666668,14.5,13.25,0.14285714285714285,1.0,1.0,0.2857142857142857,0.7142857142857143,0.46995,,0.125,0.25,7.766666666666667,23.85,3.0,9.0,11.0,,1.0,,,,1.0,1.0,1.0,2.0,,,,2.0,2.0,3.0,,1.0,1.0,3.0,2.0,3.0,4.0,3.0,13.0,,6.0,,,,,,1.0,,,2.0,2.0,,,,6.0,,,1.0,1.0,1.0,,1.0,1.0,,2.0,4.0,4.0,,,,,13.0,9.0,,,,1.0,0.5,1.0,0.5,,0.6666666666666666,1.5,0.7142857142857143,1.5,0.7222222222222222,,0.3333333333333333,1.0,,0.5,,,,,1.0,,0.14285714285714285,,,,0.14285714285714285,1.0,1.0,,0.2857142857142857,,,,,,,,,,0.14285714285714285,,0.2857142857142857,,0.46995,0.23076923076923078,1.0,0.9,,,1.0,,,,,,,,,1.0,,1.0,1.0,,,,,,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.2857142857142857,1.0,,,,,1611661321,2022,2022,False
1628277-1629479-1630112-1630386-1631007,1611661321,"Allisha Gray, Teaira McCowan, Tyasha Harris, Awak Kuier, Veronica Burton","Gray, McCowan, Harris, Kuier, Burton",1628277-1629479-1630112-1630386-1631007,DAL,210.0,1,4.0,6.0,7.0,2.0,13.0,,2.0,2.0,,4.0,2.0,,12.0,2.0,,2.0,1.0,1.0,2.0,2.0,2.0,4.0,,,,,,,,0.3333333333333333,1.0,0.25,0.5,1.0,0.3333333333333333,0.5,0.5,,1.0,89.14285714285714,24.666666666666668,8.857142857142858,23.333333333333332,8.857142857142858,0.3333333333333333,,,0.3333333333333333,0.6666666666666666,0.5444,0.4171,,,5.025,25.35,-12.0,,7.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,1.0,,0.3333333333333333,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1611661321,2022,2022,False
1628277-1629479-1630112-1631007-203866,1611661321,"Allisha Gray, Teaira McCowan, Tyasha Harris, Veronica Burton, Kayla Thornton","Gray, McCowan, Harris, Burton, Thornton",1628277-1629479-1630112-1631007-203866,DAL,48.0,1,1.0,2.0,3.0,,5.0,,1.0,,,1.0,1.0,3.0,,,,,,,2.0,3.0,,3.0,1.0,,,3.0,,0.75,0.75,0.5,1.0,,,1.0,,,,1.0,,150.0,8.5,10.333333333333334,8.5,10.333333333333334,0.5,,,,0.5,0.470475,,,,5.1,23.0,3.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,3.0,,,,,,,,,1.0,1.0,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,1611661321,2022,2022,False
1628277-1629479-1630149-1631007-203866,1611661321,"Allisha Gray, Teaira McCowan, Satou Sabally, Veronica Burton, Kayla Thornton","Gray, McCowan, Sabally, Burton, Thornton",1628277-1629479-1630149-1631007-203866,DAL,44.0,1,1.0,1.0,1.0,,2.0,,,1.0,,,1.0,2.0,,,,1.0,1.0,,,,1.0,1.0,1.0,2.0,1.0,2.0,,,0.5,1.0,,,1.0,,1.0,,1.0,,,65.45454545454545,37.0,7.0,37.0,7.0,,,,1.0,1.0,0.13005,,0.5,1.0,,31.6,2.0,1.0,,,,,,,,,,,,,,1.0,,2.0,,,,,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.13005,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2022,2022,False
