EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,OffPoss,TotalPoss,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,Pace,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,Minutes,PlusMinus,DefPoss,PenaltyOffPoss,FtPoints,Points,OpponentPoints,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,TsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyOffPossPct,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Corner3Assists,AssistPoints,DefThreePtRebounds,FTDefRebounds,Steals,BadPassSteals,Loose Ball Fouls,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,PenaltyTsPct,FG3APct,DefFTReboundPct,DefThreePtReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,Offensive Fouls,DefCorner3ReboundPct,SecondChanceFtPoints,SecondChancePoints,OffTwoPtRebounds,OffRebounds,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,SecondChancePointsPct,SecondChanceAtRimFGA,Fg2aBlocked,FTOffRebounds,FG2APctBlocked,AtRimPctBlocked,OffFTReboundPct,SecondChanceAtRimFrequency,SecondChanceFG2M,PtsAssisted2s,TwoPtAssists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,Offensive Fouls Drawn,Technical Free Throw Trips,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,OffThreePtReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangePctAssisted,Arc3PctAssisted,SecondChanceAtRimFGM,PtsPutbacks,BadPassTurnovers,SecondChanceAtRimAccuracy,LostBallSteals,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,LongMidRangeAssists,LostBallOutOfBoundsTurnovers,SecondChanceFg3Pct,LongMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,2pt And 1 Free Throw Trips,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Travels,SelfOReb,OffLongMidRangeReboundPct,SelfORebPct,OffCorner3ReboundPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,Blocked3s,BlockedArc3,BlockedLongMidRange,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,ThreePtShootingFoulsDrawnPct,Defensive 3 Seconds Violations,HeaveAttempts,Charge Fouls Drawn,Corner3PctBlocked,3SecondViolations,BlockedCorner3,3pt And 1 Free Throw Trips,HeaveMakes,team_id,year,season,team_vs
1628244-1629476-1631032-203828-204296,1611661313,"Sami Whitcomb, Asia (AD) Durr, Lorela Cubaj, Stefanie Dolson, Rebecca Allen","Whitcomb, (AD) Durr, Cubaj, Dolson, Allen",1628244-1629476-1631032-203828-204296,NYL,15.0,1,1.0,1.0,1.0,1.0,1.0,96.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2022,2022,False
1629477-1630446-1631032-204296-204335,1611661313,"Sabrina Ionescu, Michaela Onyenwere, Lorela Cubaj, Rebecca Allen, Betnijah Laney","Ionescu, Onyenwere, Cubaj, Allen, Laney",1629477-1630446-1631032-204296-204335,NYL,47.0,1,2.0,5.0,,,1.0,153.19148936170214,10.5,10.5,1.0,-2.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,8.666666666666666,8.666666666666666,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2022,2022,False
1628244-1629477-1630446-203827-204335,1611661313,"Sami Whitcomb, Sabrina Ionescu, Michaela Onyenwere, Natasha Howard, Betnijah Laney","Whitcomb, Ionescu, Onyenwere, Howard, Laney",1628244-1629477-1630446-203827-204335,NYL,518.0,3,18.0,36.0,1.0,1.0,1.0,100.07722007722008,11.61111111111111,10.833333333333334,9.0,4.0,18.0,17.0,2.0,22.0,18.0,2.0,5.0,5.0,,,1.0,4.0,9.0,2.0,2.0,1.0,22.0,17.0,0.6470588235294118,,1.0,0.8,,17.166666666666668,15.61111111111111,0.058823529411764705,0.09090909090909091,0.9444444444444444,10.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,7.0,3.0,4.0,3.0,4.0,1.0,2.0,1.0,2.0,4.0,10.0,4.0,6.0,1.0,4.0,9.0,4.0,6.0,2.0,22.0,8.0,9.0,3.0,2.0,1.0,3.0,3.0,3.0,9.0,2.0,1.0,2.0,2.0,1.0,22.0,2.0,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4,0.4444444444444444,0.625,0.6666666666666666,0.6875,0.375,0.3333333333333333,0.6666666666666666,1.0,1.0,0.6666666666666666,0.125,0.5,0.5,0.0625,1.0,1.0,0.4375,0.2857142857142857,0.2857142857142857,0.25,0.75,0.75,1.0,0.125,0.5,0.5,0.13333333333333333,0.5,0.26666666666666666,0.75,0.13333333333333333,0.5,0.5,0.5,0.42720625,0.2014,0.44226,1.0,13.469999999999999,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2022,2022,False
1628244-1630139-1631032-203827-204335,1611661313,"Sami Whitcomb, Jocelyn Willoughby, Lorela Cubaj, Natasha Howard, Betnijah Laney","Whitcomb, Willoughby, Cubaj, Howard, Laney",1628244-1630139-1631032-203827-204335,NYL,18.0,1,1.0,2.0,,1.0,1.0,160.0,5.0,5.0,,,1.0,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,1.0,1.0,,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2022,2022,False
1628244-1630446-1630459-1631032-203827,1611661313,"Sami Whitcomb, Michaela Onyenwere, DiDi Richards, Lorela Cubaj, Natasha Howard","Whitcomb, Onyenwere, Richards, Cubaj, Howard",1628244-1630446-1630459-1631032-203827,NYL,75.0,1,2.0,5.0,,,1.0,96.0,20.5,20.5,1.0,-5.0,3.0,2.0,,,5.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,2.0,,1.0,,0.3333333333333333,,11.333333333333334,11.0,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,0.5641,,0.5641,,2.6,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2022,2022,False
1628244-1629476-1630446-203828-204335,1611661313,"Sami Whitcomb, Asia (AD) Durr, Michaela Onyenwere, Stefanie Dolson, Betnijah Laney","Whitcomb, (AD) Durr, Onyenwere, Dolson, Laney",1628244-1629476-1630446-203828-204335,NYL,9.0,1,1.0,2.0,,,,320.0,5.0,5.0,,,1.0,1.0,2.0,2.0,2.0,,,1.0,,,,,,1.0,2.0,,,1.0,0.5,,,,,4.0,4.0,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,2.0,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,0.5,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,0.4532,,0.4532,1.0,3.4,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2022,2022,False
1628244-1629476-1631032-203827-204335,1611661313,"Sami Whitcomb, Asia (AD) Durr, Lorela Cubaj, Natasha Howard, Betnijah Laney","Whitcomb, (AD) Durr, Cubaj, Howard, Laney",1628244-1629476-1631032-203827-204335,NYL,156.0,2,5.0,9.0,,1.0,2.0,83.07692307692308,16.6,13.6,3.0,-5.0,4.0,4.0,,,5.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,,,,,4.0,,0.5,1.0,1.0,1.0,18.25,18.25,,,0.8,,1.0,,2.0,,2.0,,1.0,,,,,,,,,,,,3.0,,,1.0,,3.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,0.3333333333333333,,,,,,,,,,,,,0.6666666666666666,,,,,,0.6666666666666666,,0.40956666666666663,0.2624,0.40956666666666663,,5.366666666666667,,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2022,2022,False
1628244-1629477-1629566-203827-204335,1611661313,"Sami Whitcomb, Sabrina Ionescu, Han Xu, Natasha Howard, Betnijah Laney","Whitcomb, Ionescu, Xu, Howard, Laney",1628244-1629477-1629566-203827-204335,NYL,570.0,3,18.0,35.0,3.0,4.0,4.0,88.42105263157895,15.61111111111111,15.166666666666666,10.0,2.0,17.0,3.0,2.0,18.0,16.0,5.0,6.0,7.0,,,,1.0,2.0,5.0,3.0,1.0,16.0,3.0,0.5666666666666667,,0.625,0.6,0.3333333333333333,17.0,16.294117647058822,0.06666666666666667,0.1111111111111111,0.16666666666666666,2.0,1.0,3.0,6.0,1.0,1.0,2.0,2.0,,,,1.0,,1.0,2.0,5.0,,,5.0,8.0,2.0,6.0,1.0,2.0,2.0,,1.0,1.0,5.0,,3.0,3.0,5.0,2.0,1.0,6.0,,13.0,1.0,,1.0,1.0,,5.0,,0.5,0.3333333333333333,,0.3333333333333333,0.625,1.0,0.5714285714285714,0.6666666666666666,0.6666666666666666,0.42857142857142855,,0.5,0.5,1.0,0.5,0.42857142857142855,0.5,0.6,0.14285714285714285,1.0,1.0,,,,0.07142857142857142,,,,0.35714285714285715,0.4,0.4,0.3333333333333333,1.0,0.3333333333333333,,,,0.8571428571428571,0.4,0.5139607142857143,,0.44931666666666664,0.2777777777777778,4.9875,24.933333333333334,,,,2.0,,1.0,,,,1.0,,0.16666666666666666,,0.1111111111111111,,1.0,,0.125,0.16666666666666666,,,1.0,10.0,5.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2022,2022,False
1628244-1629477-1629566-1631032-204335,1611661313,"Sami Whitcomb, Sabrina Ionescu, Han Xu, Lorela Cubaj, Betnijah Laney","Whitcomb, Ionescu, Xu, Cubaj, Laney",1628244-1629477-1629566-1631032-204335,NYL,48.0,1,1.0,1.0,,,,30.0,26.0,26.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,0.7701,,,,2.1,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2022,2022,False
1628244-203827-203828-204296-204335,1611661313,"Sami Whitcomb, Natasha Howard, Stefanie Dolson, Rebecca Allen, Betnijah Laney","Whitcomb, Howard, Dolson, Allen, Laney",1628244-203827-203828-204296-204335,NYL,47.0,1,1.0,3.0,,,,91.91489361702128,28.0,28.0,1.0,-4.0,2.0,,,,4.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,9.5,9.5,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,0.4467,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2022,2022,False
