EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,ThreePtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Steals,LostBallSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,Corner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFtPoints,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,Corner3Assists,FTOffRebounds,BadPassSteals,LostBallTurnovers,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,OffFTReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,SecondChancePointsPct,LongMidRangePctBlocked,Charge Fouls,3pt And 1 Free Throw Trips,OffThreePtRebounds,OffThreePtReboundPct,OffCorner3ReboundPct,SecondChanceCorner3FGA,PenaltyCorner3FGA,Fg3aBlocked,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,3SecondViolations,FG3APctBlocked,Arc3PctBlocked,OffArc3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3FGM,PenaltyCorner3Accuracy,team_id,year,season,team_vs
1628276-1628932-1629498-1630387-203029,1611661319,"Kelsey Plum, A'ja Wilson, Jackie Young, Iliana Rupert, Riquna Williams","Plum, Wilson, Young, Rupert, Williams",1628276-1628932-1629498-1630387-203029,LVA,740.0,4,12.0,-1.0,22,22.0,7.0,10.0,1.0,44,3.0,4.0,1.0,1.0,4.0,7.0,2.0,4.0,4.0,1.0,9.0,15.0,4.0,1.0,19.0,20.0,1.0,5.0,5.0,1.0,10.0,10.0,8.0,4.0,1.0,5.0,5.0,2.0,2.0,1.0,10.0,1.0,7.0,5.0,1.0,13.0,1.0,14.0,1.0,2.0,2.0,2.0,1.0,2.0,7.0,4.0,3.0,1.0,19.0,10.0,7.0,0.5555555555555556,0.5555555555555556,0.6,1.0,0.47368421052631576,0.8333333333333334,0.475,0.8333333333333334,0.21052631578947367,0.06666666666666667,0.25,1.0,1.0,0.625,0.16666666666666666,1.0,0.8,0.1,0.3333333333333333,0.6,0.6666666666666666,1.0,1.0,0.1111111111111111,85.62162162162161,17.954545454545453,15.681818181818182,17.772727272727273,15.363636363636363,0.21052631578947367,0.75,1.0,0.6666666666666666,0.3684210526315789,0.5714285714285714,0.5714285714285714,0.5,0.21052631578947367,0.5,0.5,0.5,0.21052631578947367,0.16666666666666666,1.0,0.16666666666666666,0.42105263157894735,0.4084763157894737,0.4045,0.40410833333333335,0.05,0.2,0.5263157894736842,9.379999999999999,26.05,0.3181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2022,2022,True
1628276-1628932-1629498-1630387-203833,1611661319,"Kelsey Plum, A'ja Wilson, Jackie Young, Iliana Rupert, Chelsea Gray","Plum, Wilson, Young, Rupert, Gray",1628276-1628932-1629498-1630387-203833,LVA,300.0,2,5.0,1.0,10,8.0,,2.0,,18,2.0,2.0,,,1.0,3.0,1.0,3.0,1.0,,4.0,8.0,1.0,1.0,12.0,11.0,,,,,,8.0,,1.0,,4.0,5.0,2.0,1.0,1.0,11.0,,1.0,1.0,,2.0,,2.0,,,,1.0,,1.0,2.0,1.0,1.0,,12.0,,,1.0,1.0,0.5,,0.6111111111111112,,0.6666666666666666,,0.1111111111111111,,,,,1.0,,1.0,1.0,,,1.0,,1.0,,,86.4,15.5,18.125,15.5,18.125,0.2222222222222222,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.1111111111111111,,,,0.3333333333333333,0.4781277777777777,,,0.1111111111111111,,,9.475,24.6,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2022,2022,True
1628276-1628932-1629498-203029-203833,1611661319,"Kelsey Plum, A'ja Wilson, Jackie Young, Riquna Williams, Chelsea Gray","Plum, Wilson, Young, Williams, Gray",1628276-1628932-1629498-203029-203833,LVA,2910.0,7,48.0,-39.0,88,104.0,22.0,28.0,11.0,192,10.0,18.0,4.0,7.0,11.0,21.0,9.0,16.0,22.0,3.0,30.0,55.0,24.0,17.0,110.0,149.0,8.0,7.0,13.0,3.0,22.0,32.0,28.0,21.0,4.0,16.0,24.0,5.0,6.0,5.0,56.0,9.0,13.0,11.0,2.0,26.0,10.0,36.0,2.0,7.0,3.0,10.0,4.0,10.0,23.0,18.0,23.0,1.0,93.0,22.0,22.0,0.5333333333333333,0.6153846153846154,0.5454545454545454,0.5384615384615384,0.5886075949367089,0.53125,0.6193181818181818,0.6111111111111112,0.3037974683544304,0.07272727272727272,0.1111111111111111,0.7,1.0,0.6111111111111112,0.375,0.9285714285714286,0.75,0.25,0.4,0.7,0.6,0.8888888888888888,1.0,0.0625,95.01030927835052,15.443181818181818,14.913461538461538,14.897727272727273,14.586538461538462,0.22784810126582278,0.5555555555555556,0.625,0.5,0.26582278481012656,0.5238095238095238,0.5789473684210527,0.5454545454545454,0.20253164556962025,0.5625,0.5625,0.5555555555555556,0.27848101265822783,0.4375,0.5714285714285714,0.1875,0.5316455696202531,0.463925,0.48201,0.48489375,0.11627906976744186,,0.2,8.72181818181818,26.3125,0.25,10.0,11.0,24.0,10.0,8.0,7.0,5.0,2.0,3.0,,3.0,10.0,2.0,0.7272727272727273,0.4583333333333333,0.4782608695652174,0.45454545454545453,0.45454545454545453,0.7,0.47619047619047616,0.16129032258064516,3.0,5.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,17.0,1.0,5.0,9.0,8.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,6.0,2.0,2.0,1.0,0.3333333333333333,0.625,0.8,0.7727272727272727,0.09523809523809523,0.25,0.375,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.02531645569620253,0.5,0.5,1.0,0.5,0.6,0.2,1.0,1.0,0.3333333333333333,0.15454545454545454,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2022,2022,True
1628276-1628932-1629498-203029-204324,1611661319,"Kelsey Plum, A'ja Wilson, Jackie Young, Riquna Williams, Dearica Hamby","Plum, Wilson, Young, Williams, Hamby",1628276-1628932-1629498-203029-204324,LVA,463.0,4,8.0,6.0,16,17.0,7.0,2.0,,33,2.0,2.0,,,,5.0,2.0,4.0,2.0,1.0,4.0,11.0,3.0,3.0,17.0,11.0,,,4.0,1.0,5.0,6.0,2.0,2.0,1.0,3.0,4.0,2.0,,1.0,9.0,,6.0,3.0,1.0,10.0,,10.0,,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,,17.0,5.0,7.0,0.75,0.75,0.36363636363636365,,0.5,0.3,0.5666666666666667,0.4166666666666667,0.21428571428571427,0.09090909090909091,,0.5,1.0,0.75,,1.0,0.9,,,0.5,1.0,1.0,,,102.63498920086393,13.875,14.176470588235293,13.875,14.176470588235293,0.14285714285714285,1.0,1.0,1.0,0.35714285714285715,,,,0.2857142857142857,0.5,0.6666666666666666,0.5,0.14285714285714285,,,0.2,0.35714285714285715,0.41742142857142855,,0.36013,0.07142857142857142,,0.29411764705882354,11.172727272727274,25.833333333333332,0.4375,1.0,2.0,3.0,1.0,1.0,,,,1.0,,1.0,1.0,,0.5,0.6666666666666666,0.6666666666666666,0.5,0.5,,0.5,0.09090909090909091,,,1.0,1.0,,,1.0,,,,,,1.0,2.0,3.0,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,0.07142857142857142,1.0,1.0,1.0,,,,,,1.0,,0.25,,,,,,,,,,,,,,,,,,,,,,,1611661319,2022,2022,True
1628276-1628932-1629498-203029-204329,1611661319,"Kelsey Plum, A'ja Wilson, Jackie Young, Riquna Williams, Kiah Stokes","Plum, Wilson, Young, Williams, Stokes",1628276-1628932-1629498-203029-204329,LVA,1294.0,8,22.0,10.0,45,43.0,,,4.0,88,5.0,8.0,,,2.0,6.0,,7.0,14.0,,7.0,21.0,17.0,9.0,41.0,31.0,3.0,,,,,10.0,4.0,14.0,2.0,5.0,11.0,4.0,1.0,,28.0,4.0,8.0,11.0,1.0,20.0,4.0,24.0,1.0,3.0,2.0,5.0,,3.0,7.0,7.0,11.0,1.0,39.0,,,0.7142857142857143,0.8333333333333334,0.3333333333333333,,0.42105263157894735,,0.47674418604651164,,0.4473684210526316,0.09523809523809523,,0.6,1.0,0.8461538461538461,0.2857142857142857,0.8888888888888888,0.8636363636363636,0.16666666666666666,0.25,0.8571428571428571,1.0,0.875,1.0,0.045454545454545456,97.92890262751159,12.777777777777779,16.72093023255814,12.222222222222221,16.27906976744186,0.21052631578947367,0.625,0.625,0.8,0.15789473684210525,0.3333333333333333,0.5,0.5,0.18421052631578946,,,,0.3684210526315789,,,,0.6578947368421053,0.5025960526315789,0.55887,,0.13953488372093023,0.058823529411764705,,8.428571428571429,25.16470588235294,,3.0,6.0,18.0,3.0,6.0,3.0,4.0,1.0,2.0,1.0,,5.0,,1.0,0.35294117647058826,0.35294117647058826,0.21428571428571427,0.21428571428571427,1.0,0.21428571428571427,0.19230769230769232,1.0,2.0,3.0,3.0,,2.0,,1.0,,2.0,,2.0,,,,2.0,,3.0,,3.0,1.0,,,,,,,5.0,1.0,1.0,,1.0,4.0,6.0,3.0,,,,0.3333333333333333,0.2,0.2,0.3333333333333333,,0.6666666666666666,0.14285714285714285,0.5,0.5,0.07894736842105263,1.0,1.0,1.0,0.4,0.5,0.4,,,,0.04878048780487805,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1611661319,2022,2022,True
1628276-1628932-1629498-203833-204324,1611661319,"Kelsey Plum, A'ja Wilson, Jackie Young, Chelsea Gray, Dearica Hamby","Plum, Wilson, Young, Gray, Hamby",1628276-1628932-1629498-203833-204324,LVA,956.0,4,16.0,4.0,31,29.0,5.0,10.0,2.0,60,7.0,9.0,3.0,3.0,6.0,7.0,2.0,7.0,4.0,,15.0,23.0,5.0,2.0,32.0,28.0,1.0,4.0,4.0,,9.0,18.0,12.0,4.0,,9.0,9.0,5.0,2.0,2.0,18.0,1.0,6.0,4.0,2.0,12.0,2.0,14.0,1.0,,,3.0,,7.0,9.0,4.0,4.0,,30.0,9.0,5.0,0.6,0.6428571428571429,0.6521739130434783,1.0,0.5357142857142857,1.0,0.5333333333333333,0.9,0.17857142857142858,,,,1.0,1.0,0.125,1.0,1.0,0.15384615384615385,,1.0,1.0,1.0,1.0,0.07692307692307693,90.3765690376569,14.709677419354838,17.24137931034483,14.548387096774194,17.24137931034483,0.32142857142857145,0.7777777777777778,0.7777777777777778,0.7142857142857143,0.25,0.8571428571428571,0.8571428571428571,0.3333333333333333,0.25,0.2857142857142857,0.2857142857142857,1.0,0.14285714285714285,0.75,1.0,,0.5,0.5037517857142857,0.6676,0.558875,0.06666666666666667,,0.28125,8.386956521739132,25.7,0.16129032258064516,,,,,,,4.0,2.0,3.0,,,2.0,,,,,,,,,0.08,1.0,1.0,,1.0,,1.0,,1.0,,1.0,,2.0,,1.0,,2.0,,,,2.0,,1.0,,,,,,,,,,,,,,,,,1.0,0.5,0.5,,,0.5,,,,0.03571428571428571,,,,0.5,1.0,0.5,,,,0.0625,,,,1.0,0.2,1.0,,,,,,,,,,,,,,,,,,1611661319,2022,2022,True
1628276-1628932-1629498-203833-204329,1611661319,"Kelsey Plum, A'ja Wilson, Jackie Young, Chelsea Gray, Kiah Stokes","Plum, Wilson, Young, Gray, Stokes",1628276-1628932-1629498-203833-204329,LVA,10483.0,10,175.0,-52.0,330,327.0,25.0,31.0,47.0,657,36.0,63.0,4.0,6.0,37.0,111.0,25.0,64.0,75.0,5.0,98.0,238.0,90.0,42.0,331.0,383.0,37.0,8.0,19.0,6.0,24.0,112.0,84.0,73.0,24.0,56.0,84.0,23.0,19.0,14.0,196.0,43.0,47.0,63.0,4.0,114.0,57.0,171.0,9.0,21.0,13.0,39.0,3.0,32.0,75.0,55.0,57.0,,283.0,24.0,25.0,0.5714285714285714,0.6021505376344086,0.4117647058823529,0.42105263157894735,0.4405487804878049,0.38,0.47150997150997154,0.4444444444444444,0.27439024390243905,0.10084033613445378,0.09523809523809523,0.5384615384615384,1.0,0.7777777777777778,0.30935251798561153,0.8245614035087719,0.7971014492753623,0.29081632653061223,0.36486486486486486,0.7551020408163265,0.9285714285714286,0.8695652173913043,0.6363636363636364,0.05263157894736842,90.24897453019173,16.272727272727273,15.636085626911315,15.312121212121212,15.223241590214068,0.19207317073170732,0.5714285714285714,0.631578947368421,0.6388888888888888,0.3384146341463415,0.3333333333333333,0.39361702127659576,0.5135135135135135,0.1951219512195122,0.390625,0.3968253968253968,0.56,0.22865853658536586,0.24,0.6666666666666666,0.2,0.46646341463414637,0.4788878834355828,0.4926368421052631,0.461662,0.08547008547008547,,0.07250755287009064,9.0,25.68,0.07575757575757576,28.0,31.0,84.0,28.0,28.0,25.0,25.0,6.0,18.0,,7.0,30.0,3.0,0.9032258064516129,0.34444444444444444,0.3522727272727273,0.37333333333333335,0.3783783783783784,0.8928571428571429,0.3835616438356164,0.11494252873563218,12.0,16.0,3.0,15.0,5.0,8.0,1.0,15.0,5.0,10.0,3.0,48.0,1.0,5.0,9.0,10.0,2.0,3.0,,19.0,8.0,3.0,2.0,2.0,2.0,,,13.0,1.0,1.0,5.0,,8.0,14.0,8.0,,0.5,0.16666666666666666,0.40540540540540543,0.4787234042553192,0.48,0.15315315315315314,,0.37037037037037035,0.15789473684210525,0.7222222222222222,0.5714285714285714,0.04573170731707317,0.2,0.2,1.0,0.3404255319148936,0.75,0.1702127659574468,0.625,1.0,0.2,0.14501510574018128,0.015625,1.0,,14.0,0.24561403508771928,0.3333333333333333,2.0,1.0,1.0,4.0,1.0,3.0,6.0,6.0,1.0,0.011111111111111112,0.013333333333333334,0.2222222222222222,0.5,0.0425531914893617,0.04,,,1611661319,2022,2022,True
1628276-1628932-1630387-203029-203833,1611661319,"Kelsey Plum, A'ja Wilson, Iliana Rupert, Riquna Williams, Chelsea Gray","Plum, Wilson, Rupert, Williams, Gray",1628276-1628932-1630387-203029-203833,LVA,278.0,3,5.0,-3.0,9,9.0,,5.0,,18,,1.0,,,1.0,4.0,,,2.0,,1.0,5.0,3.0,1.0,6.0,9.0,,,,,,2.0,,2.0,1.0,1.0,2.0,,1.0,,5.0,,1.0,2.0,1.0,4.0,,4.0,,1.0,,1.0,,,,2.0,1.0,,6.0,,,1.0,1.0,0.2,,0.3125,,0.3125,,0.375,0.2,1.0,1.0,1.0,1.0,,0.5,0.75,,,1.0,1.0,1.0,,,93.23741007194243,18.666666666666668,12.222222222222221,18.666666666666668,11.0,0.125,,,,0.5,0.25,0.25,1.0,,,,,0.25,,,,0.5,0.45285,,,,,,5.14,23.96666666666667,,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,0.5,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2022,2022,True
1628276-1628932-203029-203833-204324,1611661319,"Kelsey Plum, A'ja Wilson, Riquna Williams, Chelsea Gray, Dearica Hamby","Plum, Wilson, Williams, Gray, Hamby",1628276-1628932-203029-203833-204324,LVA,631.0,4,11.0,-9.0,22,22.0,4.0,4.0,1.0,44,3.0,5.0,1.0,2.0,2.0,4.0,,4.0,2.0,,5.0,13.0,2.0,2.0,12.0,21.0,,1.0,4.0,,3.0,8.0,2.0,2.0,1.0,4.0,4.0,3.0,1.0,,8.0,1.0,6.0,3.0,,9.0,1.0,10.0,,1.0,1.0,5.0,,2.0,4.0,3.0,4.0,,11.0,3.0,4.0,0.8,0.8,0.38461538461538464,0.25,0.3333333333333333,0.25,0.35294117647058826,0.3,0.13333333333333333,0.07692307692307693,,0.2,,1.0,0.125,1.0,1.0,0.1,,1.0,1.0,1.0,1.0,,100.4120443740095,13.909090909090908,14.772727272727273,13.636363636363637,14.772727272727273,0.3333333333333333,0.6,0.6,1.0,0.26666666666666666,0.5,0.6666666666666666,0.5,0.26666666666666666,,,,0.13333333333333333,0.5,0.5,,0.4666666666666667,0.48447,,0.53295,0.0625,,0.25,7.723076923076923,24.55,0.18181818181818182,,,,,,,3.0,2.0,4.0,,,1.0,1.0,,,,,,,,0.07142857142857142,,,,,,,,,,,1.0,1.0,,1.0,,,,,,1.0,,1.0,,,1.0,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,0.5,0.25,,0.5,,,1.0,,,,,,,,,,,0.08333333333333333,,,,,,,,,,2.0,,,,,,,,,,,,,,1611661319,2022,2022,True
1628276-1628932-203029-203833-204329,1611661319,"Kelsey Plum, A'ja Wilson, Riquna Williams, Chelsea Gray, Kiah Stokes","Plum, Wilson, Williams, Gray, Stokes",1628276-1628932-203029-203833-204329,LVA,1337.0,9,22.0,-8.0,42,40.0,1.0,2.0,4.0,82,6.0,8.0,,,10.0,18.0,1.0,4.0,4.0,,17.0,30.0,6.0,4.0,44.0,52.0,3.0,,3.0,,1.0,26.0,8.0,4.0,2.0,13.0,15.0,4.0,8.0,1.0,32.0,5.0,5.0,8.0,,13.0,6.0,19.0,,5.0,2.0,10.0,,4.0,9.0,7.0,6.0,,41.0,1.0,1.0,0.7647058823529411,0.7647058823529411,0.5666666666666667,,0.5555555555555556,,0.5641025641025641,0.125,0.16666666666666666,0.06666666666666667,,0.5,,0.8888888888888888,0.38461538461538464,0.8333333333333334,0.8666666666666667,0.35294117647058826,0.375,0.75,1.0,0.75,1.0,,88.31712789827972,16.214285714285715,16.4,14.952380952380953,16.275,0.2222222222222222,0.75,0.75,0.6666666666666666,0.5,0.5555555555555556,0.625,0.8,0.1111111111111111,0.25,0.25,1.0,0.1111111111111111,,,,0.3888888888888889,0.46574444444444446,0.4820375,0.4180333333333333,0.07692307692307693,,0.022727272727272728,8.406666666666666,24.45,0.023809523809523808,,2.0,6.0,,2.0,,3.0,,5.0,1.0,,3.0,,1.0,0.3333333333333333,0.3333333333333333,,,,,0.09090909090909091,,1.0,2.0,2.0,,1.0,,1.0,,1.0,1.0,3.0,,1.0,,,,2.0,,3.0,3.0,1.0,,,1.0,,,2.0,,,1.0,,1.0,2.0,2.0,,,,0.3333333333333333,0.25,0.3,0.1111111111111111,,,0.6666666666666666,1.0,1.0,0.05555555555555555,1.0,1.0,1.0,0.25,,0.25,,,,0.06818181818181818,,1.0,,1.0,0.25,,,,,1.0,,1.0,1.0,,,,,0.25,,,,,,1611661319,2022,2022,True
