EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,DefPoss,TotalPoss,DefTwoPtRebounds,DefRebounds,Rebounds,FoulsDrawn,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,Minutes,PlusMinus,OffPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,FG3M,FG3A,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,AssistPoints,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,Offensive Fouls Drawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,LiveBallTurnoverPct,OffShortMidRangeReboundPct,SelfORebPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Avg3ptShotDistance,PtsPutbacks,AtRimAssists,2pt And 1 Free Throw Trips,DefCorner3ReboundPct,AtRimPctAssisted,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,Corner3Assists,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,DefShortMidRangeReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,LongMidRangeFGM,SecondChanceFtPoints,LostBallOutOfBoundsTurnovers,Blocked2s,BlockedAtRim,Blocks,DefAtRimReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LostBallSteals,BadPassTurnovers,RecoveredBlocks,BlocksRecoveredPct,LongMidRangeAssists,LongMidRangePctAssisted,PenaltyArc3FGM,PtsUnassisted3s,BadPassOutOfBoundsTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyArc3Accuracy,Fg2aBlocked,FG2APctBlocked,AtRimPctBlocked,Offensive Fouls,BlockedShortMidRange,Technical Free Throw Trips,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,OffThreePtRebounds,SecondChanceFg3Pct,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Charge Fouls Drawn,SecondChanceAtRimPctAssisted,SecondChanceTurnovers,Loose Ball Fouls Drawn,ShortMidRangePctBlocked,OffCorner3ReboundPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Charge Fouls,Blocked3s,BlockedArc3,3pt And 1 Free Throw Trips,FTOffRebounds,OffFTReboundPct,LongMidRangePctBlocked,SecondChanceCorner3FGM,HeaveAttempts,StepOutOfBoundsTurnovers,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3SecondViolations,BlockedLongMidRange,Clear Path Fouls,Defensive 3 Seconds Violations,Corner3PctBlocked,team_id,year,season,team_vs
1629497-1630112-1630454-203866-204330,1611661321,"Marina Mabrey, Tyasha Harris, Charli Collier, Kayla Thornton, Isabelle Harrison","Mabrey, Harris, Collier, Thornton, Harrison",1629497-1630112-1630454-203866-204330,DAL,17.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,84.70588235294117,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2022,2022,True
1630112-1630454-1631007-203866-204330,1611661321,"Tyasha Harris, Charli Collier, Veronica Burton, Kayla Thornton, Isabelle Harrison","Harris, Collier, Burton, Thornton, Harrison",1630112-1630454-1631007-203866-204330,DAL,8.0,1,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2022,2022,True
1629481-1630112-1630149-1630454-1631007,1611661321,"Arike Ogunbowale, Tyasha Harris, Satou Sabally, Charli Collier, Veronica Burton","Ogunbowale, Harris, Sabally, Collier, Burton",1629481-1630112-1630149-1630454-1631007,DAL,60.0,1,2.0,5.0,,2.0,4.0,1.0,,1.0,,120.0,11.0,11.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.666666666666666,5.333333333333333,0.6666666666666666,0.5,0.5,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.5,0.6666666666666666,0.4852666666666667,0.4852666666666667,0.4852666666666667,0.25,0.25,0.5,1.0,7.1000000000000005,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2022,2022,True
1629481-1630112-1630149-203866-204330,1611661321,"Arike Ogunbowale, Tyasha Harris, Satou Sabally, Kayla Thornton, Isabelle Harrison","Ogunbowale, Harris, Sabally, Thornton, Harrison",1629481-1630112-1630149-203866-204330,DAL,236.0,2,6.0,13.0,,,3.0,4.0,,,,79.3220338983051,17.166666666666668,17.166666666666668,4.0,2.0,7.0,,,2.0,,,,,,,1.0,1.0,6.0,5.0,10.0,8.0,,3.0,,,,,,,3.0,,,3.0,,,1.0,,1.0,2.0,6.0,3.0,10.0,,,0.16666666666666666,,,0.35714285714285715,,,0.5,,,,0.6,,0.6,,1.0,,19.0,17.142857142857142,,,,0.14285714285714285,,,,,0.14285714285714285,0.44280714285714284,0.41136666666666666,,0.3,0.3333333333333333,,,7.466666666666666,,1.0,5.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,0.5,0.2,0.7142857142857143,0.2,0.2,1.0,0.14285714285714285,1.0,1.0,1.0,1.0,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2022,2022,True
1629481-1630149-1630386-1631007-1631029,1611661321,"Arike Ogunbowale, Satou Sabally, Awak Kuier, Veronica Burton, Jasmine Dickey","Ogunbowale, Sabally, Kuier, Burton, Dickey",1629481-1630149-1630386-1631007-1631029,DAL,174.0,1,6.0,13.0,,3.0,4.0,2.0,,1.0,,107.58620689655173,13.166666666666666,13.166666666666666,3.0,6.0,7.0,7.0,6.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,4.0,6.0,3.0,11.0,5.0,1.0,1.0,2.0,4.0,6.0,3.0,11.0,6.0,1.0,3.0,,1.0,,,,,,,3.0,2.0,9.0,11.0,7.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.7857142857142857,1.0,0.7857142857142857,,0.5,1.0,0.5,,1.0,1.0,13.571428571428571,13.571428571428571,0.6666666666666666,1.0,1.0,0.16666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.5915,0.6678,0.5915,0.2857142857142857,0.2857142857142857,0.18181818181818182,1.0,4.483333333333333,1.0,,1.0,,,,,2.0,,,,1.0,,1.0,,,2.0,,1.0,1.0,,,,0.25,0.3333333333333333,,,,,,,,0.16666666666666666,,,,,,,,,,2.0,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2022,2022,True
1628277-1629481-1630386-203866-204330,1611661321,"Allisha Gray, Arike Ogunbowale, Awak Kuier, Kayla Thornton, Isabelle Harrison","Gray, Ogunbowale, Kuier, Thornton, Harrison",1628277-1629481-1630386-203866-204330,DAL,190.0,4,7.0,17.0,1.0,2.0,2.0,1.0,0.5,0.5,,128.8421052631579,13.428571428571429,13.428571428571429,3.0,-1.0,10.0,10.0,7.0,,1.0,2.0,,,1.0,2.0,,2.0,3.0,1.0,8.0,9.0,,,,2.0,3.0,1.0,8.0,2.0,,,1.0,,,,,,,5.0,1.0,1.0,8.0,8.0,10.0,0.6666666666666666,,0.6666666666666666,0.3888888888888889,,0.3888888888888889,0.4444444444444444,,0.4444444444444444,1.0,,,,,,,9.6,9.6,0.2222222222222222,0.5,0.5,,,,0.2222222222222222,0.5,0.8888888888888888,0.5110777777777779,,0.5110777777777779,0.1111111111111111,0.3333333333333333,,1.0,2.3333333333333335,1.0,1.0,1.0,,5.0,1.0,6.0,2.0,3.0,5.0,,1.0,1.0,2.0,,1.0,5.0,,,,,,,0.5,0.5,1.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,,,,0.1111111111111111,1.0,1.0,1.0,0.5555555555555556,,,,,25.599999999999998,,,1.0,,,1.0,1.0,1.0,1.0,5.0,1.0,6.0,1.0,1.0,4.0,0.16666666666666666,0.5,0.1111111111111111,1.0,1.0,1.0,0.1111111111111111,1.0,0.5555555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2022,2022,True
1629479-1629497-1630112-1630149-203866,1611661321,"Teaira McCowan, Marina Mabrey, Tyasha Harris, Satou Sabally, Kayla Thornton","McCowan, Mabrey, Harris, Sabally, Thornton",1629479-1629497-1630112-1630149-203866,DAL,225.0,1,7.0,13.0,2.0,2.0,3.0,2.0,0.5,0.4,0.5,83.2,17.571428571428573,14.285714285714286,4.0,-7.0,6.0,,,1.0,,1.0,,,,,1.0,1.0,2.0,2.0,4.0,11.0,,,2.0,,,,,2.0,1.0,,,1.0,2.0,,2.0,,2.0,3.0,2.0,1.0,2.0,,,0.5,,,0.25,,,0.4,1.0,,,1.0,,0.3333333333333333,1.0,,,17.0,17.0,0.25,,,0.25,,,,,0.75,0.553725,,,0.2,0.3333333333333333,0.5,,9.05,,,,,1.0,,2.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,0.5,,,0.3333333333333333,,,,,0.25,,,,,23.5,,,,,,,1.0,,,,,,,,,,,0.25,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2022,2022,True
1628277-1629481-1630112-1630149-1630454,1611661321,"Allisha Gray, Arike Ogunbowale, Tyasha Harris, Satou Sabally, Charli Collier","Gray, Ogunbowale, Harris, Sabally, Collier",1628277-1629481-1630112-1630149-1630454,DAL,28.0,1,1.0,2.0,,1.0,1.0,2.0,,1.0,,102.85714285714286,18.0,18.0,,2.0,1.0,1.0,,,,,,,,,,,,2.0,2.0,,,,,,,2.0,2.0,,,1.0,,,,,,,,,2.0,1.0,2.0,2.0,1.0,,,,,,,1.0,,1.0,,,1.0,,,,1.0,10.0,10.0,,,,,,,,,,,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2022,2022,True
1628277-1630112-1630386-1630454-1631007,1611661321,"Allisha Gray, Tyasha Harris, Awak Kuier, Charli Collier, Veronica Burton","Gray, Harris, Kuier, Collier, Burton",1628277-1630112-1630386-1630454-1631007,DAL,52.0,1,1.0,2.0,,,,1.0,,,,55.38461538461538,29.0,28.0,1.0,1.0,1.0,,,,,,,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,1.5,,,1.5,,,,,,,,,,23.0,23.0,,,,,,,,,1.0,0.5583,,,,,,,,,,,1.0,1.0,1.0,1.0,,3.0,1.0,1.0,,1.0,1.0,1.0,,3.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2022,2022,True
1628277-1629479-1629481-1630149-1631007,1611661321,"Allisha Gray, Teaira McCowan, Arike Ogunbowale, Satou Sabally, Veronica Burton","Gray, McCowan, Ogunbowale, Sabally, Burton",1628277-1629479-1629481-1630149-1631007,DAL,141.0,1,5.0,11.0,2.0,2.0,2.0,1.0,0.5,0.4,,112.34042553191489,14.2,11.0,2.0,1.0,6.0,6.0,,,2.0,2.0,,,2.0,2.0,1.0,2.0,3.0,1.0,5.0,4.0,,,,2.0,3.0,1.0,5.0,2.0,,,,,,,3.0,3.0,,1.0,1.0,1.0,5.0,5.0,6.0,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.8333333333333334,,0.8333333333333334,,,,,,,,11.666666666666666,11.666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,,,0.6666666666666666,1.0,0.6666666666666666,0.5420666666666667,,0.5420666666666667,0.3333333333333333,0.3333333333333333,,1.0,8.4,1.0,,,,,,,2.0,,,,1.0,,1.0,,,2.0,,1.0,,3.0,2.0,,0.5,0.5,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,0.5,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,0.3333333333333333,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2022,2022,True
