EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg3Pct,PenaltyEfgPct,PenaltyTsPct,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,FtPoints,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PtsUnassisted2s,Fg2aBlocked,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,DeadBallTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Offensive Fouls Drawn,FTDefRebounds,DefFTReboundPct,LostBallSteals,PtsUnassisted3s,PtsPutbacks,SelfOReb,BadPassOutOfBoundsTurnovers,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,SelfORebPct,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,ShortMidRangeFGM,ShortMidRangeAssists,Offensive Fouls,2pt And 1 Free Throw Trips,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Defensive 3 Seconds Violations,Charge Fouls Drawn,PenaltyCorner3FGA,PenaltyCorner3Frequency,BlockedLongMidRange,NonShootingPenaltyNonTakeFouls,PenaltyCorner3FGM,LongMidRangeAssists,LongMidRangePctAssisted,PenaltyCorner3Accuracy,LostBallOutOfBoundsTurnovers,Charge Fouls,Loose Ball Fouls,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveAttempts,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,Blocked3s,BlockedArc3,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,FTOffRebounds,OffFTReboundPct,StepOutOfBoundsTurnovers,team_id,year,season,team_vs
1628278-1628878-1628899-1630957-203403,1611661322,"Shatori Walker-Kimbrough, Ariel Atkins, Myisha Hines-Allen, Rui Machida, Tianna Hawkins","Walker-Kimbrough, Atkins, Hines-Allen, Machida, Hawkins",1628278-1628878-1628899-1630957-203403,WAS,148.0,2,2.0,-3.0,5.0,4.0,2.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,8.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.625,1.25,0.625,1.25,0.5,1.0,1.0,1.0,1.0,1.0,1.0,87.56756756756756,20.2,11.75,18.2,11.75,0.25,1.0,1.0,1.0,0.25,0.25,0.25,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.75,1.0,0.597525,0.50985,1.0,9.45,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2022,2022,False
1628278-1628878-202252-203403-204333,1611661322,"Shatori Walker-Kimbrough, Ariel Atkins, Alysha Clark, Tianna Hawkins, Natasha Cloud","Walker-Kimbrough, Atkins, Clark, Hawkins, Cloud",1628278-1628878-202252-203403-204333,WAS,9.0,1,,3.0,1.0,,,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,3.0,,,,,,,,3.0,1.0,1.0,,1.0,1.0,1.0,,3.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,1.5,,1.5,,1.0,,,,,,,160.0,9.0,,9.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,0.18,,,,25.3,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.5,1.5,1.0,1.0,0.18,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2022,2022,False
1628278-1630957-203403-204322-204333,1611661322,"Shatori Walker-Kimbrough, Rui Machida, Tianna Hawkins, Elizabeth Williams, Natasha Cloud","Walker-Kimbrough, Machida, Hawkins, Williams, Cloud",1628278-1630957-203403-204322-204333,WAS,548.0,4,9.0,-1.0,18.0,17.0,2.0,35.0,1.0,5.0,,,1.0,1.0,1.0,4.0,,,2.0,7.0,1.0,5.0,14.0,15.0,,,,,2.0,2.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,8.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,8.0,0.5,0.5,1.0,0.2,,0.2,0.2857142857142857,,0.2916666666666667,,0.4375,1.0,0.4166666666666667,0.5,0.2,0.25,0.2222222222222222,,,91.97080291970804,16.38888888888889,14.882352941176471,15.833333333333334,13.294117647058824,0.4166666666666667,0.2,0.25,1.0,0.08333333333333333,0.08333333333333333,0.3333333333333333,0.25,0.25,1.0,,,,,,,0.8333333333333334,0.25,0.5452958333333333,,0.14285714285714285,4.914285714285714,24.259999999999998,9.0,1.0,3.0,1.0,3.0,12.0,12.0,12.0,9.0,0.3333333333333333,0.5,0.6666666666666666,0.6,0.3333333333333333,0.55911,0.8571428571428571,0.5,2.0,1.0,2.0,1.0,1.0,7.0,2.0,1.0,2.0,7.0,2.0,1.0,2.0,4.0,6.0,2.0,1.0,1.0,1.0,1.0,5.0,8.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,0.14285714285714285,0.2,0.5714285714285714,0.5,0.5454545454545454,0.25,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.5,0.08333333333333333,1.0,1.0,0.4,0.5,0.14285714285714285,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2022,2022,False
1628878-1629568-1630957-1631022-203403,1611661322,"Ariel Atkins, Kennedy Burke, Rui Machida, Shakira Austin, Tianna Hawkins","Atkins, Burke, Machida, Austin, Hawkins",1628878-1629568-1630957-1631022-203403,WAS,75.0,1,1.0,4.0,2.0,2.0,,4.0,,,,,1.0,,,,,,1.0,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,1.0,,,,,,,,,76.8,13.5,24.0,13.5,24.0,,,,,1.0,,,,,,,,,,,,,,0.2314,,,21.8,,,,,,,,4.0,,,,,,,,,,,,,,,1.0,2.0,,,,,2.0,,1.0,,1.0,,,,,,,2.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,1.0,1.0,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2022,2022,False
1628278-1628899-1629568-203399-204333,1611661322,"Shatori Walker-Kimbrough, Myisha Hines-Allen, Kennedy Burke, Elena Delle Donne, Natasha Cloud","Walker-Kimbrough, Hines-Allen, Burke, Delle Donne, Cloud",1628278-1628899-1629568-203399-204333,WAS,67.0,1,1.0,,2.0,1.0,,3.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,64.4776119402985,23.5,20.0,23.5,20.0,,,,,,,,,,,,,,,,,,,0.352,,,6.65,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2022,2022,False
1629568-1630957-1631022-203399-204333,1611661322,"Kennedy Burke, Rui Machida, Shakira Austin, Elena Delle Donne, Natasha Cloud","Burke, Machida, Austin, Delle Donne, Cloud",1629568-1630957-1631022-203399-204333,WAS,105.0,1,2.0,-2.0,3.0,3.0,1.0,6.0,1.0,1.0,,,1.0,,,,,,1.0,2.0,,,2.0,4.0,,,,,,2.0,,,,1.0,,1.0,,1.0,2.0,,1.0,1.0,2.0,,,2.0,1.0,2.0,,,,1.0,1.0,,,,,0.5,,0.5,,0.5,,,1.0,1.0,,1.0,1.0,,82.28571428571429,23.666666666666668,11.333333333333334,20.666666666666668,11.333333333333334,0.5,1.0,1.0,1.0,0.5,,,,,,,,,,,,0.5,,0.4768,,,9.4,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2022,2022,False
1628878-1630957-1631022-203399-204333,1611661322,"Ariel Atkins, Rui Machida, Shakira Austin, Elena Delle Donne, Natasha Cloud","Atkins, Machida, Austin, Delle Donne, Cloud",1628878-1630957-1631022-203399-204333,WAS,112.0,1,2.0,-4.0,4.0,4.0,,8.0,,1.0,,,,,,,,,,3.0,,,,4.0,,,,,,,,,,,,,,,,,,,,2.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,102.85714285714286,21.0,7.0,21.0,7.0,0.3333333333333333,,,,,,,,,,,,,,,,0.3333333333333333,,0.38493333333333335,,,6.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2022,2022,False
1628278-1628899-1630957-202252-204322,1611661322,"Shatori Walker-Kimbrough, Myisha Hines-Allen, Rui Machida, Alysha Clark, Elizabeth Williams","Walker-Kimbrough, Hines-Allen, Machida, Clark, Williams",1628278-1628899-1630957-202252-204322,WAS,384.0,3,6.0,,12.0,15.0,1.0,27.0,3.0,3.0,1.0,1.0,2.0,,1.0,2.0,,,3.0,7.0,1.0,2.0,9.0,9.0,1.0,1.0,,,2.0,4.0,,2.0,1.0,2.0,,2.0,,2.0,4.0,,1.0,1.0,7.0,2.0,1.0,4.0,3.0,4.0,3.0,3.0,2.0,0.6666666666666666,1.0,,0.5,,0.5,0.42857142857142855,1.0,0.5,1.0,0.5,1.0,0.2222222222222222,1.0,0.25,,0.2,0.5,,101.25,12.75,15.4,12.75,14.666666666666666,0.3333333333333333,1.0,1.0,0.6666666666666666,0.2222222222222222,,0.2222222222222222,0.5,0.5,,1.0,1.0,,,,,0.5555555555555556,0.5,0.5239722222222222,0.6664,0.2222222222222222,6.742857142857143,25.25,,,,,,,7.0,,,,,,,,,,,,,,2.0,,,,,,,2.0,,1.0,4.0,6.0,,1.0,,,,,,,,,,,,,,,,,,1.0,0.5,0.8333333333333334,,,,1.0,1.0,0.5,,,0.2222222222222222,,,,,,,1.0,1.0,1.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2022,2022,False
1628899-1629568-1630957-204322-204333,1611661322,"Myisha Hines-Allen, Kennedy Burke, Rui Machida, Elizabeth Williams, Natasha Cloud","Hines-Allen, Burke, Machida, Williams, Cloud",1628899-1629568-1630957-204322-204333,WAS,311.0,3,5.0,-3.0,10.0,9.0,3.0,19.0,1.0,2.0,1.0,2.0,1.0,2.0,,3.0,,1.0,1.0,6.0,,5.0,4.0,7.0,1.0,4.0,,1.0,2.0,2.0,,3.0,,1.0,,1.0,,1.0,2.0,1.0,3.0,4.0,8.0,1.0,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,0.16666666666666666,0.25,0.09090909090909091,0.2,0.16666666666666666,0.2,0.45454545454545453,,0.6,0.2,0.4,1.0,,87.97427652733118,14.7,18.22222222222222,12.2,16.555555555555557,0.18181818181818182,0.5,0.5,1.0,0.09090909090909091,0.18181818181818182,0.2727272727272727,,,,0.4,0.5,1.0,0.2,,,0.6363636363636364,,0.4766409090909091,0.4263625,0.5,7.233333333333333,24.619999999999997,,,,,,,2.0,,,,,,,,,,,3.0,,,3.0,,2.0,,,,,,1.0,1.0,3.0,4.0,2.0,,1.0,,,,2.0,1.0,,,,,,,,,,0.16666666666666666,,0.42857142857142855,1.0,0.5,,0.3333333333333333,,0.5,0.5,1.0,,,0.2727272727272727,,,,,0.08333333333333333,0.14285714285714285,,,,1.0,,,2.0,1.0,0.3333333333333333,0.6666666666666666,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2022,2022,False
1628278-1628899-1629568-1630957-203399,1611661322,"Shatori Walker-Kimbrough, Myisha Hines-Allen, Kennedy Burke, Rui Machida, Elena Delle Donne","Walker-Kimbrough, Hines-Allen, Burke, Machida, Delle Donne",1628278-1628899-1629568-1630957-203399,WAS,37.0,1,1.0,-3.0,1.0,2.0,,3.0,,,,,,,,1.0,,,,,,1.0,,3.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,116.75675675675676,15.0,11.0,15.0,11.0,,,,,,,1.0,,,,,,,,,,1.0,,0.51765,,,,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2022,2022,False
