EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,FoulsDrawn,Loose Ball Fouls Drawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,AtRimAssists,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,Charge Fouls,FTA,TwoPtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,PenaltyDefPoss,PtsUnassisted2s,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Corner3Assists,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,DefAtRimReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,SecondChanceOffPoss,LongMidRangeFGM,LongMidRangeFGA,SecondChanceArc3FGA,SecondChanceFG3A,LongMidRangeAssists,OffThreePtRebounds,FTDefRebounds,LiveBallTurnovers,BadPassTurnovers,Travels,ShootingFouls,2pt And 1 Free Throw Trips,LiveBallTurnoverPct,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3Frequency,PenaltyFtPoints,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFG2A,LostBallTurnovers,BlockedShortMidRange,OffCorner3ReboundPct,SecondChanceTurnovers,Offensive Fouls,SecondChanceArc3FGM,SecondChanceFG3M,SecondChancePoints,FTOffRebounds,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,OffFTReboundPct,SecondChanceArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,SecondChanceArc3PctAssisted,SecondChanceFtPoints,Charge Fouls Drawn,LongMidRangePctBlocked,team_id,year,season,team_vs
1628273-1628287-1628890-1629482-1629484,1611661317,"Kaela Davis, Jennie Simms, Diamond DeShields, Sophie Cunningham, Megan Gustafson","Davis, Simms, DeShields, Cunningham, Gustafson",1628273-1628287-1628890-1629482-1629484,PHO,48.0,1,1,2.0,1,1,1.0,2,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60.0,15.0,33.0,15.0,33.0,1.0,1.0,1.0,1.0,0.524,0.524,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2022,2022,True
1628273-1628287-1628890-1629482-1629488,1611661317,"Kaela Davis, Jennie Simms, Diamond DeShields, Sophie Cunningham, Brianna Turner","Davis, Simms, DeShields, Cunningham, Turner",1628273-1628287-1628890-1629482-1629488,PHO,271.0,1,5,9.0,9,9,5.0,18,1.0,2.0,2.0,3.0,15.0,1.0,2.0,5.0,4.0,2.0,3.0,1.0,7.0,2.0,4.0,5.0,1.0,,15.0,5.0,5.0,1.0,1.0,0.6666666666666666,0.5,0.9285714285714286,0.625,0.9375,0.625,0.6666666666666666,0.8,,95.64575645756457,14.333333333333334,15.777777777777779,14.333333333333334,15.666666666666666,0.2857142857142857,0.5,1.0,1.0,0.49402857142857143,0.4939875,0.3333333333333333,5.666666666666667,0.5555555555555556,1.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,3.0,4.0,2.0,6.0,1.0,2.0,3.0,6.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,0.3333333333333333,0.75,0.5,0.75,0.5714285714285714,0.3333333333333333,0.5,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,0.14285714285714285,1.0,1.0,1.0,0.5714285714285714,0.75,0.75,0.3333333333333333,0.25,1.0,0.5,0.5,0.7142857142857143,0.75,0.125,0.25,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2022,2022,True
1628273-1628287-1628890-1629484-1629488,1611661317,"Kaela Davis, Jennie Simms, Diamond DeShields, Megan Gustafson, Brianna Turner","Davis, Simms, DeShields, Gustafson, Turner",1628273-1628287-1628890-1629484-1629488,PHO,109.0,1,2,-3.0,4,5,,9,,,1.0,1.0,5.0,,,,,,,,,,,,,,5.0,,,,,1.0,,0.625,,0.625,,,,,118.89908256880734,13.0,11.4,13.0,11.4,,,,,0.6176125,,,3.0,,1.0,1.0,,,1.0,3.0,,,1.0,3.0,,8.0,,,,3.0,3.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,0.3333333333333333,,0.3333333333333333,0.75,,,,,,,,,0.25,1.0,1.0,,0.75,0.3333333333333333,0.3333333333333333,,,,,,1.0,0.3333333333333333,,,25.833333333333332,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2022,2022,True
1628273-1628287-1629482-1629484-1629488,1611661317,"Kaela Davis, Jennie Simms, Sophie Cunningham, Megan Gustafson, Brianna Turner","Davis, Simms, Cunningham, Gustafson, Turner",1628273-1628287-1629482-1629484-1629488,PHO,196.0,1,3,7.0,5,5,5.0,10,1.0,1.0,2.0,2.0,13.0,2.0,2.0,13.0,4.0,2.0,4.0,1.0,10.0,1.0,3.0,3.0,,,13.0,13.0,5.0,1.0,1.0,1.0,1.0,1.3,1.3,1.3,1.3,0.5,0.75,,73.46938775510205,14.6,24.6,14.6,23.4,0.2,1.0,1.0,1.0,0.56258,0.56258,1.0,8.25,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,,6.0,3.0,3.0,6.0,3.0,2.0,2.0,,2.0,1.0,1.0,,2.0,,,,,,,,,1.0,,,,0.6666666666666666,1.0,1.0,1.0,0.6,,,,1.0,,,,,0.2,1.0,1.0,1.0,0.4,1.0,1.0,0.5,0.2,1.0,0.4,1.0,0.8,1.0,,,24.599999999999998,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2022,2022,True
1628273-1628287-1629482-1629488-203389,1611661317,"Kaela Davis, Jennie Simms, Sophie Cunningham, Brianna Turner, Yvonne Turner","Davis, Simms, Cunningham, Turner, Turner",1628273-1628287-1629482-1629488-203389,PHO,33.0,1,1,,1,1,,2,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,87.27272727272727,7.0,26.0,7.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2022,2022,True
1628273-1628287-1629484-1629488-1631068,1611661317,"Kaela Davis, Jennie Simms, Megan Gustafson, Brianna Turner, Sam Thomas","Davis, Simms, Gustafson, Turner, Thomas",1628273-1628287-1629484-1629488-1631068,PHO,46.0,1,1,-2.0,1,2,1.0,3,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,1.0,,93.91304347826086,17.0,14.5,17.0,14.5,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2022,2022,True
1628273-1628287-1629484-1631068-204334,1611661317,"Kaela Davis, Jennie Simms, Megan Gustafson, Sam Thomas, Reshanda Gray","Davis, Simms, Gustafson, Thomas, Gray",1628273-1628287-1629484-1631068-204334,PHO,730.0,2,12,3.0,25,23,7.0,48,,2.0,3.0,7.0,27.0,,1.0,3.0,4.0,2.0,9.0,,25.0,6.0,12.0,13.0,2.0,1.0,27.0,3.0,7.0,0.6666666666666666,0.6666666666666666,0.42857142857142855,,0.6428571428571429,0.25,0.6428571428571429,0.25,0.75,0.75,,94.68493150684932,14.84,15.608695652173912,14.24,15.521739130434783,0.09523809523809523,,,,0.4803904761904762,0.519275,0.1111111111111111,10.242857142857144,0.28,2.0,2.0,,,6.0,13.0,1.0,5.0,7.0,14.0,,24.0,1.0,5.0,21.0,,13.0,6.0,,7.0,6.0,1.0,,3.0,1.0,1.0,,1.0,,1.0,3.0,,5.0,,1.0,1.0,1.0,0.5,0.2,0.5,0.6666666666666666,,,,0.75,0.09090909090909091,,1.0,0.75,0.09523809523809523,1.0,1.0,0.5,0.6190476190476191,0.46153846153846156,0.46153846153846156,1.0,,,0.8333333333333334,0.2,0.7619047619047619,0.46153846153846156,0.047619047619047616,0.14285714285714285,25.535714285714285,13.0,2.0,1.0,1.0,,,1.0,,,,,,0.6666666666666666,,,0.047619047619047616,1.0,1.0,1.0,,,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,4.0,1.0,0.6666666666666666,1.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2022,2022,True
1628273-1628890-1629482-1629484-1629488,1611661317,"Kaela Davis, Diamond DeShields, Sophie Cunningham, Megan Gustafson, Brianna Turner","Davis, DeShields, Cunningham, Gustafson, Turner",1628273-1628890-1629482-1629484-1629488,PHO,479.0,2,8,8.0,16,17,8.0,33,5.0,6.0,7.0,9.0,26.0,5.0,5.0,14.0,10.0,5.0,7.0,3.0,16.0,2.0,6.0,6.0,4.0,,26.0,14.0,8.0,0.7142857142857143,0.7142857142857143,0.7777777777777778,1.0,0.7692307692307693,0.8333333333333334,0.8125,0.875,0.6666666666666666,0.8333333333333334,0.5,99.20668058455115,13.0,15.941176470588236,13.0,15.352941176470589,0.46153846153846156,0.8333333333333334,0.8333333333333334,0.6,0.4945576923076923,0.49983333333333335,0.5384615384615384,9.944444444444445,0.5,,,,,2.0,4.0,,1.0,2.0,4.0,6.0,18.0,,1.0,6.0,,4.0,2.0,,2.0,2.0,,,3.0,,2.0,1.0,1.0,,,,,2.0,,6.0,2.0,1.0,0.5,,0.5,0.3076923076923077,,,,1.0,,,1.0,1.0,,,,,0.3076923076923077,0.5,0.5,1.0,,,0.16666666666666666,,0.3076923076923077,0.5,0.13333333333333333,0.18181818181818182,25.55,10.0,4.0,,,,,,1.0,,2.0,2.0,,,,1.0,,,,,,,,,2.0,3.0,,,2.0,,1.0,,,,2.0,,,1.0,,,0.23076923076923078,0.6666666666666666,0.6666666666666666,1.0,,4.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2022,2022,True
1628273-1628890-1629482-1629484-203389,1611661317,"Kaela Davis, Diamond DeShields, Sophie Cunningham, Megan Gustafson, Yvonne Turner","Davis, DeShields, Cunningham, Gustafson, Turner",1628273-1628890-1629482-1629484-203389,PHO,225.0,1,4,-1.0,7,7,1.0,14,,,1.0,2.0,6.0,,1.0,,2.0,1.0,1.0,,2.0,2.0,2.0,3.0,2.0,,6.0,,1.0,1.0,1.0,0.5,,0.16666666666666666,,0.42857142857142855,,0.6666666666666666,0.6666666666666666,1.0,89.6,17.571428571428573,14.571428571428571,17.428571428571427,14.571428571428571,,,,,0.39395,0.29685,,16.3,0.14285714285714285,,,,,,3.0,,,,4.0,4.0,7.0,,1.0,,,3.0,,,,,,,,1.0,1.0,1.0,,,,1.0,,3.0,,4.0,1.0,,,,,0.6666666666666666,,,,,0.25,,0.5,,,,,,0.5,,,,,,,,0.6666666666666666,,0.14285714285714285,0.3333333333333333,24.4,1.0,,,1.0,,1.0,,1.0,,1.0,1.0,,,,1.0,0.16666666666666666,,,,0.5,,,1.0,1.0,2.0,,,1.0,1.0,,1.0,,,2.0,,1.0,,0.25,,0.3333333333333333,0.5,0.5,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1611661317,2022,2022,True
1628273-1628890-1629482-1629488-203389,1611661317,"Kaela Davis, Diamond DeShields, Sophie Cunningham, Brianna Turner, Yvonne Turner","Davis, DeShields, Cunningham, Turner, Turner",1628273-1628890-1629482-1629488-203389,PHO,229.0,2,4,5.0,10,9,5.0,19,,,2.0,2.0,13.0,,,4.0,,,,,,3.0,5.0,5.0,3.0,,13.0,4.0,5.0,,,1.0,,0.875,,0.9285714285714286,1.0,1.0,0.8,1.0,119.47598253275109,10.9,13.333333333333334,10.7,12.555555555555555,,,,,0.4869625,,0.3076923076923077,14.5,0.5,,,,,1.0,2.0,,,1.0,2.0,6.0,8.0,,,,3.0,2.0,1.0,,,,,,1.0,,,,,,1.0,3.0,3.0,2.0,,6.0,3.0,,0.5,,0.5,0.5,,,,0.5,,,1.0,1.0,,,,,0.5,0.5,0.5,,,,,,0.5,0.5,0.42857142857142855,0.6,26.3,2.0,4.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,,,,,1.0,2.0,2.0,1.0,1.0,,0.6666666666666666,1.0,,,0.5,1.0,1.0,,,4.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1611661317,2022,2022,True
