EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,Fouls,FoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,OffTwoPtRebounds,OffRebounds,SelfOReb,LostBallSteals,PenaltyTurnovers,Offensive Fouls,Blocked3s,BlockedCorner3,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,AtRimPctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,SelfORebPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,FtPoints,BadPassOutOfBoundsTurnovers,ShootingFouls,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Corner3FGA,PenaltyCorner3FGA,SecondChanceFtPoints,LostBallTurnovers,OffShortMidRangeReboundPct,Corner3Frequency,PenaltyCorner3Frequency,DefCorner3ReboundPct,PtsUnassisted3s,PenaltyFtPoints,LongMidRangeAssists,FTDefRebounds,NonShootingFoulsDrawn,DefFTReboundPct,LongMidRangePctAssisted,SecondChanceFG2A,Corner3FGM,Fg3aBlocked,Corner3Assists,SecondChanceTurnovers,Loose Ball Fouls,Blocked2s,BlockedShortMidRange,RecoveredBlocks,3SecondViolations,NonShootingPenaltyNonTakeFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,OffThreePtRebounds,BlockedAtRim,OffThreePtReboundPct,OffArc3ReboundPct,Charge Fouls,SecondChanceAtRimFGA,SecondChanceAtRimFrequency,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,BlockedLongMidRange,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChanceFg2Pct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PtsPutbacks,Loose Ball Fouls Drawn,OffLongMidRangeReboundPct,HeaveAttempts,FTOffRebounds,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,OffFTReboundPct,ThreePtShootingFoulsDrawnPct,LostBallOutOfBoundsTurnovers,OffCorner3ReboundPct,BlockedArc3,Charge Fouls Drawn,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,LongMidRangePctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,StepOutOfBoundsTurnovers,Defensive 3 Seconds Violations,Technical Free Throw Trips,team_id,year,season,team_vs
100720-1628931-1629496-201896-204319,1611661328,"Sue Bird, Gabby Williams, Ezi Magbegor, Briann January, Jewell Loyd","Bird, Williams, Magbegor, January, Loyd",100720-1628931-1629496-201896-204319,SEA,367.0,1,6.0,7.0,11.0,12.0,23.0,1.0,1.0,3.0,5.0,2.0,3.0,4.0,6.0,2.0,3.0,14.0,7.0,4.0,4.0,6.0,3.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,10.0,2.0,4.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,14.0,0.5,0.5,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.7777777777777778,0.3333333333333333,0.16666666666666666,0.2,0.5,0.8,1.0,0.8571428571428571,1.0,0.5,1.0,1.0,90.24523160762944,16.09090909090909,15.833333333333334,16.09090909090909,15.166666666666666,0.1111111111111111,1.0,1.0,1.0,0.5555555555555556,0.6,0.75,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.4444444444444444,0.6666666666666666,0.502261111111111,6.333333333333333,25.099999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2022,2022,True
100720-1627668-1629496-201896-204319,1611661328,"Sue Bird, Breanna Stewart, Ezi Magbegor, Briann January, Jewell Loyd","Bird, Stewart, Magbegor, January, Loyd",100720-1627668-1629496-201896-204319,SEA,293.0,1,5.0,1.0,11.0,10.0,21.0,2.0,5.0,,,1.0,2.0,3.0,7.0,1.0,2.0,9.0,8.0,,6.0,3.0,2.0,1.0,1.0,,1.0,1.0,1.0,,,3.0,1.0,1.0,2.0,3.0,2.0,1.0,,,1.0,,1.0,3.0,,6.0,,,1.0,0.5,0.5,0.42857142857142855,0.5,0.5,0.2222222222222222,0.14285714285714285,,,1.0,0.5,0.6666666666666666,,,1.0,1.0,103.20819112627986,16.636363636363637,11.0,15.090909090909092,10.6,0.5555555555555556,0.4,0.5,,,,,,0.2222222222222222,0.5,0.5,1.0,0.7777777777777778,0.5,0.5249111111111111,6.271428571428571,25.55,10.0,3.0,1.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,7.0,1.0,2.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,10.0,1.0,0.5,0.42857142857142855,1.5,0.5,1.5,0.5,0.2,0.25,0.2,0.3333333333333333,0.25,0.2222222222222222,0.5,0.5,1.0,1.0,1.0,0.5555555555555556,0.4,0.2222222222222222,0.5,0.3882,0.5249111111111111,0.3333333333333333,1.0,0.9090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2022,2022,True
1630461-202259-202650-204319-204334,1611661328,"Kiana Williams, Epiphanny Prince, Jantel Lavender, Jewell Loyd, Reshanda Gray","Williams, Prince, Lavender, Loyd, Gray",1630461-202259-202650-204319-204334,SEA,144.0,1,2.0,-6.0,5.0,5.0,10.0,,1.0,,,,,,2.0,,,2.0,8.0,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,2.0,2.0,2.0,,,,,,,,0.3333333333333333,,,,,,,,,,,,100.0,17.0,11.8,17.0,11.8,0.5,,,,,,,,,,,,0.5,,0.46025,11.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,2.0,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2022,2022,True
100720-201896-202650-204319-204334,1611661328,"Sue Bird, Briann January, Jantel Lavender, Jewell Loyd, Reshanda Gray","Bird, January, Lavender, Loyd, Gray",100720-201896-202650-204319-204334,SEA,94.0,1,2.0,5.0,2.0,2.0,4.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,,2.0,,3.0,1.0,1.0,,1.0,1.0,2.0,1.0,,1.0,5.0,,1.0,1.0,1.0,,,,,,,,1.0,,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,1.25,0.5,,,,1.0,,1.0,,,1.0,,61.276595744680854,19.0,28.0,19.0,28.0,,,,,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.446475,13.4,23.2,2.0,,,,,,,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,5.0,,,,,,,,,,5.0,2.0,,1.0,1.0,,1.25,,1.25,,,,,,,,,,,,,,0.5,1.0,,0.446475,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2022,2022,True
1628273-1628931-1630461-202259-204334,1611661328,"Kaela Davis, Gabby Williams, Kiana Williams, Epiphanny Prince, Reshanda Gray","Davis, Williams, Williams, Prince, Gray",1628273-1628931-1630461-202259-204334,SEA,316.0,1,5.0,-5.0,9.0,9.0,18.0,1.0,1.0,,2.0,,1.0,2.0,4.0,,2.0,8.0,13.0,2.0,2.0,,1.0,,,1.0,,1.0,,1.0,,2.0,,3.0,3.0,4.0,,,1.0,,,,1.0,,3.0,6.0,0.5,0.5,,,,0.5,0.3333333333333333,0.5,0.3333333333333333,,,1.0,1.0,,0.75,1.0,,1.0,,82.0253164556962,19.22222222222222,15.88888888888889,17.77777777777778,15.444444444444445,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333,,,,0.16666666666666666,,,,0.5,,0.40257499999999996,9.75,23.85,5.0,,1.0,,,1.0,1.0,,,,1.0,,,2.0,1.0,1.0,,2.0,2.0,1.0,1.0,,,1.0,,,,,2.0,5.0,,,1.0,,0.3333333333333333,1.0,0.3333333333333333,,0.5,0.25,,,0.16666666666666666,1.0,1.0,,,,,,0.3333333333333333,,,0.46515,0.25,0.25,0.5555555555555556,4.0,,,,4.0,2.0,0.25,0.3333333333333333,1.0,1.0,2.0,1.0,0.5,0.16666666666666666,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2022,2022,True
1628931-201896-202650-203855-204319,1611661328,"Gabby Williams, Briann January, Jantel Lavender, Stephanie Talbot, Jewell Loyd","Williams, January, Lavender, Talbot, Loyd",1628931-201896-202650-203855-204319,SEA,51.0,1,1.0,,3.0,2.0,5.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,141.1764705882353,6.0,16.5,6.0,16.5,1.0,,,,,,,,,,,,1.0,,0.6647,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2022,2022,True
201896-202650-203855-204319-204334,1611661328,"Briann January, Jantel Lavender, Stephanie Talbot, Jewell Loyd, Reshanda Gray","January, Lavender, Talbot, Loyd, Gray",201896-202650-203855-204319-204334,SEA,160.0,1,3.0,4.0,5.0,5.0,10.0,1.0,1.0,,,2.0,3.0,1.0,1.0,2.0,3.0,8.0,4.0,,2.0,6.0,3.0,2.0,,,2.0,2.0,2.0,,,6.0,2.0,1.0,3.0,3.0,,,1.0,1.0,,,1.0,1.0,,8.0,,,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.75,,,1.0,0.3333333333333333,0.6666666666666666,0.5,,1.0,,0.5,90.0,11.4,20.6,11.4,19.0,0.25,1.0,1.0,,,,,,0.75,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.5986375,1.7,24.633333333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2022,2022,True
1627668-1628273-201896-202259-202650,1611661328,"Breanna Stewart, Kaela Davis, Briann January, Epiphanny Prince, Jantel Lavender","Stewart, Davis, January, Prince, Lavender",1627668-1628273-201896-202259-202650,SEA,61.0,1,1.0,,3.0,2.0,5.0,,1.0,,1.0,,,,2.0,,,,,,,,,,2.0,,,,,,,,2.0,,2.0,2.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,,,,1.0,118.03278688524591,11.0,14.0,11.0,14.0,0.5,,,,0.5,,,,,,,,0.5,,0.60045,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2022,2022,True
1628273-1628931-202650-204319-204334,1611661328,"Kaela Davis, Gabby Williams, Jantel Lavender, Jewell Loyd, Reshanda Gray","Davis, Williams, Lavender, Loyd, Gray",1628273-1628931-202650-204319-204334,SEA,47.0,1,1.0,2.0,2.0,1.0,3.0,,,1.0,1.0,,,1.0,1.0,,,2.0,,2.0,,,,,,1.0,,1.0,,,1.0,2.0,,,,,,,,,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,91.91489361702128,12.0,23.0,12.0,23.0,,,,,1.0,1.0,1.0,1.0,,,,,,,0.5006,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2022,2022,True
1627668-1628273-1628931-201896-204319,1611661328,"Breanna Stewart, Kaela Davis, Gabby Williams, Briann January, Jewell Loyd","Stewart, Davis, Williams, January, Loyd",1627668-1628273-1628931-201896-204319,SEA,19.0,1,,-3.0,1.0,1.0,2.0,,,,,,1.0,,,,1.0,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,151.57894736842107,5.0,14.0,5.0,14.0,,,,,,,,,1.0,,,,1.0,,0.2109,,25.1,1.0,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,0.2109,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2022,2022,True
