EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Fouls,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,Corner3FGA,PenaltyCorner3FGA,FG3A,OpponentPoints,PenaltyFG3A,Fg3aBlocked,FoulsDrawn,PenaltyOffPossExcludingTakeFouls,FG3APct,FG3APctBlocked,Corner3PctBlocked,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Corner3Frequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Clear Path Fouls,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceTurnovers,ThreePtShootingFoulsDrawn,SecondChanceArc3Frequency,ThreePtShootingFoulsDrawnPct,Fg2aBlocked,BadPassOutOfBoundsTurnovers,Loose Ball Fouls,BlockedAtRim,RecoveredBlocks,FG2APctBlocked,LongMidRangePctBlocked,BlocksRecoveredPct,Arc3PctBlocked,SecondChanceCorner3FGA,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,Arc3Assists,LongMidRangeAssists,FTDefRebounds,SelfOReb,LostBallSteals,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Charge Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedLongMidRange,Defensive 3 Seconds Violations,SecondChanceFg3Pct,PenaltyFg3Pct,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,SelfORebPct,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,3pt And 1 Free Throw Trips,3SecondViolations,PenaltyCorner3Accuracy,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,Blocked3s,BlockedCorner3,HeaveMakes,team_id,year,season,team_vs
1628890-1629482-1629485-202250-203035,1611661317,"Diamond DeShields, Sophie Cunningham, Kristine Anigwe, Tina Charles, Shey Peddy","DeShields, Cunningham, Anigwe, Charles, Peddy",1628890-1629482-1629485-202250-203035,PHO,12.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2022,2022,False
100940-1628242-1628287-202250-203035,1611661317,"Diana Taurasi, Emma Cannon, Jennie Simms, Tina Charles, Shey Peddy","Taurasi, Cannon, Simms, Charles, Peddy",100940-1628242-1628287-202250-203035,PHO,42.0,1,,1.0,-3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,68.57142857142857,27.0,15.0,27.0,15.0,1.0,1.0,1.0,0.56565,0.56565,23.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2022,2022,False
100940-1629482-202250-203035-203400,1611661317,"Diana Taurasi, Sophie Cunningham, Tina Charles, Shey Peddy, Skylar Diggins-Smith","Taurasi, Cunningham, Charles, Peddy, Diggins-Smith",100940-1629482-202250-203035-203400,PHO,808.0,3,8.0,13.0,-13.0,30.0,31.0,15.0,61.0,2.0,1.0,7.0,42.0,4.0,,11.0,15.0,0.3333333333333333,,,108.7128712871287,14.266666666666667,12.258064516129032,13.766666666666667,12.225806451612904,0.09523809523809523,0.1111111111111111,0.5714285714285714,0.49831904761904766,0.5232166666666667,24.185714285714287,0.5,17.0,3.0,4.0,5.0,1.0,1.0,2.0,2.0,2.0,7.0,1.0,2.0,1.0,5.0,3.0,7.0,14.0,1.0,12.0,29.0,1.0,2.0,1.0,3.0,4.0,5.0,8.0,16.0,6.0,8.0,3.0,2.0,5.0,3.0,1.0,4.0,1.0,2.0,1.0,9.0,1.0,2.0,2.0,5.0,7.0,3.0,10.0,3.0,3.0,1.0,1.0,3.0,3.0,4.0,2.0,4.0,1.0,2.0,14.0,5.0,2.0,1.0,1.0,1.0,26.0,16.0,1.0,2.0,0.42857142857142855,0.5,1.0,0.14285714285714285,0.14285714285714285,0.5,0.5,0.8,0.40476190476190477,0.5,0.4444444444444444,0.5178571428571429,0.5,0.5714285714285714,0.25,0.8333333333333334,0.2857142857142857,1.0,0.16666666666666666,0.875,0.23076923076923078,0.2,1.0,0.2,1.0,0.6666666666666666,1.0,1.0,1.0,0.23809523809523808,0.8,0.8,0.5,0.3333333333333333,0.2857142857142857,0.2857142857142857,0.5,0.09523809523809523,0.5,0.5,0.5,0.5,1.0,0.23809523809523808,0.5,1.0,0.2222222222222222,1.0,0.3333333333333333,0.3948,0.19230769230769232,0.2631578947368421,0.10344827586206896,0.5517241379310345,7.478571428571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2022,2022,False
100940-1629482-1629484-1629488-203035,1611661317,"Diana Taurasi, Sophie Cunningham, Megan Gustafson, Brianna Turner, Shey Peddy","Taurasi, Cunningham, Gustafson, Turner, Peddy",100940-1629482-1629484-1629488-203035,PHO,143.0,1,2.0,2.0,-4.0,5.0,4.0,5.0,9.0,,,2.0,7.0,2.0,,2.0,5.0,0.5,,,90.62937062937063,16.8,14.75,13.6,13.0,,,0.5,0.4537875,0.4537875,25.0,1.0,4.0,2.0,,,,,,,,2.0,,,,2.0,2.0,,2.0,,3.0,3.0,,,,,,2.0,3.0,3.0,,,,,2.0,,,,,,,,,2.0,,,,2.0,2.0,,,1.0,1.0,,,1.0,1.0,,,,3.0,,,,,,3.0,3.0,2.0,,,,,,,,,,,,,0.3,,0.3,1.0,,1.0,,,,0.5,1.0,,,,,,,,,,,,0.5,,,,,,,,,,0.5,,,,,0.5,0.59085,0.2,,,1.0,11.6,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2022,2022,False
100940-1628890-1629482-202250-203035,1611661317,"Diana Taurasi, Diamond DeShields, Sophie Cunningham, Tina Charles, Shey Peddy","Taurasi, DeShields, Cunningham, Charles, Peddy",100940-1628890-1629482-202250-203035,PHO,207.0,1,4.0,3.0,-8.0,6.0,7.0,,13.0,1.0,,2.0,11.0,,,1.0,,0.5,,,90.43478260869564,18.166666666666668,14.0,18.166666666666668,13.285714285714286,0.25,,0.5,0.435575,,24.6,,5.0,,,,,,,,,1.0,,1.0,1.0,1.0,,,2.0,1.0,,3.0,,,,,,,,,,,3.0,,1.0,,1.0,1.0,1.0,,,3.0,,,,2.0,2.0,,2.0,,,1.0,1.0,1.0,,2.0,,1.0,,,,,,1.0,,1.0,3.0,,1.0,,,,1.0,0.5,0.5,,,,0.375,,,0.375,,,0.5,0.5,,,,0.5,,,,,0.5,0.5,,,,,,,,0.25,,,,0.25,,,1.0,1.0,1.0,0.25,,,,,,,,,,,11.95,,,,,,,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2022,2022,False
100940-1629482-1629484-1631068-202250,1611661317,"Diana Taurasi, Sophie Cunningham, Megan Gustafson, Sam Thomas, Tina Charles","Taurasi, Cunningham, Gustafson, Thomas, Charles",100940-1629482-1629484-1631068-202250,PHO,20.0,1,1.0,,-2.0,1.0,2.0,,3.0,,,1.0,2.0,,1.0,,,1.0,1.0,,216.0,12.0,4.0,12.0,4.0,,,1.0,0.5958,,22.7,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2022,2022,False
100940-1628890-1629488-202250-203400,1611661317,"Diana Taurasi, Diamond DeShields, Brianna Turner, Tina Charles, Skylar Diggins-Smith","Taurasi, DeShields, Turner, Charles, Diggins-Smith",100940-1628890-1629488-202250-203400,PHO,9916.0,13,73.0,165.0,-48.0,323.0,329.0,19.0,652.0,27.0,1.0,104.0,352.0,3.0,,65.0,19.0,0.3880597014925373,,,94.68334005647438,14.804953560371517,15.604863221884498,14.458204334365325,15.082066869300911,0.10074626865671642,0.09090909090909091,0.6044776119402985,0.5035074626865672,0.3715409090909091,24.772115384615386,0.058823529411764705,37.0,26.0,40.0,58.0,1.0,4.0,,,25.0,66.0,18.0,40.0,9.0,77.0,2.0,83.0,164.0,29.0,51.0,304.0,5.0,14.0,4.0,20.0,2.0,8.0,6.0,13.0,112.0,54.0,78.0,4.0,77.0,56.0,26.0,82.0,8.0,32.0,15.0,190.0,8.0,21.0,42.0,83.0,129.0,29.0,158.0,25.0,18.0,33.0,22.0,29.0,6.0,62.0,5.0,29.0,,3.0,64.0,25.0,4.0,21.0,10.0,21.0,284.0,13.0,3.0,4.0,0.6746987951807228,0.691358024691358,0.896551724137931,0.27884615384615385,0.27884615384615385,0.5060975609756098,0.35714285714285715,0.25,0.47201492537313433,0.42105263157894735,0.3181818181818182,0.5118243243243243,0.47619047619047616,0.43333333333333335,0.532258064516129,0.7757009345794392,0.2625,0.7777777777777778,0.1111111111111111,0.7763975155279503,0.19078947368421054,0.3,0.09090909090909091,0.08928571428571429,0.6,0.8431372549019608,0.8461538461538461,0.7551020408163265,1.0,0.21641791044776118,0.6896551724137931,0.7017543859649122,0.8,0.2462686567164179,0.3787878787878788,0.43859649122807015,0.6,0.14925373134328357,0.45,0.46153846153846156,0.3333333333333333,0.3333333333333333,0.8888888888888888,0.2873134328358209,0.21052631578947367,0.25,,,0.18181818181818182,0.49999000000000005,0.09278350515463918,0.13513513513513514,0.06578947368421052,0.04276315789473684,8.090853658536586,4.0,5.0,7.0,3.0,0.21052631578947367,0.018867924528301886,11.0,9.0,1.0,8.0,10.0,0.06707317073170732,0.025,0.47619047619047616,,1.0,20.0,2.0,1.0,2.0,1.0,9.0,20.0,18.0,9.0,4.0,3.0,7.0,1.0,11.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,3.0,1.0,0.4,0.3333333333333333,0.017241379310344827,0.13636363636363635,0.8,0.3888888888888889,0.1875,0.02127659574468085,0.5,0.2597402597402597,0.2597402597402597,0.9,0.05263157894736842,0.5,1.0,0.5,0.2597402597402597,,,,,,,,,,,,,,,1611661317,2022,2022,False
100940-1628890-1629488-1631068-202250,1611661317,"Diana Taurasi, Diamond DeShields, Brianna Turner, Sam Thomas, Tina Charles","Taurasi, DeShields, Turner, Thomas, Charles",100940-1628890-1629488-1631068-202250,PHO,54.0,1,,1.0,-4.0,2.0,3.0,,5.0,,,,6.0,,,,,,,,133.33333333333334,15.5,7.666666666666667,15.5,7.0,,,0.5,0.4653,,,,,,,1.0,,,,,1.0,1.0,,,,,,1.0,2.0,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,0.5,,,0.5,,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2022,2022,False
1629482-1629484-1629485-1629488-1631068,1611661317,"Sophie Cunningham, Megan Gustafson, Kristine Anigwe, Brianna Turner, Sam Thomas","Cunningham, Gustafson, Anigwe, Turner, Thomas",1629482-1629484-1629485-1629488-1631068,PHO,343.0,1,1.0,6.0,5.0,13.0,13.0,13.0,26.0,1.0,1.0,5.0,10.0,5.0,,4.0,13.0,0.5,,,109.15451895043732,10.923076923076923,15.461538461538462,10.923076923076923,15.0,0.1,0.1,0.7,0.501725,0.501725,24.66,1.0,12.0,2.0,1.0,2.0,,,1.0,2.0,1.0,3.0,,,,4.0,4.0,2.0,5.0,2.0,5.0,15.0,1.0,1.0,1.0,3.0,2.0,5.0,5.0,15.0,2.0,2.0,,2.0,4.0,1.0,,1.0,,1.0,,2.0,2.0,,6.0,1.0,7.0,2.0,9.0,,,1.0,,,,1.0,1.0,,,,8.0,3.0,1.0,1.0,,1.0,12.0,15.0,,1.0,0.5,1.0,,0.4,0.4,0.4,1.0,0.4,0.5,1.0,0.5,0.5357142857142857,0.75,0.5357142857142857,1.0,0.5,,1.0,0.6666666666666666,0.875,0.3333333333333333,,,0.5,,,1.0,1.0,1.0,0.2,0.5,1.0,1.0,0.3,0.3333333333333333,0.3333333333333333,,,,,,,,0.4,,,0.2,0.5,0.4,,0.23076923076923078,0.375,0.2,1.0,6.26,,,,,,,1.0,,,,1.0,0.2,,1.0,,,2.0,,2.0,,2.0,6.0,2.0,,,,,,,1.0,,,,,1.0,,,1.0,,,0.4,0.5,,,,1.0,,,0.5,0.5,,,,,0.5,0.5,,,,,,,,,,,,,,,1611661317,2022,2022,False
100940-1629482-1629484-202250-203400,1611661317,"Diana Taurasi, Sophie Cunningham, Megan Gustafson, Tina Charles, Skylar Diggins-Smith","Taurasi, Cunningham, Gustafson, Charles, Diggins-Smith",100940-1629482-1629484-202250-203400,PHO,406.0,2,5.0,7.0,5.0,14.0,13.0,,27.0,,,2.0,14.0,,,4.0,,0.15384615384615385,,,95.76354679802955,14.142857142857142,16.0,14.0,14.692307692307692,,,0.46153846153846156,0.5238153846153846,,24.05,,,1.0,4.0,4.0,,,,,3.0,5.0,,2.0,,2.0,,7.0,11.0,1.0,2.0,19.0,1.0,1.0,,2.0,,,,,10.0,4.0,3.0,,2.0,5.0,1.0,6.0,,3.0,2.0,13.0,,1.0,,3.0,3.0,1.0,4.0,2.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,2.0,1.0,,1.0,,1.0,17.0,,,,0.7142857142857143,0.7142857142857143,1.0,0.5,0.5,0.6363636363636364,1.0,,0.6538461538461539,1.0,,0.6785714285714286,1.0,,,1.0,0.25,,,0.6,0.2,,0.5,,1.0,1.0,,,,0.3076923076923077,1.0,1.0,0.75,0.38461538461538464,0.6,0.6,0.6666666666666666,0.15384615384615385,,,,,,0.15384615384615385,,,,,,0.4706,0.07142857142857142,0.08333333333333333,0.10526315789473684,,7.927272727272728,,,,,,,,,,1.0,1.0,,,1.0,,,1.0,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.5,0.5,1.0,,,,,0.5,,,,,,,,,,,,,,,1611661317,2022,2022,False
