EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,Charge Fouls,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Charge Fouls Drawn,LongMidRangePctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3SecondViolations,Defensive 3 Seconds Violations,BlockedCorner3,Corner3PctBlocked,team_id,year,season,team_vs
1628915-1629476-202250-204327-204334,1611661313,"Kia Nurse, Asia Durr, Tina Charles, Brittany Boyd, Reshanda Gray","Nurse, Durr, Charles, Boyd, Gray",1628915-1629476-202250-204327-204334,NYL,5123.0,13,85.0,47.0,172.0,170.0,39.0,16.0,25.0,342.0,32.0,51.0,6.0,11.0,1.0,5.0,7.0,25.0,13.0,27.0,4.0,9.0,2.0,3.0,15.0,43.0,5.0,2.0,12.0,52.0,103.0,19.0,52.0,35.0,196.0,149.0,9.0,17.0,5.0,8.0,26.0,5.0,15.0,4.0,15.0,15.0,37.0,66.0,38.0,54.0,3.0,6.0,43.0,15.0,8.0,33.0,18.0,51.0,14.0,4.0,19.0,5.0,9.0,120.0,9.0,20.0,1.0,16.0,46.0,5.0,67.0,30.0,97.0,2.0,15.0,8.0,7.0,16.0,2.0,9.0,10.0,2.0,7.0,1.0,1.0,26.0,1.0,3.0,13.0,32.0,2.0,4.0,38.0,5.0,3.0,43.0,4.0,1.0,17.0,6.0,11.0,7.0,1.0,3.0,11.0,5.0,170.0,32.0,36.0,2.0,3.0,0.6346153846153846,0.673469387755102,0.9473684210526315,0.36538461538461536,0.26666666666666666,0.36538461538461536,0.5048543689320388,0.5294117647058824,0.3333333333333333,0.5193548387096775,0.4090909090909091,0.36666666666666664,0.5603448275862069,0.4642857142857143,0.46153846153846156,0.33548387096774196,0.07766990291262135,0.09803921568627451,0.12,0.6153846153846154,1.0,0.2,0.696969696969697,0.39215686274509803,0.8421052631578947,0.28125,0.7294117647058823,0.3493975903614458,0.5263157894736842,0.2222222222222222,0.42857142857142855,0.25925925925925924,0.4,0.5909090909090909,0.6666666666666666,0.8823529411764706,0.8666666666666667,0.75,0.02666666666666667,96.13117314073784,0.45454545454545453,14.755813953488373,15.205882352941176,13.709302325581396,14.66470588235294,0.32903225806451614,0.6274509803921569,0.6956521739130435,0.59375,0.16129032258064516,0.28,0.3181818181818182,0.7142857142857143,0.17419354838709677,0.48148148148148145,0.48148148148148145,0.6923076923076923,0.05806451612903226,0.4444444444444444,0.4444444444444444,1.0,0.27741935483870966,0.3488372093023256,0.3488372093023256,0.9333333333333333,0.5,0.5454545454545454,0.5,0.22727272727272727,0.16666666666666666,0.2,0.1,0.6666666666666666,0.4,0.16666666666666666,0.6645161290322581,0.3488372093023256,0.5060880645161291,0.4914194444444444,0.48196833333333333,0.10119047619047619,0.14655172413793102,0.1326530612244898,0.18877551020408162,7.618446601941748,24.36346153846154,0.22674418604651161,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2019,2019,True
101030-1628915-1629476-202250-204320,1611661313,"Tanisha Wright, Kia Nurse, Asia Durr, Tina Charles, Amanda Zahui B","Wright, Nurse, Durr, Charles, Zahui B",101030-1628915-1629476-202250-204320,NYL,3093.0,8,52.0,3.0,110.0,108.0,32.0,26.0,9.0,218.0,18.0,28.0,3.0,5.0,8.0,9.0,7.0,16.0,9.0,17.0,1.0,4.0,,2.0,8.0,31.0,1.0,2.0,7.0,34.0,61.0,9.0,35.0,8.0,103.0,100.0,3.0,6.0,1.0,,9.0,13.0,19.0,2.0,9.0,2.0,34.0,50.0,18.0,24.0,3.0,4.0,30.0,8.0,5.0,25.0,8.0,33.0,7.0,1.0,13.0,4.0,8.0,74.0,3.0,8.0,,19.0,14.0,2.0,35.0,11.0,46.0,,14.0,9.0,5.0,14.0,3.0,9.0,7.0,3.0,5.0,,,21.0,3.0,6.0,9.0,24.0,3.0,,19.0,1.0,2.0,10.0,,,5.0,,4.0,2.0,,2.0,4.0,2.0,94.0,34.0,32.0,5.0,,0.7352941176470589,0.78125,0.8888888888888888,0.2571428571428571,0.2222222222222222,0.2647058823529412,0.5573770491803278,0.5,0.6842105263157895,0.4947916666666667,0.6428571428571429,0.5714285714285714,0.5099009900990099,0.6428571428571429,0.5862068965517241,0.3645833333333333,0.08196721311475409,0.14285714285714285,0.0625,0.6666666666666666,1.0,,0.6666666666666666,0.2962962962962963,0.8260869565217391,0.12,0.75,0.21153846153846154,0.2,0.2222222222222222,0.5,0.09090909090909091,0.3333333333333333,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.8823529411764706,0.6666666666666666,,101.49369544131912,0.5,14.681818181818182,13.685185185185185,14.427272727272728,13.222222222222221,0.2916666666666667,0.6428571428571429,0.75,0.7222222222222222,0.16666666666666666,0.4375,0.4666666666666667,0.5714285714285714,0.17708333333333334,0.5294117647058824,0.5294117647058824,0.8888888888888888,0.041666666666666664,0.25,0.25,1.0,0.3229166666666667,0.25806451612903225,0.25806451612903225,0.875,0.7142857142857143,0.6,0.3333333333333333,0.14285714285714285,0.32142857142857145,0.8888888888888888,0.07142857142857142,,0.25,0.2857142857142857,0.65625,0.26666666666666666,0.50163,0.60526,0.4848462962962963,0.04950495049504951,0.07575757575757576,0.08737864077669903,0.3300970873786408,8.139344262295081,25.02,0.2909090909090909,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1611661313,2019,2019,True
101030-1628915-202250-203829-204320,1611661313,"Tanisha Wright, Kia Nurse, Tina Charles, Bria Hartley, Amanda Zahui B","Wright, Nurse, Charles, Hartley, Zahui B",101030-1628915-202250-203829-204320,NYL,7333.0,12,122.0,40.0,240.0,241.0,25.0,12.0,35.0,481.0,34.0,58.0,8.0,12.0,4.0,5.0,21.0,41.0,19.0,49.0,5.0,11.0,,1.0,23.0,52.0,3.0,,1.0,74.0,148.0,28.0,63.0,43.0,275.0,235.0,13.0,23.0,4.0,8.0,46.0,7.0,14.0,,2.0,11.0,25.0,112.0,36.0,72.0,12.0,14.0,52.0,23.0,12.0,56.0,24.0,80.0,19.0,5.0,27.0,12.0,17.0,184.0,10.0,27.0,2.0,31.0,62.0,2.0,95.0,39.0,134.0,6.0,22.0,17.0,5.0,19.0,7.0,12.0,21.0,2.0,7.0,,2.0,40.0,5.0,3.0,19.0,49.0,3.0,4.0,66.0,5.0,5.0,58.0,2.0,2.0,23.0,6.0,16.0,7.0,1.0,8.0,16.0,11.0,229.0,24.0,24.0,1.0,5.0,0.7567567567567568,0.835820895522388,0.8571428571428571,0.4444444444444444,,0.4444444444444444,0.5,0.5652173913043478,0.5,0.5497630331753555,0.7037037037037037,0.4375,0.5735294117647058,0.71875,0.5217391304347826,0.2985781990521327,0.08108108108108109,0.10344827586206896,0.0975609756097561,0.475,1.0,0.2857142857142857,0.8157894736842105,0.3698630136986301,0.8157894736842105,0.2857142857142857,0.8157894736842105,0.3425925925925926,0.5,0.4,0.2413793103448276,0.3103448275862069,0.16666666666666666,0.8571428571428571,0.8181818181818182,0.7727272727272727,0.8387096774193549,0.7142857142857143,0.0625,94.45520250920497,0.6875,15.825,14.66804979253112,14.941666666666666,14.224066390041493,0.27488151658767773,0.5862068965517241,0.6538461538461539,0.7941176470588235,0.1943127962085308,0.5121951219512195,0.5675675675675675,0.5714285714285714,0.23222748815165878,0.3877551020408163,0.40425531914893614,0.8947368421052632,0.052132701421800945,0.45454545454545453,0.45454545454545453,1.0,0.24644549763033174,0.4423076923076923,0.4423076923076923,0.8260869565217391,0.4444444444444444,0.6666666666666666,0.5,0.1111111111111111,0.3125,0.8,0.0625,,0.0625,,0.5734597156398105,0.4423076923076923,0.49759597156398105,0.5112704545454545,0.42435625,0.09913793103448276,0.13609467455621302,0.16727272727272727,0.09090909090909091,9.41554054054054,24.57936507936508,0.10416666666666667,3.0,4.0,,,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.04081632653061224,0.037037037037037035,1.0,1.0,,,,,,,,,,,,,1611661313,2019,2019,True
1628248-1628915-1629476-1629566-204327,1611661313,"Nayo Raincock-Ekunwe, Kia Nurse, Asia Durr, Han Xu, Brittany Boyd","Raincock-Ekunwe, Nurse, Durr, Xu, Boyd",1628248-1628915-1629476-1629566-204327,NYL,151.0,1,3.0,4.0,6.0,6.0,3.0,,,12.0,,2.0,,,,2.0,,,,,,,,,2.0,2.0,,,,,2.0,2.0,2.0,2.0,8.0,4.0,,,,,,,2.0,,,,,,,6.0,,,2.0,2.0,1.0,,2.0,2.0,2.0,,,,,6.0,,,,1.0,1.0,,2.0,,2.0,,1.0,,1.0,,,,1.0,,,,1.0,1.0,,1.0,,,,,2.0,,,3.0,,,1.0,,,,,,,,8.0,,3.0,,,,,1.0,1.0,,1.0,,,,0.75,,,0.8,,,0.5,0.5,0.5,,,,,0.3333333333333333,,1.0,,0.5,,,,,,,,1.0,,1.0,,,114.43708609271523,,7.333333333333333,17.833333333333332,7.333333333333333,17.166666666666668,0.5,,,,,,,,,,,,,,,,0.5,1.0,1.0,1.0,,,,,1.0,,,,,,1.0,1.0,0.6548125,,0.6569,0.4,0.3333333333333333,,,1.85,25.0,0.5,,,,,,,,,,,,,,,1.0,1.0,0.5,,,,,,,,,,1611661313,2019,2019,True
101030-1628248-1628915-202250-203839,1611661313,"Tanisha Wright, Nayo Raincock-Ekunwe, Kia Nurse, Tina Charles, Tiffany Bias","Wright, Raincock-Ekunwe, Nurse, Charles, Bias",101030-1628248-1628915-202250-203839,NYL,259.0,2,4.0,-2.0,10.0,10.0,4.0,3.0,,20.0,3.0,3.0,,,1.0,1.0,,2.0,,1.0,,,,,,,,,,3.0,6.0,,,1.0,7.0,9.0,,,,,,1.0,2.0,,,,2.0,2.0,4.0,,,,,,,1.0,,1.0,,,1.0,,,2.0,,,,1.0,2.0,,3.0,,3.0,,3.0,2.0,1.0,4.0,,2.0,,,2.0,,,4.0,,2.0,2.0,3.0,1.0,,3.0,,,4.0,,,1.0,1.0,1.0,,,1.0,1.0,,7.0,2.0,4.0,,,0.3333333333333333,0.3333333333333333,,,,,0.5,,0.5,0.5,,0.5,0.4375,,0.5,,,,,1.0,,,0.5,,1.0,,0.6,,,,,,,,0.3333333333333333,1.0,1.0,,,111.1969111969112,,11.0,14.9,11.0,13.1,0.5,1.0,1.0,0.3333333333333333,0.3333333333333333,,,,0.16666666666666666,,,,,,,,,,,,,,,,0.5,1.0,,,,,0.5,,0.5493166666666667,,0.4692,0.14285714285714285,0.14285714285714285,,0.2857142857142857,8.299999999999999,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2019,2019,True
101030-1628248-1628915-203069-204327,1611661313,"Tanisha Wright, Nayo Raincock-Ekunwe, Kia Nurse, Avery Warley-Talbert, Brittany Boyd","Wright, Raincock-Ekunwe, Nurse, Warley-Talbert, Boyd",101030-1628248-1628915-203069-204327,NYL,109.0,1,2.0,-5.0,2.0,2.0,,,,4.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,52.84403669724771,,33.5,21.0,33.5,17.5,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3106,,,,,,,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2019,2019,True
101030-1628248-1628915-204296-204334,1611661313,"Tanisha Wright, Nayo Raincock-Ekunwe, Kia Nurse, Rebecca Allen, Reshanda Gray","Wright, Raincock-Ekunwe, Nurse, Allen, Gray",101030-1628248-1628915-204296-204334,NYL,48.0,1,1.0,,1.0,2.0,1.0,,,3.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,90.0,1.0,14.0,17.0,14.0,17.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,0.44355,,0.44355,,,,,,23.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2019,2019,True
101030-1628248-1629476-202250-203829,1611661313,"Tanisha Wright, Nayo Raincock-Ekunwe, Asia Durr, Tina Charles, Bria Hartley","Wright, Raincock-Ekunwe, Durr, Charles, Hartley",101030-1628248-1629476-202250-203829,NYL,35.0,1,1.0,4.0,2.0,1.0,,,,3.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,2.0,2.0,,,,4.0,,,,,,,,,,,,,4.0,,,,,,,,2.0,,2.0,,,1.0,,1.0,4.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,1.0,1.0,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,123.42857142857142,,10.5,14.0,10.5,14.0,0.5,1.0,1.0,1.0,,,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,0.5,,0.5464,,,,,,,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2019,2019,True
101030-1628248-1629546-202250-203829,1611661313,"Tanisha Wright, Nayo Raincock-Ekunwe, Marine Johannes, Tina Charles, Bria Hartley","Wright, Raincock-Ekunwe, Johannes, Charles, Hartley",101030-1628248-1629546-202250-203829,NYL,24.0,1,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,60.0,,,11.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2019,2019,True
101030-1628248-1629546-204296-204320,1611661313,"Tanisha Wright, Nayo Raincock-Ekunwe, Marine Johannes, Rebecca Allen, Amanda Zahui B","Wright, Raincock-Ekunwe, Johannes, Allen, Zahui B",101030-1628248-1629546-204296-204320,NYL,151.0,2,3.0,-6.0,6.0,7.0,3.0,1.0,1.0,13.0,,3.0,,1.0,,,,,1.0,1.0,,,,,,1.0,,,1.0,1.0,4.0,,1.0,,2.0,8.0,,1.0,,,,,,,1.0,,,2.0,,,,,1.0,,,1.0,,1.0,,,,,1.0,2.0,,1.0,,,2.0,1.0,3.0,1.0,4.0,,,,,1.0,,,,,1.0,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,2.0,,3.0,,,1.0,1.0,,,,,0.25,,,0.2,,,0.2,,,0.2,,,,1.0,1.0,,1.0,0.3333333333333333,,,0.6666666666666666,0.3333333333333333,0.3333333333333333,,,,,,1.0,,,,,123.97350993377484,,13.333333333333334,10.142857142857142,13.166666666666666,9.571428571428571,0.6,,,,,,,,0.2,1.0,1.0,1.0,,,,,0.2,,,,1.0,,,,,,,,1.0,,0.8,,0.57851,0.6281,0.51345,,,,,5.175,22.7,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2019,2019,True
