EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,PenaltyFtPoints,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,HeaveAttempts,Technical Free Throw Trips,Corner3PctBlocked,Offensive Fouls,3SecondViolations,3pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,team_id,year,season,team_vs
1628276-1628932-1629498-202633-203825,1611661319,"Kelsey Plum, A'ja Wilson, Jackie Young, Liz Cambage, Kayla McBride","Plum, Wilson, Young, Cambage, McBride",1628276-1628932-1629498-202633-203825,LVA,13797.0,22,230.0,-24.0,476.0,474.0,21.0,27.0,41.0,950.0,62.0,93.0,9.0,15.0,3.0,5.0,39.0,121.0,34.0,84.0,8.0,22.0,1.0,1.0,1.0,1.0,36.0,115.0,4.0,11.0,1.0,8.0,135.0,298.0,44.0,137.0,40.0,442.0,466.0,15.0,29.0,5.0,12.0,45.0,4.0,11.0,2.0,9.0,14.0,184.0,86.0,123.0,9.0,10.0,115.0,36.0,26.0,3.0,92.0,41.0,133.0,33.0,8.0,41.0,23.0,28.0,307.0,17.0,32.0,1.0,36.0,136.0,6.0,178.0,50.0,228.0,6.0,47.0,36.0,11.0,43.0,8.0,26.0,30.0,2.0,17.0,3.0,10.0,73.0,6.0,4.0,50.0,94.0,1.0,3.0,64.0,5.0,7.0,3.0,45.0,2.0,22.0,1.0,37.0,2.0,2.0,13.0,1.0,23.0,39.0,22.0,397.0,14.0,21.0,4.0,0.6814814814814815,0.7076923076923077,0.9318181818181818,0.32116788321167883,0.4166666666666667,0.2222222222222222,0.32116788321167883,0.45302013422818793,0.5172413793103449,0.36363636363636365,0.46206896551724136,0.5487804878048781,0.35,0.48464912280701755,0.5487804878048781,0.35,0.31494252873563217,0.021897810218978103,0.087248322147651,0.07526881720430108,0.1322314049586777,0.03571428571428571,0.02608695652173913,0.589041095890411,0.8571428571428571,0.25,0.723404255319149,0.19875776397515527,0.8181818181818182,0.18681318681318682,0.7413793103448276,0.19444444444444445,0.26666666666666666,0.19753086419753085,0.16,0.18181818181818182,0.21428571428571427,0.6521739130434783,0.7096774193548387,0.8163265306122449,0.8421052631578947,0.6666666666666666,0.02666666666666667,99.15198956294847,0.5641025641025641,15.65126050420168,13.390295358649789,15.054621848739496,12.877637130801688,0.21379310344827587,0.6666666666666666,0.7209302325581395,0.6612903225806451,0.27816091954022987,0.32231404958677684,0.37142857142857144,0.5897435897435898,0.19310344827586207,0.40476190476190477,0.41975308641975306,0.8235294117647058,0.05057471264367816,0.36363636363636365,0.36363636363636365,1.0,0.26436781609195403,0.3130434782608696,0.32142857142857145,0.9166666666666666,0.36585365853658536,0.6,0.3333333333333333,0.024390243902439025,1.0,1.0,0.2682926829268293,0.36363636363636365,0.75,0.25,0.6,0.05,1.0,0.4,0.125,0.5287356321839081,0.3130434782608696,0.4634231034482758,0.4550766666666667,0.4632125,0.05043859649122807,0.06918238993710692,0.007246376811594203,0.10180995475113122,0.03167420814479638,9.149664429530201,24.94817518248175,0.04411764705882353,,,,,,,,,,,,1611661319,2019,2019,True
1628276-1628932-1629498-203825-204324,1611661319,"Kelsey Plum, A'ja Wilson, Jackie Young, Kayla McBride, Dearica Hamby","Plum, Wilson, Young, McBride, Hamby",1628276-1628932-1629498-203825-204324,LVA,2360.0,13,39.0,6.0,83.0,83.0,14.0,13.0,7.0,166.0,11.0,16.0,2.0,3.0,2.0,2.0,11.0,19.0,7.0,20.0,,1.0,,,,1.0,5.0,19.0,,1.0,,4.0,29.0,55.0,5.0,20.0,19.0,92.0,86.0,5.0,6.0,,1.0,12.0,4.0,9.0,,5.0,10.0,34.0,24.0,15.0,,6.0,19.0,5.0,1.0,,17.0,5.0,22.0,5.0,,8.0,7.0,2.0,49.0,4.0,6.0,,8.0,24.0,,32.0,10.0,42.0,2.0,5.0,4.0,1.0,8.0,3.0,5.0,3.0,,3.0,,,11.0,1.0,2.0,3.0,15.0,,,20.0,1.0,1.0,,24.0,3.0,12.0,,4.0,,,2.0,1.0,1.0,4.0,4.0,80.0,10.0,14.0,1.0,0.5862068965517241,0.6538461538461539,1.0,0.25,,,0.25,0.5272727272727272,0.8333333333333334,0.4444444444444444,0.4866666666666667,0.7142857142857143,0.2857142857142857,0.5348837209302325,0.75,0.3125,0.26666666666666666,,0.01818181818181818,0.0625,,,,0.7272727272727273,,,0.8571428571428571,0.23076923076923078,0.8888888888888888,0.26666666666666666,0.8648648648648649,0.24390243902439024,0.4,0.125,0.23076923076923078,0.21428571428571427,1.0,0.8888888888888888,0.8333333333333334,0.8571428571428571,1.0,,0.05,101.28813559322033,1.0,15.313253012048193,13.120481927710843,14.855421686746988,12.626506024096386,0.21333333333333335,0.6875,0.7333333333333333,0.7272727272727273,0.25333333333333335,0.5789473684210527,0.5789473684210527,0.6363636363636364,0.26666666666666666,0.35,0.35,0.2857142857142857,0.013333333333333334,,,,0.25333333333333335,0.2631578947368421,0.2631578947368421,1.0,0.42857142857142855,0.6666666666666666,,,,,0.14285714285714285,,,0.14285714285714285,1.0,0.07142857142857142,,0.2857142857142857,,0.48,0.2631578947368421,0.44748266666666664,0.53275,0.41338214285714286,0.14285714285714285,0.1875,,0.13043478260869565,0.10869565217391304,10.114545454545453,25.06,0.1686746987951807,2.0,2.0,2.0,1.0,,,,,,,,1611661319,2019,2019,True
201477-202633-202641-203411-204324,1611661319,"Tamera Young, Liz Cambage, Sydney Colson, Sugar Rodgers, Dearica Hamby","Young, Cambage, Colson, Rodgers, Hamby",201477-202633-202641-203411-204324,LVA,3609.0,19,60.0,-41.0,122.0,121.0,30.0,25.0,15.0,243.0,11.0,18.0,2.0,4.0,,1.0,8.0,26.0,6.0,18.0,,4.0,,,,1.0,6.0,32.0,2.0,5.0,2.0,5.0,25.0,62.0,6.0,36.0,28.0,96.0,137.0,3.0,9.0,2.0,5.0,12.0,3.0,14.0,2.0,6.0,21.0,26.0,24.0,12.0,6.0,4.0,31.0,6.0,6.0,,13.0,4.0,17.0,4.0,,5.0,4.0,4.0,38.0,8.0,10.0,1.0,11.0,32.0,3.0,46.0,19.0,65.0,2.0,11.0,5.0,6.0,17.0,3.0,9.0,9.0,,8.0,,1.0,26.0,4.0,8.0,23.0,39.0,1.0,1.0,29.0,,,,36.0,3.0,14.0,,12.0,,,6.0,,6.0,12.0,6.0,84.0,21.0,30.0,4.0,0.52,0.5652173913043478,0.6666666666666666,0.16666666666666666,0.4,0.3333333333333333,0.17142857142857143,0.4032258064516129,0.3333333333333333,0.21428571428571427,0.3469387755102041,0.42857142857142855,0.3,0.4166666666666667,0.42857142857142855,0.4,0.3673469387755102,,0.0967741935483871,0.2222222222222222,0.038461538461538464,0.05555555555555555,,0.6538461538461539,0.6,0.2,0.6808510638297872,0.2777777777777778,0.6875,0.32,0.6825396825396826,0.29508196721311475,0.14285714285714285,0.23529411764705882,0.4166666666666667,0.3181818181818182,0.3333333333333333,0.6153846153846154,0.6666666666666666,0.7692307692307693,0.6923076923076923,0.6666666666666666,0.03636363636363636,96.9576059850374,0.5,16.12295081967213,13.570247933884298,15.37704918032787,12.561983471074381,0.1836734693877551,0.6111111111111112,0.7857142857142857,0.45454545454545453,0.2653061224489796,0.3076923076923077,0.32,0.5,0.1836734693877551,0.3333333333333333,0.35294117647058826,0.6666666666666666,0.04081632653061224,,,,0.32653061224489793,0.1875,0.1875,0.6666666666666666,0.2857142857142857,0.5,,,,,0.35714285714285715,0.4,1.0,0.05,,0.05,,0.25,0.4,0.5510204081632653,0.1935483870967742,0.45082164948453607,0.45826875,0.34456315789473685,0.12844036697247707,0.1917808219178082,,0.125,0.21875,9.37258064516129,25.772222222222222,0.2459016393442623,,9.0,5.0,5.0,1.0,1.0,,,,,,1611661319,2019,2019,True
1628276-1628917-1628932-203411-203825,1611661319,"Kelsey Plum, JiSu Park, A'ja Wilson, Sugar Rodgers, Kayla McBride","Plum, Park, Wilson, Rodgers, McBride",1628276-1628917-1628932-203411-203825,LVA,51.0,1,1.0,,2.0,2.0,2.0,2.0,,4.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,112.94117647058823,,15.0,10.5,15.0,10.5,,,,,0.5,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.409,,0.409,,,,,,13.85,,1.0,,,,,,,,,,,,1611661319,2019,2019,True
1628276-1628917-1629498-202670-204324,1611661319,"Kelsey Plum, JiSu Park, Jackie Young, Carolyn Swords, Dearica Hamby","Plum, Park, Young, Swords, Hamby",1628276-1628917-1629498-202670-204324,LVA,213.0,1,4.0,-9.0,7.0,7.0,,,1.0,14.0,,1.0,,1.0,,,,,,3.0,,1.0,,,,,,1.0,,,,,,4.0,,2.0,,,9.0,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,1.0,2.0,,3.0,1.0,4.0,,,,,,1.0,,1.0,,,,,1.0,,,2.0,2.0,,,,,,,,,,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,0.25,1.0,,,,,,,1.0,,1.0,0.5,1.0,0.16666666666666666,,,,,1.0,1.0,1.0,,1.0,,,94.64788732394366,1.0,16.0,14.428571428571429,14.285714285714286,14.428571428571429,0.16666666666666666,,,,,,,,0.5,,,,0.16666666666666666,,,,0.16666666666666666,,,,1.0,,,,,,,,,,,,,,,0.5,,0.399575,0.3737,,,,,,,14.425,23.25,,,,,,,,,,,,,1611661319,2019,2019,True
1628276-1628932-1629498-202670-203825,1611661319,"Kelsey Plum, A'ja Wilson, Jackie Young, Carolyn Swords, Kayla McBride","Plum, Wilson, Young, Swords, McBride",1628276-1628932-1629498-202670-203825,LVA,1993.0,5,33.0,14.0,68.0,63.0,,,11.0,131.0,6.0,11.0,,,,,12.0,24.0,6.0,16.0,3.0,4.0,,,,,4.0,16.0,,2.0,,,24.0,51.0,7.0,20.0,11.0,80.0,66.0,3.0,9.0,,2.0,8.0,,,,,,28.0,20.0,21.0,,2.0,16.0,4.0,4.0,,14.0,7.0,21.0,4.0,3.0,3.0,6.0,5.0,49.0,6.0,6.0,,3.0,21.0,1.0,25.0,12.0,37.0,1.0,6.0,5.0,1.0,3.0,1.0,1.0,1.0,,2.0,,,4.0,,,8.0,13.0,,1.0,13.0,2.0,,,12.0,1.0,6.0,,7.0,,,2.0,,5.0,7.0,6.0,72.0,,,1.0,0.5833333333333334,0.6086956521739131,1.0,0.35,,,0.35,0.47058823529411764,0.3333333333333333,,0.4859154929577465,0.2727272727272727,,0.5197368421052632,0.3333333333333333,,0.28169014084507044,,0.0784313725490196,0.18181818181818182,0.041666666666666664,0.0625,,0.75,1.0,,0.6363636363636364,0.2222222222222222,0.6,0.46153846153846156,0.631578947368421,0.3,0.6,0.08333333333333333,0.2,0.4166666666666667,1.0,0.6666666666666666,0.6470588235294118,0.6,0.6,,0.027777777777777776,94.6512794781736,0.8571428571428571,15.264705882352942,15.158730158730158,13.617647058823529,13.825396825396826,0.15492957746478872,0.5454545454545454,0.6666666666666666,0.5,0.3380281690140845,0.5,0.5217391304347826,0.5,0.22535211267605634,0.375,0.4,0.8333333333333334,0.056338028169014086,0.75,0.75,1.0,0.22535211267605634,0.25,0.25,1.0,,,,,,,0.18181818181818182,,,,,,,,,0.43661971830985913,0.25,0.46581267605633797,0.38915000000000005,,0.07894736842105263,0.10714285714285714,,0.1,,10.494117647058824,25.1,,2.0,,,,,1.0,,,,,,1611661319,2019,2019,True
1628276-1628932-1629498-203411-204324,1611661319,"Kelsey Plum, A'ja Wilson, Jackie Young, Sugar Rodgers, Dearica Hamby","Plum, Wilson, Young, Rodgers, Hamby",1628276-1628932-1629498-203411-204324,LVA,85.0,2,1.0,3.0,3.0,3.0,3.0,3.0,1.0,6.0,,,,,,,2.0,2.0,,,,,,,,,,,,,,,2.0,2.0,,,4.0,8.0,5.0,1.0,1.0,,,2.0,2.0,2.0,,,8.0,4.0,,,,,,,,,2.0,,2.0,,,,2.0,,4.0,,,1.0,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,1.0,1.0,,,3.0,,1.0,,5.0,1.0,1.0,,1.0,,,1.0,,,1.0,1.0,6.0,8.0,3.0,,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,1.0,,,,,,101.6470588235294,1.0,10.333333333333334,18.0,10.0,18.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24285,0.2603,0.24285,0.5,0.5,,0.25,1.0,8.75,,1.0,,4.0,2.0,2.0,,,,,,,,1611661319,2019,2019,True
1628276-1628932-201477-202633-203411,1611661319,"Kelsey Plum, A'ja Wilson, Tamera Young, Liz Cambage, Sugar Rodgers","Plum, Wilson, Young, Cambage, Rodgers",1628276-1628932-201477-202633-203411,LVA,340.0,3,6.0,2.0,12.0,11.0,1.0,,,23.0,1.0,1.0,,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,,,,,1.0,3.0,,,,,4.0,4.0,2.0,6.0,,14.0,12.0,,,,,,1.0,1.0,,,2.0,6.0,2.0,6.0,,,3.0,1.0,,,3.0,2.0,5.0,1.0,1.0,,2.0,1.0,12.0,,,,1.0,2.0,,3.0,,3.0,,1.0,,1.0,,,,1.0,1.0,,,,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,,1.0,,,1.0,,,1.0,,14.0,2.0,1.0,,0.75,0.75,1.0,0.3333333333333333,,,0.3333333333333333,1.0,,1.0,0.7,,1.0,0.7,,1.0,0.6,,,,,,,,,,0.6666666666666666,,1.0,,0.75,,,,,,,,1.0,,1.0,,,97.41176470588235,,15.833333333333334,13.636363636363637,15.833333333333334,13.636363636363637,0.1,1.0,1.0,,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.3,0.3333333333333333,0.3333333333333333,1.0,0.3,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,1.0,1.0,,,,,0.7,0.3333333333333333,0.483195,,0.5303,,,,,0.14285714285714285,9.275,23.316666666666666,0.08333333333333333,,,,,,,,,,,,1611661319,2019,2019,True
1628276-1628932-201477-202670-203411,1611661319,"Kelsey Plum, A'ja Wilson, Tamera Young, Carolyn Swords, Sugar Rodgers","Plum, Wilson, Young, Swords, Rodgers",1628276-1628932-201477-202670-203411,LVA,104.0,2,2.0,4.0,3.0,3.0,,,1.0,6.0,,,,,,,2.0,4.0,,,,,,,,,,,,,,,2.0,4.0,,,,4.0,,,1.0,,,,,,,,,2.0,2.0,,,,,,1.0,,1.0,,1.0,,,,1.0,,2.0,,1.0,,,2.0,,2.0,1.0,3.0,,1.0,1.0,,,,,,,,,,,,,,1.0,,1.0,2.0,,,,,,,,1.0,,,,,1.0,1.0,1.0,4.0,,,,0.5,0.5,,,,,,0.5,,,0.5,,,0.5,,,,,0.25,,0.25,,,,,,0.6666666666666666,0.5,,,0.6666666666666666,0.5,,0.5,,,,,0.5,1.0,,,,83.07692307692308,1.0,15.0,19.666666666666668,14.666666666666666,19.666666666666668,,,,,1.0,0.5,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39365,0.3149,,,,,,,8.075,,,,,,,,,,,,,,1611661319,2019,2019,True
1628276-1628932-201477-203411-204324,1611661319,"Kelsey Plum, A'ja Wilson, Tamera Young, Sugar Rodgers, Dearica Hamby","Plum, Wilson, Young, Rodgers, Hamby",1628276-1628932-201477-203411-204324,LVA,552.0,7,9.0,-3.0,18.0,20.0,2.0,3.0,3.0,38.0,1.0,1.0,1.0,1.0,,,,4.0,1.0,3.0,1.0,2.0,,,,,1.0,6.0,,,,1.0,2.0,8.0,2.0,8.0,4.0,14.0,17.0,1.0,3.0,,,2.0,1.0,1.0,,1.0,2.0,,4.0,3.0,3.0,2.0,6.0,1.0,,1.0,,1.0,1.0,,1.0,,,,3.0,1.0,3.0,,3.0,5.0,1.0,9.0,4.0,13.0,1.0,2.0,2.0,,1.0,2.0,1.0,3.0,,,,1.0,4.0,1.0,,3.0,8.0,,,6.0,,,,8.0,,4.0,,4.0,,,1.0,1.0,2.0,4.0,3.0,12.0,2.0,2.0,,,,0.5,0.25,,,0.25,0.25,0.3333333333333333,1.0,0.3125,0.3333333333333333,0.5,0.35,0.3333333333333333,0.5,0.5,0.125,,,,,,0.25,1.0,,0.8333333333333334,0.5,1.0,0.16666666666666666,0.8888888888888888,0.3333333333333333,,0.5,0.5,,1.0,1.0,0.75,1.0,1.0,1.0,0.09090909090909091,99.1304347826087,0.75,15.0,14.1,13.666666666666666,13.9,0.0625,1.0,1.0,,0.25,,,,0.1875,0.3333333333333333,0.3333333333333333,,0.125,0.5,1.0,1.0,0.375,0.16666666666666666,0.16666666666666666,,0.3333333333333333,1.0,,,,,,,,,,,,0.5,,0.5625,0.16666666666666666,0.478965625,0.4227,0.543,0.2,0.3333333333333333,,0.14285714285714285,0.14285714285714285,10.95,24.6875,0.1111111111111111,,,,,,,0.5,,,,,1611661319,2019,2019,True
