EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedShortMidRange,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceAtRimFGA,ShortMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,Fg2aBlocked,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,BlockedLongMidRange,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyDefPoss,BadPassTurnovers,DeadBallTurnovers,Travels,PenaltyTurnovers,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,PenaltyFg3Pct,DefAtRimReboundPct,PenaltyArc3Accuracy,SecondChanceAtRimFGM,Corner3FGA,SelfOReb,OffShortMidRangeReboundPct,SelfORebPct,Corner3Frequency,SecondChanceAtRimAccuracy,SecondChanceTurnovers,ShootingFouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,DefCorner3ReboundPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,ShortMidRangeAssists,Offensive Fouls,SecondChanceFg3Pct,ShortMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Corner3FGM,SecondChanceFtPoints,PenaltyFtPoints,Fg3aBlocked,Corner3Assists,FTDefRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,NonShootingFoulsDrawn,BlockedAtRim,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,FG3APctBlocked,AtRimPctBlocked,Arc3PctBlocked,DefFTReboundPct,OffAtRimReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,PenaltyCorner3FGA,PenaltyCorner3Frequency,team_id,year,season,team_vs
1628244-1628886-1628920-201518-202252,1611661328,"Sami Whitcomb, Jordin Canada, Mercedes Russell, Crystal Langhorne, Alysha Clark","Whitcomb, Canada, Russell, Langhorne, Clark",1628244-1628886-1628920-201518-202252,SEA,314.0,2,5.0,8.0,8.0,9.0,2.0,17,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,5.0,1.0,2.0,1.0,12.0,4.0,1.0,1.0,1.0,2.0,2.0,6.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,12.0,2.0,2.0,0.25,0.25,1.0,0.5,0.5,0.8,1.0,0.7857142857142857,0.5,0.8571428571428571,0.5,0.2857142857142857,1.0,0.5,1.0,0.6666666666666666,0.5,0.5,1.0,77.96178343949045,14.375,22.11111111111111,14.375,20.0,0.42857142857142855,1.0,1.0,0.3333333333333333,0.14285714285714285,0.14285714285714285,1.0,1.0,0.2857142857142857,0.5,0.5,1.0,0.5,1.0,0.5,0.7142857142857143,0.5,0.5078071428571429,0.524575,0.14285714285714285,0.2,0.16666666666666666,5.720000000000001,24.6,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2019,2019,True
1628244-1628886-1628920-201518-204321,1611661328,"Sami Whitcomb, Jordin Canada, Mercedes Russell, Crystal Langhorne, Kaleena Mosqueda-Lewis","Whitcomb, Canada, Russell, Langhorne, Mosqueda-Lewis",1628244-1628886-1628920-201518-204321,SEA,186.0,2,3.0,1.0,7.0,6.0,5.0,13,,1.0,,1.0,3.0,2.0,3.0,,1.0,1.0,4.0,7.0,,1.0,,8.0,7.0,3.0,6.0,1.0,6.0,2.0,6.0,,1.0,,1.0,,1.0,,,2.0,,3.0,3.0,5.0,,,,,,,,,,,,,2.0,,,1.0,2.0,6.0,6.0,5.0,0.25,0.3333333333333333,,,,0.5714285714285714,0.5,0.5,0.42857142857142855,0.5,0.42857142857142855,0.125,,1.0,,1.0,1.0,1.0,,100.64516129032258,12.714285714285714,16.166666666666668,10.857142857142858,16.166666666666668,0.125,,,,0.375,0.375,0.6666666666666666,0.6666666666666666,0.125,,,,0.14285714285714285,,0.14285714285714285,0.25,,0.413325,0.41312857142857146,,,0.75,12.171428571428573,25.5,0.7142857142857143,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.5,0.5,0.5,0.14285714285714285,0.3333333333333333,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,0.5,0.5,0.3997,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2019,2019,True
1628244-1628886-1628920-203827-204321,1611661328,"Sami Whitcomb, Jordin Canada, Mercedes Russell, Natasha Howard, Kaleena Mosqueda-Lewis","Whitcomb, Canada, Russell, Howard, Mosqueda-Lewis",1628244-1628886-1628920-203827-204321,SEA,41.0,1,1.0,1.0,,1.0,,1,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,1.0,2.0,,1.0,,,,,,1.0,,,,,,,,,,,,0.5,,,,,0.3333333333333333,0.25,,,0.5,35.1219512195122,,38.0,,26.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2019,2019,True
1628244-1628886-201518-201907-202252,1611661328,"Sami Whitcomb, Jordin Canada, Crystal Langhorne, Courtney Paris, Alysha Clark","Whitcomb, Canada, Langhorne, Paris, Clark",1628244-1628886-201518-201907-202252,SEA,38.0,1,1.0,-2.0,1.0,1.0,,2,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,75.78947368421053,27.0,11.0,27.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2019,2019,True
1628244-1628886-201518-201907-204321,1611661328,"Sami Whitcomb, Jordin Canada, Crystal Langhorne, Courtney Paris, Kaleena Mosqueda-Lewis","Whitcomb, Canada, Langhorne, Paris, Mosqueda-Lewis",1628244-1628886-201518-201907-204321,SEA,60.0,1,1.0,-2.0,3.0,2.0,3.0,5,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,2.0,,,,2.0,4.0,1.0,2.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,2.0,3.0,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,,,,120.0,10.333333333333334,14.5,10.333333333333334,14.5,0.5,1.0,1.0,,0.5,,,,,,,,0.5,1.0,,0.5,,0.39655,0.39655,,,1.0,6.75,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2019,2019,True
1628244-1628886-201518-203827-204321,1611661328,"Sami Whitcomb, Jordin Canada, Crystal Langhorne, Natasha Howard, Kaleena Mosqueda-Lewis","Whitcomb, Canada, Langhorne, Howard, Mosqueda-Lewis",1628244-1628886-201518-203827-204321,SEA,52.0,1,1.0,5.0,3.0,2.0,2.0,5,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,5.0,,1.0,1.0,1.0,5.0,,2.0,,1.0,1.0,,,,,,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,5.0,5.0,2.0,,,,1.0,1.0,1.0,1.0,1.25,1.25,1.25,1.25,0.5,,1.0,1.0,1.0,,,1.0,138.46153846153845,6.333333333333333,16.5,6.333333333333333,16.5,0.5,1.0,1.0,,,,,,0.5,1.0,1.0,,0.5,1.0,0.5,1.0,1.0,0.31585,0.31585,,,1.0,2.1,24.1,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2019,2019,True
1628244-1628920-201518-201919-204321,1611661328,"Sami Whitcomb, Mercedes Russell, Crystal Langhorne, Shavonte Zellous, Kaleena Mosqueda-Lewis","Whitcomb, Russell, Langhorne, Zellous, Mosqueda-Lewis",1628244-1628920-201518-201919-204321,SEA,51.0,1,1.0,,1.0,1.0,,2,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,56.470588235294116,19.0,32.0,19.0,32.0,,,,,,1.0,,,,,,,,,,,,0.3816,,,,,16.2,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2019,2019,True
1628244-1628920-201919-202252-203827,1611661328,"Sami Whitcomb, Mercedes Russell, Shavonte Zellous, Alysha Clark, Natasha Howard","Whitcomb, Russell, Zellous, Clark, Howard",1628244-1628920-201919-202252-203827,SEA,25.0,1,,2.0,1.0,,,1,1.0,1.0,,,,,,,,,1.0,1.0,,,,2.0,,,,,,2.0,,,,,1.0,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,1.0,,,,1.0,,1.0,,1.0,,,,,,,,,,57.599999999999994,17.0,,17.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,,0.3552,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2019,2019,True
1628244-1628920-201919-203827-204321,1611661328,"Sami Whitcomb, Mercedes Russell, Shavonte Zellous, Natasha Howard, Kaleena Mosqueda-Lewis","Whitcomb, Russell, Zellous, Howard, Mosqueda-Lewis",1628244-1628920-201919-203827-204321,SEA,73.0,1,1.0,2.0,2.0,3.0,,5,1.0,1.0,,,2.0,,,,,,1.0,3.0,,1.0,,2.0,,,,,,,2.0,,,,,,,,,,1.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,0.25,,0.25,,0.25,,1.0,1.0,1.0,1.0,,1.0,98.63013698630138,16.5,13.333333333333334,16.0,13.333333333333334,0.25,1.0,1.0,,0.5,,,,,,,,,,,0.5,,0.4290875,,,,,4.366666666666666,23.4,,1.0,1.0,,1.0,1.0,2.0,2.0,1.0,,,2.0,2.0,,,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,,0.6666666666666666,,,,,,,1.0,0.4143,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.5,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2019,2019,True
1628244-201518-201907-201919-204321,1611661328,"Sami Whitcomb, Crystal Langhorne, Courtney Paris, Shavonte Zellous, Kaleena Mosqueda-Lewis","Whitcomb, Langhorne, Paris, Zellous, Mosqueda-Lewis",1628244-201518-201907-201919-204321,SEA,334.0,2,6.0,4.0,11.0,10.0,3.0,21,4.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,,6.0,8.0,1.0,2.0,,15.0,11.0,2.0,2.0,,4.0,8.0,4.0,3.0,2.0,1.0,4.0,1.0,5.0,1.0,4.0,11.0,2.0,1.0,3.0,5.0,2.0,1.0,1.0,2.0,,2.0,2.0,,3.0,,,,,,,,,13.0,4.0,3.0,0.6666666666666666,0.8,1.0,0.5,0.5,0.75,1.0,0.75,1.0,0.75,1.0,0.2,1.0,0.5,1.0,0.75,,0.5,1.0,90.53892215568862,15.181818181818182,16.7,14.272727272727273,15.5,0.4,1.0,1.0,1.0,0.1,0.3,0.3333333333333333,0.3333333333333333,0.2,0.5,0.5,1.0,1.0,1.0,,0.6,0.5,0.47368,0.5263,,,0.26666666666666666,8.0125,28.5,0.2727272727272727,2.0,,1.0,1.0,1.0,2.0,2.0,,,1.0,1.0,2.0,,,1.0,1.0,1.0,,,0.5,1.0,0.6666666666666666,0.5,1.0,,1.0,1.0,,,,0.13333333333333333,,2.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2019,2019,True
