EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,HeaveAttempts,Offensive Fouls,BadPassOutOfBoundsTurnovers,Travels,SecondChanceArc3FGM,SecondChanceFG3M,Charge Fouls,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Loose Ball Fouls,LostBallOutOfBoundsTurnovers,LongMidRangePctBlocked,Offensive Fouls Drawn,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Blocked3s,BlockedArc3,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,BlockedCorner3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,team_id,year,season,team_vs
201477-202633-202641-203411-204324,1611661319,"Tamera Young, Liz Cambage, Sydney Colson, Sugar Rodgers, Dearica Hamby","Young, Cambage, Colson, Rodgers, Hamby",201477-202633-202641-203411-204324,LVA,3609.0,19,60.0,41.0,121.0,122.0,25.0,30.0,14.0,243.0,20.0,33.0,5.0,6.0,2.0,4.0,7.0,29.0,7.0,20.0,2.0,5.0,1.0,1.0,10.0,23.0,2.0,2.0,3.0,34.0,82.0,12.0,28.0,33.0,137.0,96.0,6.0,14.0,3.0,4.0,16.0,7.0,13.0,2.0,4.0,15.0,35.0,50.0,18.0,33.0,3.0,6.0,23.0,10.0,12.0,25.0,11.0,36.0,9.0,2.0,15.0,5.0,5.0,83.0,5.0,15.0,2.0,17.0,26.0,4.0,47.0,22.0,69.0,1.0,17.0,9.0,8.0,11.0,5.0,3.0,6.0,1.0,14.0,1.0,1.0,14.0,29.0,39.0,1.0,1.0,48.0,7.0,1.0,23.0,4.0,6.0,4.0,1.0,1.0,6.0,4.0,2.0,1.0,121.0,35.0,25.0,5.0,4.0,0.7352941176470589,0.8064516129032258,0.9166666666666666,0.42857142857142855,0.5,0.42857142857142855,0.4146341463414634,0.42857142857142855,0.5384615384615384,0.4727272727272727,0.35294117647058826,0.5882352941176471,0.5269230769230769,0.4,0.625,0.2545454545454545,0.14634146341463414,0.18181818181818182,0.20689655172413793,0.7857142857142857,0.8,0.4,0.7222222222222222,0.3191489361702128,0.68,0.3125,0.7049180327868853,0.31746031746031744,0.38461538461538464,0.3333333333333333,0.23076923076923078,0.3076923076923077,0.3333333333333333,0.8571428571428571,0.7647058823529411,0.5833333333333334,0.6818181818181818,0.6666666666666666,0.0196078431372549,96.9576059850374,0.6666666666666666,13.570247933884298,16.12295081967213,12.561983471074381,15.37704918032787,0.3,0.6060606060606061,0.7407407407407407,0.75,0.2636363636363636,0.2413793103448276,0.30434782608695654,0.7142857142857143,0.18181818181818182,0.35,0.35,0.7142857142857143,0.045454545454545456,0.4,0.4,1.0,0.20909090909090908,0.43478260869565216,0.43478260869565216,0.9,0.35294117647058826,0.8333333333333334,0.4,0.058823529411764705,0.11764705882352941,0.23529411764705882,0.5,0.058823529411764705,0.17647058823529413,0.6666666666666666,0.5545454545454546,0.43478260869565216,0.4685022727272727,0.44815,0.4337029411764706,0.18253968253968253,0.23469387755102042,0.11678832116788321,0.25547445255474455,8.159756097560976,25.50357142857143,0.2066115702479339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2019,2019,False
1628276-1628913-1628917-1629498-204324,1611661319,"Kelsey Plum, Jaime Nared, JiSu Park, Jackie Young, Dearica Hamby","Plum, Nared, Park, Young, Hamby",1628276-1628913-1628917-1629498-204324,LVA,81.0,1,1.0,,3.0,3.0,3.0,3.0,,6.0,,,,,,,,1.0,,,,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,3.0,3.0,,,,,,,1.0,1.0,1.0,,3.0,,,,3.0,,1.0,1.0,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,3.0,3.0,3.0,1.0,,,,,1.0,1.0,1.0,,,,0.75,,0.75,0.75,,0.75,0.5,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,106.66666666666666,,13.666666666666666,13.333333333333334,13.666666666666666,13.333333333333334,,,,,0.5,,,,,,,,,,,,0.5,1.0,1.0,,,,,,,,,,0.5,1.0,0.5,1.0,0.4578,,0.4578,,,,1.0,13.6,24.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2019,2019,False
1628276-1628917-1628932-201477-203411,1611661319,"Kelsey Plum, JiSu Park, A'ja Wilson, Tamera Young, Sugar Rodgers","Plum, Park, Wilson, Young, Rodgers",1628276-1628917-1628932-201477-203411,LVA,50.0,1,1.0,2.0,2.0,2.0,,,,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,1.0,,,,,,115.19999999999999,,7.5,17.5,7.5,17.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.4646,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2019,2019,False
1628276-1628917-1628932-203411-203825,1611661319,"Kelsey Plum, JiSu Park, A'ja Wilson, Sugar Rodgers, Kayla McBride","Plum, Park, Wilson, Rodgers, McBride",1628276-1628917-1628932-203411-203825,LVA,51.0,1,1.0,,2.0,2.0,2.0,2.0,,4.0,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,2.0,,,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,0.5,,,,1.0,,,1.0,,,,1.0,,,,,,,,1.0,1.0,,,,112.94117647058823,,10.5,15.0,10.5,15.0,,,,,0.5,,,,,,,,,,,,0.5,,,,,,,,,,,,0.5,,0.5,,0.1724,,0.1724,,,,,4.9,45.8,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2019,2019,False
1628276-1628917-1629498-202633-203825,1611661319,"Kelsey Plum, JiSu Park, Jackie Young, Liz Cambage, Kayla McBride","Plum, Park, Young, Cambage, McBride",1628276-1628917-1629498-202633-203825,LVA,26.0,1,,-2.0,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.76923076923076,,8.0,18.0,8.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2019,2019,False
1628276-1628917-1629498-203825-204324,1611661319,"Kelsey Plum, JiSu Park, Jackie Young, Kayla McBride, Dearica Hamby","Plum, Park, Young, McBride, Hamby",1628276-1628917-1629498-203825-204324,LVA,42.0,1,1.0,2.0,2.0,2.0,,,,4.0,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,2.0,4.0,2.0,,,,,,,,,,,,2.0,,,,,,,,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,2.0,,,1.0,,,,,,,,,,4.0,,,,,1.0,1.0,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,137.14285714285714,,7.5,13.5,7.5,13.5,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0.4782,,,0.5,0.5,,,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2019,2019,False
1628276-1628917-201477-202633-203825,1611661319,"Kelsey Plum, JiSu Park, Tamera Young, Liz Cambage, Kayla McBride","Plum, Park, Young, Cambage, McBride",1628276-1628917-201477-202633-203825,LVA,8.0,1,,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,,8.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2019,2019,False
1628276-1628932-1629498-201477-204324,1611661319,"Kelsey Plum, A'ja Wilson, Jackie Young, Tamera Young, Dearica Hamby","Plum, Wilson, Young, Young, Hamby",1628276-1628932-1629498-201477-204324,LVA,342.0,1,6.0,-4.0,12.0,12.0,9.0,12.0,,24.0,1.0,2.0,,,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,2.0,,,,3.0,5.0,,2.0,4.0,10.0,14.0,,,,,,3.0,4.0,,,4.0,10.0,4.0,2.0,,,,2.0,,1.0,2.0,,2.0,,,1.0,1.0,,4.0,,1.0,,,3.0,,3.0,1.0,4.0,,2.0,1.0,1.0,1.0,,2.0,1.0,,3.0,,3.0,,1.0,3.0,,,6.0,,,2.0,1.0,1.0,1.0,,,1.0,1.0,,,10.0,10.0,9.0,1.0,1.0,0.6666666666666666,0.6666666666666666,,,,,0.6,,0.75,0.42857142857142855,,0.75,0.5,,0.7142857142857143,0.2857142857142857,0.2,0.5,,0.3333333333333333,,,0.75,0.5,,,0.6,0.25,1.0,,,,,0.6666666666666666,,1.0,,,,101.05263157894737,1.0,10.333333333333334,18.166666666666668,10.333333333333334,16.5,0.2857142857142857,0.5,1.0,1.0,0.2857142857142857,0.5,0.5,1.0,0.14285714285714285,1.0,1.0,,,,,,0.2857142857142857,,,,,,,,,0.5,0.5,,,,0.5714285714285714,,0.5676714285714286,,0.615275,0.2222222222222222,0.2857142857142857,,1.0,8.32,24.0,0.75,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2019,2019,False
1628276-1628932-1629498-202633-204324,1611661319,"Kelsey Plum, A'ja Wilson, Jackie Young, Liz Cambage, Dearica Hamby","Plum, Wilson, Young, Cambage, Hamby",1628276-1628932-1629498-202633-204324,LVA,492.0,2,8.0,-6.0,14.0,15.0,,,1.0,29.0,5.0,7.0,1.0,1.0,,,,3.0,1.0,2.0,,,,,,1.0,,,,6.0,12.0,,1.0,1.0,13.0,19.0,1.0,1.0,,,2.0,,,,,,,10.0,2.0,,,2.0,1.0,,1.0,5.0,,5.0,,,4.0,,1.0,10.0,,1.0,,2.0,2.0,,4.0,1.0,5.0,1.0,,,,,,1.0,,,1.0,,,,,3.0,,,2.0,,,1.0,,2.0,,,2.0,2.0,,,,11.0,,,,,0.8333333333333334,1.0,,,,,0.5,1.0,,0.46153846153846156,1.0,,0.4642857142857143,1.0,,0.07692307692307693,0.08333333333333333,,0.3333333333333333,,,,0.2857142857142857,0.16666666666666666,0.6666666666666666,,0.4,0.14285714285714285,0.5,,,,,1.0,0.25,,0.6666666666666666,,0.16666666666666666,84.87804878048782,,15.214285714285714,18.6,15.214285714285714,17.733333333333334,0.5384615384615384,0.7142857142857143,0.7142857142857143,0.8,0.23076923076923078,,,,0.15384615384615385,0.5,0.5,1.0,,,,,0.07692307692307693,,,,1.0,1.0,,,,,,,,,0.6153846153846154,,0.4278,0.6773,,0.07142857142857142,0.07692307692307693,0.15384615384615385,,6.333333333333333,29.8,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2019,2019,False
1628276-1628932-1629498-202670-203411,1611661319,"Kelsey Plum, A'ja Wilson, Jackie Young, Carolyn Swords, Sugar Rodgers","Plum, Wilson, Young, Swords, Rodgers",1628276-1628932-1629498-202670-203411,LVA,60.0,1,1.0,4.0,2.0,1.0,,,,3.0,,,,,,,2.0,2.0,,,,,,,,,,,,2.0,2.0,,,,4.0,,,,,,,,,,,,,2.0,2.0,,,,,,,1.0,,1.0,,,,1.0,,2.0,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,,4.0,,,,,0.5,0.5,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,72.0,,18.0,24.0,18.0,24.0,,,,,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,0.38325,,,0.5,0.5,,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2019,2019,False
