EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,DefPoss,TotalPoss,DefThreePtRebounds,DefRebounds,Rebounds,FoulsDrawn,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,Minutes,PlusMinus,OffPoss,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PenaltyFG3A,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,ShortMidRangeFGM,LongMidRangeFGM,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,Steals,LostBallSteals,LostBallTurnovers,SecondChanceTurnovers,Fouls,Loose Ball Fouls Drawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimAccuracy,SecondChancePointsPct,PenaltyDefPoss,Corner3FGA,PtsAssisted2s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,BlockedAtRim,Assisted2sPct,NonPutbacksAssisted2sPct,LongMidRangePctAssisted,Corner3Frequency,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,PenaltyArc3FGM,FG3M,FtPoints,PenaltyFG2M,PenaltyFG3M,PenaltyPoints,PtsUnassisted3s,NonHeaveArc3FGM,ShootingFouls,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,FTOffRebounds,OffFTReboundPct,SecondChanceFtPoints,PenaltyFtPoints,PtsAssisted3s,ThreePtAssists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,BadPassSteals,StepOutOfBoundsTurnovers,PenaltyTurnovers,Charge Fouls,Loose Ball Fouls,NonShootingFoulsDrawn,Assisted3sPct,OffAtRimReboundPct,AtRimPctAssisted,ShortMidRangePctAssisted,Arc3PctAssisted,Charge Fouls Drawn,2pt And 1 Free Throw Trips,ShortMidRangePctBlocked,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,FTDefRebounds,Travels,Offensive Fouls,Offensive Fouls Drawn,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,DefFTReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonShootingPenaltyNonTakeFoulsDrawn,Corner3FGM,Corner3Assists,SelfOReb,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,3SecondViolations,OffCorner3ReboundPct,team_id,year,season,team_vs
100949-1628282-1628283-1628926-1629480,1611661320,"Alana Beard, Sydney Wiese, Alexis Jones, Maria Vadeeva, Kalani Brown","Beard, Wiese, Jones, Vadeeva, Brown",100949-1628282-1628283-1628926-1629480,LAS,25.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,57.599999999999994,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2019,2019,False
100949-1628282-1628283-1628926-203823,1611661320,"Alana Beard, Sydney Wiese, Alexis Jones, Maria Vadeeva, Chiney Ogwumike","Beard, Wiese, Jones, Vadeeva, Ogwumike",100949-1628282-1628283-1628926-203823,LAS,225.0,1,7.0,15.0,2.0,4.0,6.0,,1.0,1.0,1.0,96.0,13.714285714285714,13.714285714285714,4.0,-3.0,8.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,2.0,2.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.2,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2,0.5,0.5,1.0,0.25,0.5,0.3333333333333333,1.0,0.5,1.0,1.0,16.125,15.875,0.2857142857142857,0.5,1.0,0.14285714285714285,0.2857142857142857,0.2857142857142857,1.0,0.5,0.5714285714285714,0.34768333333333334,0.4007,0.2646,9.379999999999999,43.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2019,2019,False
100949-1628282-1628926-203823-203833,1611661320,"Alana Beard, Sydney Wiese, Maria Vadeeva, Chiney Ogwumike, Chelsea Gray","Beard, Wiese, Vadeeva, Ogwumike, Gray",100949-1628282-1628926-203823-203833,LAS,218.0,1,8.0,16.0,3.0,4.0,6.0,1.0,1.0,1.0,1.0,105.68807339449542,11.625,11.625,4.0,1.0,8.0,,3.0,1.0,1.0,1.0,2.0,3.0,,,3.0,6.0,,6.0,5.0,1.0,,,6.0,,,,2.0,1.0,2.0,3.0,,2.0,,3.0,4.0,,0.5,0.5,0.5,,,,1.0,1.0,0.6666666666666666,,0.6666666666666666,1.0,,,,15.625,13.375,0.16666666666666666,1.0,1.0,0.3333333333333333,0.5,,1.0,,0.16666666666666666,0.43306666666666666,0.5774,,11.266666666666666,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2019,2019,False
100949-1628282-201496-203014-203833,1611661320,"Alana Beard, Sydney Wiese, Candace Parker, Nneka Ogwumike, Chelsea Gray","Beard, Wiese, Parker, Ogwumike, Gray",100949-1628282-201496-203014-203833,LAS,131.0,1,5.0,9.0,,2.0,2.0,2.0,,0.6666666666666666,,98.93129770992367,13.8,13.6,2.0,-4.0,4.0,,,,,,,1.0,1.0,,1.0,1.0,2.0,2.0,6.0,,,,,1.0,,,,2.0,,,,,,,2.0,,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,,,,0.6666666666666666,,,,,,1.0,,15.5,15.5,,,,,0.3333333333333333,0.3333333333333333,,,0.6666666666666666,0.47728333333333334,,,15.0,24.0,,,,1.0,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,1.0,,,1.0,1.0,,,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2019,2019,False
100949-1628282-201496-203029-203823,1611661320,"Alana Beard, Sydney Wiese, Candace Parker, Riquna Williams, Chiney Ogwumike","Beard, Wiese, Parker, Williams, Ogwumike",100949-1628282-201496-203029-203823,LAS,295.0,2,11.0,22.0,3.0,4.0,5.0,2.0,0.42857142857142855,0.4444444444444444,0.5,107.38983050847457,13.090909090909092,11.545454545454545,5.0,-2.0,11.0,2.0,1.0,3.0,4.0,1.0,1.0,3.0,2.0,1.0,3.0,8.0,2.0,10.0,12.0,1.0,1.0,1.0,6.0,2.0,,,1.0,1.0,1.0,1.0,,1.0,,1.0,8.0,2.0,0.375,0.45,0.45454545454545453,0.2,,,1.0,0.5,0.2,,0.16666666666666666,1.0,,0.5,,13.727272727272727,13.636363636363637,0.4,0.75,0.75,0.1,0.3,0.2,1.0,0.5,0.6,0.45448000000000005,0.6384,0.31585,8.05,24.75,0.18181818181818182,1.0,,,1.0,2.0,2.0,,,,,2.0,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,0.2,3.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,2.0,2.0,1.0,5.0,0.5,1.0,0.5,1.0,1.25,1.25,0.5,0.5,0.5,1.0,1.0,0.5,0.09090909090909091,0.1111111111111111,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2019,2019,False
100949-1628282-201496-203437-203823,1611661320,"Alana Beard, Sydney Wiese, Candace Parker, Tierra Ruffin-Pratt, Chiney Ogwumike","Beard, Wiese, Parker, Ruffin-Pratt, Ogwumike",100949-1628282-201496-203437-203823,LAS,53.0,2,2.0,4.0,,,1.0,,,,,108.67924528301887,12.5,12.5,1.0,1.0,2.0,2.0,1.0,,,,1.0,,1.0,1.0,,1.0,1.0,3.0,2.0,1.0,1.0,1.0,,1.0,,,,,1.0,,,,,,3.0,2.0,,0.75,0.75,0.5,,,,,,,,,,,,14.0,13.5,,,,0.5,,0.5,,0.5,0.5,0.323675,0.1558,0.323675,8.8,24.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,3.0,3.0,1.0,,,,3.0,1.0,1.0,1.0,,0.75,0.75,1.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2019,2019,False
100949-1628282-201496-203823-203833,1611661320,"Alana Beard, Sydney Wiese, Candace Parker, Chiney Ogwumike, Chelsea Gray","Beard, Wiese, Parker, Ogwumike, Gray",100949-1628282-201496-203823-203833,LAS,728.0,4,23.0,47.0,5.0,8.0,12.0,6.0,1.0,0.8888888888888888,1.0,92.96703296703296,16.782608695652176,15.521739130434783,12.0,1.0,24.0,10.0,4.0,5.0,8.0,2.0,3.0,5.0,4.0,,8.0,16.0,4.0,25.0,24.0,3.0,7.0,,10.0,4.0,2.0,1.0,3.0,3.0,4.0,3.0,,2.0,2.0,5.0,22.0,10.0,0.5,0.475,0.5,0.2,0.125,0.25,0.6,0.75,0.375,0.3333333333333333,0.36363636363636365,,0.3333333333333333,1.0,1.0,14.25,13.083333333333334,0.4,0.625,0.8333333333333334,0.15,0.25,0.2,0.6666666666666666,,0.6,0.457435,0.49713333333333337,0.48395714285714286,8.2875,24.95,0.4166666666666667,1.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,,0.3333333333333333,0.3333333333333333,0.375,0.25,,1.0,,0.6666666666666666,0.6666666666666666,0.2,0.2,0.5,0.12,9.0,,6.0,3.0,4.0,,9.0,,0.375,0.42857142857142855,,,3.0,5.0,1.0,,1.0,6.0,3.0,,9.0,,1.0,2.0,9.0,4.0,9.0,0.25,,0.25,0.42857142857142855,0.42857142857142855,0.45,0.25,0.25,0.7142857142857143,0.6,,0.25,0.16666666666666666,0.2,0.36,,,1.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.4,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2019,2019,False
100949-1628282-203014-203029-203823,1611661320,"Alana Beard, Sydney Wiese, Nneka Ogwumike, Riquna Williams, Chiney Ogwumike","Beard, Wiese, Ogwumike, Williams, Ogwumike",100949-1628282-203014-203029-203823,LAS,293.0,2,9.0,18.0,1.0,3.0,5.0,4.0,1.0,0.6,1.0,88.46416382252559,15.444444444444445,14.11111111111111,5.0,7.0,9.0,,2.0,2.0,4.0,1.0,4.0,1.0,,,5.0,9.0,,13.0,6.0,1.0,,,6.0,,2.0,,2.0,2.0,2.0,,,,1.0,1.0,11.0,,0.5555555555555556,0.5555555555555556,0.5909090909090909,,0.2222222222222222,0.25,,0.5,0.5,,0.5,1.0,,1.0,0.5,17.11111111111111,16.11111111111111,0.4444444444444444,0.5,0.6666666666666666,0.4444444444444444,0.1111111111111111,,1.0,,0.4444444444444444,0.47037777777777773,0.5674,,5.277777777777778,,,1.0,3.0,,1.0,2.0,2.0,2.0,,,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,0.75,1.0,,,1.0,0.15384615384615385,,,4.0,2.0,2.0,,4.0,,0.4,0.5,,,,,,,,3.0,,,,,,,5.0,3.0,,,,,,,,,,,,,,0.2727272727272727,0.2727272727272727,,,,,,,,,1.0,1.0,2.0,,,,,,,0.5,0.5,0.3333333333333333,,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2019,2019,False
100949-1628282-203014-203823-203833,1611661320,"Alana Beard, Sydney Wiese, Nneka Ogwumike, Chiney Ogwumike, Chelsea Gray","Beard, Wiese, Ogwumike, Ogwumike, Gray",100949-1628282-203014-203823-203833,LAS,879.0,4,30.0,58.0,4.0,11.0,16.0,5.0,0.6666666666666666,0.6428571428571429,0.5,95.01706484641637,14.066666666666666,13.233333333333333,15.0,14.0,28.0,7.0,4.0,3.0,5.0,1.0,9.0,6.0,8.0,,11.0,20.0,8.0,31.0,17.0,2.0,7.0,,10.0,8.0,1.0,3.0,2.0,5.0,5.0,3.0,,2.0,2.0,5.0,28.0,7.0,0.55,0.5535714285714286,0.5535714285714286,0.2857142857142857,0.05,,0.6,0.625,0.2222222222222222,0.6,0.35714285714285715,0.3333333333333333,0.6,1.0,0.6,16.321428571428573,15.642857142857142,0.17857142857142858,0.6,0.6,0.32142857142857145,0.21428571428571427,0.2857142857142857,0.3333333333333333,,0.4642857142857143,0.4597428571428571,0.4844,0.3797857142857143,10.175,25.275,0.25,,6.0,2.0,,3.0,,6.0,5.0,1.0,1.0,6.0,,1.0,1.0,1.0,,,0.5,0.5,0.25,0.5,1.0,,0.6666666666666666,0.75,0.3333333333333333,0.3333333333333333,,0.0967741935483871,7.0,,12.0,6.0,9.0,,21.0,,0.5454545454545454,0.5454545454545454,,,,1.0,3.0,,3.0,,2.0,,4.0,,3.0,1.0,,,4.0,0.375,,0.375,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.375,0.375,0.14285714285714285,,,0.375,,,0.12903225806451613,,,,,9.0,3.0,3.0,2.0,4.0,1.0,,1.0,,1.0,,1.0,,0.6666666666666666,0.6666666666666666,1.0,1.0,,0.1111111111111111,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,1611661320,2019,2019,False
100949-1628283-1628926-203014-203833,1611661320,"Alana Beard, Alexis Jones, Maria Vadeeva, Nneka Ogwumike, Chelsea Gray","Beard, Jones, Vadeeva, Ogwumike, Gray",100949-1628283-1628926-203014-203833,LAS,175.0,1,7.0,13.0,,1.0,1.0,1.0,,0.5,,106.97142857142858,9.857142857142858,8.142857142857142,3.0,-8.0,6.0,,,1.0,1.0,,1.0,3.0,1.0,,1.0,5.0,1.0,2.0,10.0,,,,2.0,1.0,,,,1.0,,,,,,,2.0,,0.2,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,,1.0,,,,,,1.0,,17.666666666666668,17.666666666666668,0.16666666666666666,1.0,1.0,0.16666666666666666,0.5,0.16666666666666666,,,0.3333333333333333,0.4835666666666667,,,12.52,25.8,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2019,2019,False
