EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,FG2A,FG3A,OpponentPoints,Fg2aBlocked,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,AtRimFGM,AtRimFGA,ShortMidRangeFGM,Arc3FGM,Arc3FGA,FG2M,FG3M,Points,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,Steals,LostBallSteals,DeadBallTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,Blocked2s,BlockedShortMidRange,Blocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,DefThreePtReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PenaltyOffPoss,PenaltyDefPoss,LongMidRangeFGM,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,Corner3Assists,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,Offensive Fouls Drawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg3Pct,PenaltyEfgPct,PenaltyTsPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,BadPassSteals,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyFg2Pct,AtRimPctBlocked,OffAtRimReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsPutbacks,OffThreePtRebounds,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,PenaltyArc3FGA,PenaltyFtPoints,PtsUnassisted3s,HeaveAttempts,FTDefRebounds,Charge Fouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,PenaltyArc3Frequency,LongMidRangeAssists,Loose Ball Fouls,LongMidRangePctAssisted,BadPassOutOfBoundsTurnovers,Technical Free Throw Trips,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawn,BlockedAtRim,ThreePtShootingFoulsDrawnPct,SelfOReb,StepOutOfBoundsTurnovers,3SecondViolations,DefCorner3ReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,SecondChanceFtPoints,Charge Fouls Drawn,RecoveredBlocks,BlocksRecoveredPct,PenaltyArc3FGM,SecondChanceTurnovers,3pt And 1 Free Throw Trips,PenaltyArc3Accuracy,NonShootingPenaltyNonTakeFouls,LongMidRangePctBlocked,FTOffRebounds,OffFTReboundPct,Defensive 3 Seconds Violations,Travels,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3FGA,BlockedLongMidRange,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,team_id,year,season,team_vs
1628273-1628277-1629481-1629484-203849,1611661321,"Kaela Davis, Allisha Gray, Arike Ogunbowale, Megan Gustafson, Theresa Plaisance","Davis, Gray, Ogunbowale, Gustafson, Plaisance",1628273-1628277-1629481-1629484-203849,DAL,137.0,2,2.0,-7.0,4.0,5.0,9,1.0,1.0,1.0,2.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,1.0,1.0,94.59854014598541,17.0,13.8,17.0,13.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.44103333333333333,11.55,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2019,2019,True
1628907-1629481-203849-203866-204330,1611661321,"Brooke McCarty-Williams, Arike Ogunbowale, Theresa Plaisance, Kayla Thornton, Isabelle Harrison","McCarty-Williams, Ogunbowale, Plaisance, Thornton, Harrison",1628907-1629481-203849-203866-204330,DAL,309.0,2,5.0,,9.0,10.0,19,4.0,,,6.0,2.0,9.0,,,2.0,3.0,,3.0,,,,1.0,,2.0,1.0,0.25,,,,0.5,,0.6,,,0.5,88.54368932038834,14.666666666666666,17.7,14.666666666666666,16.3,0.5,,,0.5,0.472125,5.083333333333333,24.25,1.0,2.0,2.0,1.0,2.0,3.0,1.0,9.0,6.0,3.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,2.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5625,0.5625,1.0,1.0,1.0,0.25,0.5,0.5,1.0,0.5,0.5,1.0,0.25,0.5,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2019,2019,True
1627677-1628273-1628277-1628907-203017,1611661321,"Imani McGee-Stafford, Kaela Davis, Allisha Gray, Brooke McCarty-Williams, Glory Johnson","McGee-Stafford, Davis, Gray, McCarty-Williams, Johnson",1627677-1628273-1628277-1628907-203017,DAL,279.0,3,5.0,-3.0,9.0,10.0,19,1.0,1.0,2.0,2.0,3.0,11.0,,,2.0,4.0,,4.0,1.0,1.0,,4.0,,3.0,2.0,0.6,,,0.25,1.0,,1.0,,,1.0,98.06451612903226,16.88888888888889,12.7,16.88888888888889,12.7,0.2,0.2,0.4,0.6,0.44488000000000005,12.9,23.133333333333336,,,,1.0,1.0,1.0,2.0,8.0,,6.0,1.0,1.0,,2.0,2.0,1.0,,,6.0,2.0,1.0,1.0,3.0,2.0,,,,,8.0,,,1.0,0.6666666666666666,0.6666666666666666,0.5,0.8,0.8,1.0,1.0,1.0,,,,,,,,0.2,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.5,1.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.50325,0.375,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2019,2019,True
1627677-1628273-1628277-1628922-203866,1611661321,"Imani McGee-Stafford, Kaela Davis, Allisha Gray, Azurá Stevens, Kayla Thornton","McGee-Stafford, Davis, Gray, Stevens, Thornton",1627677-1628273-1628277-1628922-203866,DAL,124.0,2,2.0,6.0,3.0,4.0,7,,,,4.0,,,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,2.0,,0.25,,,0.5,1.0,0.5,1.0,,,81.29032258064515,18.0,17.5,18.0,14.75,,,,1.0,0.545475,2.4,,3.0,4.0,,,,3.0,,6.0,6.0,,,,3.0,,3.0,,3.0,,6.0,,2.0,1.0,,,,1.0,1.0,1.0,6.0,1.0,1.0,,,,0.75,0.75,0.75,,1.0,,1.0,0.75,1.0,1.0,,,,,,,,,1.0,,,,,,,,2.0,,,,,1.0,2.0,1.0,,0.5,0.5,,,,,,,,0.40555,0.3333333333333333,0.3333333333333333,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.25,1.0,1.0,0.5,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2019,2019,True
1627677-1628273-1628277-203401-204330,1611661321,"Imani McGee-Stafford, Kaela Davis, Allisha Gray, Tayler Hill, Isabelle Harrison","McGee-Stafford, Davis, Gray, Hill, Harrison",1627677-1628273-1628277-203401-204330,DAL,163.0,1,3.0,2.0,5.0,5.0,10,,1.0,,2.0,3.0,8.0,,1.0,,,2.0,2.0,1.0,1.0,,1.0,,,1.0,0.6,,,1.0,,1.0,,1.0,,,88.34355828220859,15.4,17.2,14.4,17.0,,0.2,,0.8,0.47317,8.75,25.400000000000002,1.0,1.0,,2.0,3.0,1.0,2.0,10.0,,6.0,3.0,2.0,,2.0,2.0,2.0,,,6.0,,1.0,1.0,,,,,,,5.0,,,1.0,0.6666666666666666,0.6666666666666666,0.5,0.8,0.8333333333333334,,,,0.2,1.0,1.0,,,,,0.6,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,0.16666666666666666,0.3333333333333333,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.25,1.25,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.4038,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2019,2019,True
1627677-1628273-1628277-203849-203866,1611661321,"Imani McGee-Stafford, Kaela Davis, Allisha Gray, Theresa Plaisance, Kayla Thornton","McGee-Stafford, Davis, Gray, Plaisance, Thornton",1627677-1628273-1628277-203849-203866,DAL,426.0,2,7.0,-2.0,13.0,12.0,25,5.0,1.0,1.0,8.0,3.0,13.0,,,4.0,6.0,1.0,7.0,1.0,1.0,,1.0,1.0,1.0,3.0,0.2727272727272727,,,1.0,0.6666666666666666,,0.75,0.125,,0.5,84.50704225352113,17.307692307692307,16.75,16.846153846153847,15.25,0.45454545454545453,0.09090909090909091,0.09090909090909091,0.45454545454545453,0.45392727272727273,8.325,24.3,1.0,2.0,2.0,,2.0,3.0,,11.0,4.0,,2.0,,2.0,,2.0,,1.0,1.0,4.0,2.0,,,,,,,,,11.0,0.6666666666666666,0.6666666666666666,,,,0.375,0.2727272727272727,0.4230769230769231,1.0,1.0,1.0,0.18181818181818182,0.5,0.5,1.0,0.4,0.4,0.5,0.18181818181818182,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,3.0,,,,,,0.23076923076923078,0.3,1.0,,1.0,,,5.0,,1.0,,,,,1.0,,,,,0.3333333333333333,,,1.0,,,,,,,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2019,2019,True
1627677-1628273-1628277-203866-204330,1611661321,"Imani McGee-Stafford, Kaela Davis, Allisha Gray, Kayla Thornton, Isabelle Harrison","McGee-Stafford, Davis, Gray, Thornton, Harrison",1627677-1628273-1628277-203866-204330,DAL,178.0,4,3.0,5.0,7.0,4.0,11,1.0,2.0,,4.0,3.0,3.0,,1.0,,1.0,1.0,2.0,,,,1.0,,2.0,1.0,0.42857142857142855,,,,,0.5,,0.3333333333333333,,,88.98876404494382,17.0,14.75,17.0,14.75,0.14285714285714285,0.2857142857142857,,0.5714285714285714,0.41045833333333337,11.725,33.96666666666667,1.0,1.0,1.0,1.0,3.0,2.0,1.0,8.0,2.0,,2.0,1.0,1.0,,1.0,,1.0,,2.0,,,,1.0,,,,,,8.0,0.5,0.5,,0.3333333333333333,0.5,0.5,0.5,0.5,,,,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,,0.42857142857142855,0.3333333333333333,0.3333333333333333,,0.5,2.0,2.0,,,,,,1.0,1.0,2.0,,,,,1.0,2.0,,,0.16666666666666666,,,,,,,,0.40835,0.125,0.2857142857142857,,,,1.0,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.5,,,,,,,,,,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2019,2019,True
1627677-1628273-1628907-1629481-1629484,1611661321,"Imani McGee-Stafford, Kaela Davis, Brooke McCarty-Williams, Arike Ogunbowale, Megan Gustafson","McGee-Stafford, Davis, McCarty-Williams, Ogunbowale, Gustafson",1627677-1628273-1628907-1629481-1629484,DAL,290.0,3,5.0,4.0,8.0,9.0,17,2.0,4.0,,10.0,1.0,7.0,2.0,4.0,2.0,3.0,4.0,7.0,,,,,1.0,4.0,4.0,0.09090909090909091,0.2,0.5,,0.5,0.8,0.6,0.6666666666666666,,0.3333333333333333,84.41379310344828,13.125,20.555555555555557,11.75,17.333333333333332,0.18181818181818182,0.36363636363636365,,0.45454545454545453,0.4966227272727273,8.84,24.3,2.0,4.0,1.0,,1.0,5.0,,11.0,8.0,,1.0,,4.0,,4.0,,1.0,1.0,8.0,1.0,2.0,,,,,,,,9.0,0.8,0.8,,,,0.5,0.45454545454545453,0.4583333333333333,1.0,,1.0,0.36363636363636365,0.5,0.6666666666666666,0.5,0.5,1.0,1.0,0.09090909090909091,,,,,4.0,4.0,2.0,,,,,,5.0,2.0,,,,1.0,5.0,4.0,,0.6666666666666666,0.625,0.5,0.5,,,,,,0.39116666666666666,0.45454545454545453,0.5,,,2.0,3.0,2.0,2.0,,,0.6666666666666666,0.25,1.0,,,,,2.0,,,,1.0,1.0,1.0,2.0,,1.0,2.0,,,,0.5,0.3333333333333333,0.3333333333333333,,1.0,,,,0.3333333333333333,,,0.43288333333333334,0.18181818181818182,,1.0,,1.0,,,,,1.0,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2019,2019,True
1627677-1628273-1628907-203849-203866,1611661321,"Imani McGee-Stafford, Kaela Davis, Brooke McCarty-Williams, Theresa Plaisance, Kayla Thornton","McGee-Stafford, Davis, McCarty-Williams, Plaisance, Thornton",1627677-1628273-1628907-203849-203866,DAL,199.0,2,3.0,3.0,6.0,6.0,12,,1.0,1.0,2.0,2.0,7.0,,,,2.0,,2.0,,,,1.0,,1.0,2.0,0.5,,,,,,0.5,,,,86.83417085427135,13.5,19.666666666666668,13.5,16.5,,0.25,0.25,0.75,0.4592375,8.9,24.4,1.0,1.0,,,1.0,2.0,1.0,10.0,,3.0,1.0,,,1.0,1.0,,,,3.0,2.0,1.0,,1.0,,,,,1.0,10.0,,,1.0,0.5,0.5,1.0,0.875,0.9,1.0,,1.0,0.25,1.0,1.0,,,,,0.25,,,,,4.0,,1.0,1.0,1.0,1.0,1.0,1.0,8.0,4.0,1.0,,1.0,,8.0,4.0,1.0,1.25,1.1666666666666667,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.504125,0.8,0.6666666666666666,,,1.0,1.0,1.0,3.0,,1.0,1.0,,,,,0.2,0.3333333333333333,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2019,2019,True
1627677-1628273-1628907-203866-204330,1611661321,"Imani McGee-Stafford, Kaela Davis, Brooke McCarty-Williams, Kayla Thornton, Isabelle Harrison","McGee-Stafford, Davis, McCarty-Williams, Thornton, Harrison",1627677-1628273-1628907-203866-204330,DAL,308.0,4,5.0,5.0,10.0,9.0,19,3.0,3.0,,6.0,3.0,11.0,1.0,2.0,2.0,2.0,2.0,4.0,,,,,,,3.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,,0.5,0.5,0.5,0.4,0.6666666666666666,,88.83116883116882,16.1,16.333333333333332,14.9,14.333333333333334,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.4169222222222222,13.616666666666667,25.233333333333334,,,,2.0,3.0,2.0,2.0,16.0,2.0,6.0,3.0,2.0,1.0,2.0,3.0,2.0,,,8.0,,,,,,,1.0,,1.0,16.0,0.5,0.5,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5555555555555556,0.6666666666666666,,0.5,,,,,,,,,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,2.0,,,,,,3.0,2.0,,,,,3.0,1.0,,,1.5,0.6666666666666666,0.6666666666666666,,,,,,,0.1875,0.1,,,,,,7.0,,2.0,,,,,,0.25,0.25,1.0,,,,1.0,6.0,,1.0,,1.0,,,,,,,,,,,,,0.5,,,0.403875,,,1.0,,3.0,,,,,,,,,1.0,,0.5,,,,,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2019,2019,True
