EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,DefPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,ShootingFouls,Fouls,Pace,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,Minutes,OffPoss,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SelfOReb,BlockedLongMidRange,SecondChanceFg3Pct,SelfORebPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGA,FTOffRebounds,StepOutOfBoundsTurnovers,3SecondViolations,Defensive 3 Seconds Violations,OffFTReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,HeaveAttempts,team_id,year,season,team_vs
1628286-1628906-1629568-200676-204335,1611661325,"Erica McCall, Stephanie Mavunga, Kennedy Burke, Candice Dupree, Betnijah Laney","McCall, Mavunga, Burke, Dupree, Laney",1628286-1628906-1629568-200676-204335,IND,4.0,1,-3.0,1.0,1.0,1.0,3.0,1.0,1.0,360.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2019,2019,False
1627676-1628909-1629479-200676-204335,1611661325,"Tiffany Mitchell, Kelsey Mitchell, Teaira McCowan, Candice Dupree, Betnijah Laney","Mitchell, Mitchell, McCowan, Dupree, Laney",1627676-1628909-1629479-200676-204335,IND,4049.0,23,-3.0,134.0,19.0,273.0,146.0,10.0,30.0,97.09063966411459,15.522388059701493,14.380597014925373,67.0,139.0,50.0,21.0,21.0,38.0,8.0,13.0,6.0,18.0,9.0,25.0,9.0,21.0,2.0,9.0,2.0,5.0,7.0,22.0,2.0,8.0,39.0,84.0,9.0,31.0,38.0,143.0,8.0,16.0,5.0,21.0,12.0,34.0,4.0,13.0,22.0,58.0,34.0,44.0,12.0,15.0,10.0,22.0,7.0,8.0,17.0,4.0,21.0,2.0,2.0,7.0,5.0,5.0,46.0,10.0,14.0,13.0,28.0,1.0,42.0,24.0,66.0,16.0,11.0,5.0,11.0,4.0,7.0,16.0,2.0,4.0,2.0,27.0,5.0,7.0,4.0,5.0,2.0,33.0,1.0,3.0,2.0,44.0,3.0,1.0,17.0,6.0,9.0,1.0,1.0,5.0,4.0,10.0,4.0,122.0,58.0,50.0,2.0,5.0,0.4358974358974359,0.5,0.4444444444444444,0.2903225806451613,0.3076923076923077,0.2903225806451613,0.4642857142857143,0.5,0.35294117647058826,0.45652173913043476,0.5,0.3829787234042553,0.5259259259259259,0.5526315789473685,0.49137931034482757,0.26956521739130435,0.09523809523809523,0.15789473684210525,0.08,0.4074074074074074,0.5,0.56,0.3111111111111111,0.8666666666666667,0.45454545454545453,0.6307692307692307,0.3582089552238806,0.35294117647058826,0.3125,0.25,0.4,0.5714285714285714,0.4,0.5217391304347826,0.8333333333333334,0.8571428571428571,1.0,0.4,14.16546762589928,13.503597122302159,0.33043478260869563,0.5526315789473685,0.65625,0.3333333333333333,0.21739130434782608,0.36,0.391304347826087,0.5555555555555556,0.1826086956521739,0.42857142857142855,0.42857142857142855,0.5555555555555556,0.0782608695652174,0.2222222222222222,0.2222222222222222,1.0,0.19130434782608696,0.3181818181818182,0.3181818181818182,0.2857142857142857,0.8125,0.6153846153846154,0.25,0.3829787234042553,0.3333333333333333,0.10638297872340426,0.4,0.1702127659574468,0.25,0.6,0.3181818181818182,0.49807782608695655,0.5013545454545455,0.5001734042553192,0.13178294573643412,0.17346938775510204,0.14685314685314685,0.40559440559440557,8.095238095238095,24.548387096774192,0.3597122302158273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2019,2019,False
1627676-1628909-200676-203831-204335,1611661325,"Tiffany Mitchell, Kelsey Mitchell, Candice Dupree, Natalie Achonwa, Betnijah Laney","Mitchell, Mitchell, Dupree, Achonwa, Laney",1627676-1628909-200676-203831-204335,IND,2808.0,17,-16.0,93.0,16.0,189.0,107.0,9.0,22.0,96.92307692307693,14.795698924731182,14.096774193548388,47.0,96.0,38.0,13.0,12.0,23.0,3.0,6.0,6.0,11.0,3.0,15.0,15.0,32.0,1.0,5.0,,2.0,3.0,14.0,1.0,5.0,30.0,70.0,4.0,19.0,19.0,91.0,3.0,10.0,,9.0,13.0,30.0,1.0,7.0,11.0,40.0,30.0,30.0,12.0,,6.0,14.0,3.0,6.0,15.0,4.0,19.0,3.0,1.0,4.0,2.0,9.0,42.0,2.0,11.0,3.0,21.0,3.0,27.0,13.0,40.0,8.0,6.0,2.0,4.0,4.0,3.0,10.0,,1.0,,14.0,3.0,2.0,1.0,,2.0,16.0,1.0,,,21.0,2.0,1.0,5.0,6.0,5.0,,,2.0,2.0,5.0,2.0,82.0,39.0,37.0,1.0,4.0,0.5,0.5555555555555556,1.0,0.21052631578947367,0.14285714285714285,0.21052631578947367,0.42857142857142855,0.3,0.43333333333333335,0.4044943820224719,0.375,0.3918918918918919,0.45918367346938777,0.375,0.4642857142857143,0.21348314606741572,0.08571428571428572,0.08695652173913043,0.26666666666666666,0.2857142857142857,1.0,0.6363636363636364,0.2894736842105263,0.5,0.14285714285714285,0.6153846153846154,0.25,0.2727272727272727,0.2,0.35294117647058826,0.2,,0.5454545454545454,0.6666666666666666,0.7,0.6,,0.4,14.916666666666666,13.833333333333334,0.25842696629213485,0.5217391304347826,0.5714285714285714,0.3333333333333333,0.16853932584269662,0.2,0.2727272727272727,0.6666666666666666,0.3595505617977528,0.46875,0.46875,0.6,0.056179775280898875,0.2,0.2,1.0,0.15730337078651685,0.21428571428571427,0.21428571428571427,1.0,0.5,0.5,,0.2972972972972973,0.5454545454545454,0.05405405405405406,,0.13513513513513514,0.2,0.47191011235955055,0.21428571428571427,0.4786931818181818,0.505785,0.47418194444444445,0.05434782608695652,0.0684931506849315,0.0989010989010989,0.43956043956043955,10.491428571428571,24.92105263157895,0.3958333333333333,1.0,2.0,1.0,2.0,2.0,1.0,0.5,0.041666666666666664,0.16666666666666666,0.5,1.0,,,,,,,,,,,,,,,,,,,1611661325,2019,2019,False
1627676-1629479-200676-204335-204365,1611661325,"Tiffany Mitchell, Teaira McCowan, Candice Dupree, Betnijah Laney, Erica Wheeler","Mitchell, McCowan, Dupree, Laney, Wheeler",1627676-1629479-200676-204335-204365,IND,6537.0,22,-39.0,203.0,36.0,396.0,218.0,19.0,49.0,87.23267553923819,15.45320197044335,14.857142857142858,109.0,193.0,34.0,24.0,25.0,48.0,6.0,12.0,3.0,6.0,10.0,30.0,20.0,47.0,3.0,8.0,,1.0,11.0,24.0,2.0,4.0,55.0,125.0,14.0,32.0,27.0,179.0,9.0,18.0,3.0,21.0,6.0,15.0,2.0,5.0,13.0,31.0,70.0,40.0,27.0,15.0,12.0,24.0,11.0,8.0,35.0,9.0,44.0,6.0,3.0,15.0,4.0,16.0,97.0,4.0,21.0,20.0,50.0,4.0,74.0,26.0,100.0,11.0,8.0,3.0,20.0,7.0,13.0,27.0,2.0,7.0,1.0,47.0,4.0,9.0,2.0,4.0,3.0,48.0,3.0,5.0,4.0,33.0,2.0,1.0,14.0,3.0,8.0,,,5.0,3.0,8.0,5.0,158.0,31.0,34.0,4.0,3.0,0.6363636363636364,0.7142857142857143,0.6428571428571429,0.4375,0.4,0.4375,0.44,0.5,0.4,0.4840764331210191,0.4090909090909091,0.45,0.5203488372093024,0.4375,0.5740740740740741,0.20382165605095542,0.064,0.125,0.06666666666666667,0.425531914893617,1.0,0.7692307692307693,0.31343283582089554,0.7692307692307693,0.23529411764705882,0.7692307692307693,0.2976190476190476,0.38095238095238093,0.25,0.3076923076923077,0.25,0.2,0.5909090909090909,0.875,0.8421052631578947,0.7727272727272727,0.75,0.625,17.616580310880828,16.906735751295336,0.3057324840764331,0.5208333333333334,0.5952380952380952,0.6,0.1910828025477707,0.3333333333333333,0.35714285714285715,0.4,0.29936305732484075,0.425531914893617,0.425531914893617,0.8,0.050955414012738856,0.375,0.375,1.0,0.15286624203821655,0.4583333333333333,0.4583333333333333,0.5454545454545454,0.5454545454545454,0.5,,0.3,0.5,0.05,,0.2,0.5,0.5095541401273885,0.4583333333333333,0.475965923566879,0.5687421052631579,0.4652825,0.08284023668639054,0.10218978102189781,0.11731843575418995,0.17318435754189945,9.4904,24.771875,0.17616580310880828,,3.0,,4.0,4.0,,,0.05128205128205128,0.13636363636363635,,,1.0,1.0,2.0,3.0,1.0,0.16666666666666666,0.045454545454545456,,,,,,,,,,,,1611661325,2019,2019,False
1628286-1628909-1629479-1629502-1629568,1611661325,"Erica McCall, Kelsey Mitchell, Teaira McCowan, Paris Kea, Kennedy Burke","McCall, Mitchell, McCowan, Kea, Burke",1628286-1628909-1629479-1629502-1629568,IND,164.0,2,-10.0,7.0,,14.0,12.0,1.0,1.0,122.92682926829268,6.142857142857143,6.142857142857143,3.0,7.0,3.0,,,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,1.0,3.0,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,2.0,1.0,2.0,1.0,,,,3.0,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,3.0,,,,,,,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,,,,,0.6666666666666666,,,,1.0,,1.0,,,,,,,,,,1.0,,,17.285714285714285,17.285714285714285,0.3333333333333333,,,,0.3333333333333333,1.0,1.0,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,0.4283666666666666,,,,,,,9.066666666666666,,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2019,2019,False
1628286-1628909-1629479-203018-204335,1611661325,"Erica McCall, Kelsey Mitchell, Teaira McCowan, Shenise Johnson, Betnijah Laney","McCall, Mitchell, McCowan, Johnson, Laney",1628286-1628909-1629479-203018-204335,IND,40.0,1,-2.0,1.0,,3.0,2.0,1.0,2.0,108.0,19.0,19.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,2.0,1.0,,,,1.0,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,10.5,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2019,2019,False
1628286-1628909-1629479-204335-204365,1611661325,"Erica McCall, Kelsey Mitchell, Teaira McCowan, Betnijah Laney, Erica Wheeler","McCall, Mitchell, McCowan, Laney, Wheeler",1628286-1628909-1629479-204335-204365,IND,54.0,1,-6.0,2.0,,3.0,6.0,,,80.0,11.5,11.5,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,31.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.398,,,,,,,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2019,2019,False
1628286-1628909-1629568-203018-203831,1611661325,"Erica McCall, Kelsey Mitchell, Kennedy Burke, Shenise Johnson, Natalie Achonwa","McCall, Mitchell, Burke, Johnson, Achonwa",1628286-1628909-1629568-203018-203831,IND,214.0,2,-1.0,5.0,3.0,11.0,6.0,,1.0,74.01869158878505,16.2,15.4,4.0,6.0,3.0,1.0,1.0,3.0,,1.0,1.0,2.0,,,1.0,2.0,,1.0,,1.0,,1.0,,1.0,2.0,5.0,,2.0,1.0,5.0,,1.0,,,1.0,3.0,,2.0,1.0,3.0,4.0,,,,,1.0,,,2.0,,2.0,,,1.0,,1.0,4.0,,2.0,1.0,1.0,,2.0,2.0,4.0,,,,,,,1.0,,,,1.0,,,,,,2.0,,,,1.0,1.0,,1.0,,,,,,,,,5.0,3.0,3.0,,,1.0,1.0,,,,,0.4,,0.3333333333333333,0.2857142857142857,,0.2,0.35714285714285715,,0.3,0.2857142857142857,,,,,,0.25,0.6666666666666666,1.0,,0.4,0.5,0.5,,1.0,,,0.5,,,1.0,,,22.166666666666668,17.166666666666668,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,,,,,0.2857142857142857,0.5,0.5,1.0,0.14285714285714285,,,,0.14285714285714285,,,,0.5,,,0.4,0.5,0.2,,0.2,,0.7142857142857143,,0.45466428571428574,0.3706,0.48143,0.14285714285714285,0.2,,0.6,8.459999999999999,24.45,0.5,,1.0,,1.0,,,,,0.5,,,,,,,,,,,,,,,,,,,,,1611661325,2019,2019,False
1628906-1629568-200676-204335-204365,1611661325,"Stephanie Mavunga, Kennedy Burke, Candice Dupree, Betnijah Laney, Erica Wheeler","Mavunga, Burke, Dupree, Laney, Wheeler",1628906-1629568-200676-204335-204365,IND,45.0,1,4.0,1.0,,3.0,,,1.0,96.0,30.0,30.0,1.0,2.0,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,2.0,2.0,,,,4.0,,,,,,,,,,,2.0,2.0,,,,,,,1.0,,1.0,,,,1.0,,2.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,4.0,,,,,0.5,0.5,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,7.5,0.5,1.0,1.0,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.5,,0.51075,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2019,2019,False
1628909-1629479-1629502-1629568-200676,1611661325,"Kelsey Mitchell, Teaira McCowan, Paris Kea, Kennedy Burke, Candice Dupree","Mitchell, McCowan, Kea, Burke, Dupree",1628909-1629479-1629502-1629568-200676,IND,29.0,1,,,,1.0,,,,49.6551724137931,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,27.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2019,2019,False
