EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,Charge Fouls,PenaltyFg3Pct,LongMidRangePctBlocked,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3FGM,PenaltyArc3Accuracy,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,HeaveAttempts,Blocked3s,BlockedArc3,StepOutOfBoundsTurnovers,Corner3PctBlocked,BlockedCorner3,team_id,year,season,team_vs
1628886-1628920-202252-203827-204319,1611661328,"Jordin Canada, Mercedes Russell, Alysha Clark, Natasha Howard, Jewell Loyd","Canada, Russell, Clark, Howard, Loyd",1628886-1628920-202252-203827-204319,SEA,15229.0,18,254.0,26.0,479.0,480.0,43.0,66.0,67.0,959.0,91.0,146.0,22.0,36.0,5.0,8.0,36.0,111.0,32.0,79.0,11.0,21.0,1.0,1.0,25.0,70.0,1.0,3.0,2.0,159.0,336.0,36.0,91.0,78.0,504.0,478.0,28.0,59.0,2.0,4.0,15.0,77.0,15.0,24.0,2.0,16.0,46.0,164.0,154.0,102.0,6.0,30.0,70.0,25.0,21.0,82.0,34.0,116.0,23.0,11.0,52.0,16.0,14.0,266.0,21.0,61.0,2.0,46.0,93.0,8.0,147.0,84.0,231.0,11.0,78.0,50.0,28.0,56.0,12.0,32.0,35.0,4.0,24.0,4.0,91.0,9.0,10.0,42.0,97.0,3.0,7.0,103.0,3.0,7.0,6.0,95.0,9.0,3.0,44.0,1.0,5.0,22.0,5.0,2.0,15.0,22.0,11.0,2.0,2.0,427.0,44.0,42.0,8.0,4.0,0.5157232704402516,0.5694444444444444,0.9444444444444444,0.3956043956043956,0.5,0.3956043956043956,0.4732142857142857,0.4745762711864407,0.625,0.49882903981264637,0.49206349206349204,0.5769230769230769,0.5352564102564102,0.5277777777777778,0.6571428571428571,0.21311475409836064,0.0625,0.0547945205479452,0.11711711711711711,0.6153846153846154,0.6666666666666666,0.2,0.6992481203007519,0.3446327683615819,0.7540983606557377,0.38181818181818183,0.7164948453608248,0.35344827586206895,0.34545454545454546,0.4266666666666667,0.2127659574468085,0.4444444444444444,0.1,0.6363636363636364,0.6785714285714286,0.7727272727272727,0.78,0.6363636363636364,0.052132701421800945,90.67962440081423,0.5,15.576200417536535,16.183333333333334,14.774530271398747,15.520833333333334,0.34192037470725994,0.6232876712328768,0.6594202898550725,0.5714285714285714,0.25995316159250587,0.32432432432432434,0.3673469387755102,0.4444444444444444,0.18501170960187355,0.4050632911392405,0.4050632911392405,0.4375,0.04918032786885246,0.5238095238095238,0.5238095238095238,1.0,0.16393442622950818,0.35714285714285715,0.35714285714285715,0.92,0.5714285714285714,0.6111111111111112,0.2727272727272727,0.015873015873015872,1.0,1.0,0.047619047619047616,0.3333333333333333,1.0,0.3076923076923077,0.625,0.07692307692307693,0.5550351288056206,0.35714285714285715,0.49045526932084305,0.4882265306122449,0.42417115384615384,0.09719222462203024,0.11859838274932614,0.010869565217391304,0.1527777777777778,0.09126984126984126,7.899404761904761,24.19120879120879,0.08977035490605428,,,,,,,,,,,,,,,,,,,,1611661328,2019,2019,False
1628920-201919-202252-203827-204319,1611661328,"Mercedes Russell, Shavonte Zellous, Alysha Clark, Natasha Howard, Jewell Loyd","Russell, Zellous, Clark, Howard, Loyd",1628920-201919-202252-203827-204319,SEA,3067.0,9,51.0,23.0,96.0,92.0,14.0,16.0,14.0,188.0,13.0,25.0,2.0,5.0,2.0,3.0,7.0,23.0,8.0,20.0,2.0,3.0,,,7.0,20.0,1.0,3.0,5.0,28.0,68.0,9.0,23.0,16.0,99.0,76.0,3.0,11.0,1.0,3.0,2.0,11.0,4.0,6.0,7.0,4.0,15.0,24.0,32.0,24.0,3.0,4.0,20.0,7.0,7.0,12.0,8.0,20.0,6.0,2.0,6.0,2.0,4.0,48.0,5.0,10.0,1.0,12.0,18.0,2.0,32.0,16.0,48.0,1.0,13.0,6.0,7.0,6.0,2.0,4.0,10.0,2.0,2.0,1.0,16.0,2.0,3.0,8.0,22.0,3.0,,27.0,1.0,4.0,1.0,19.0,4.0,1.0,10.0,,1.0,4.0,,,4.0,4.0,2.0,1.0,,88.0,15.0,14.0,,1.0,0.42857142857142855,0.46153846153846156,0.8888888888888888,0.391304347826087,0.3333333333333333,0.391304347826087,0.4117647058823529,0.2727272727272727,0.6666666666666666,0.45604395604395603,0.32142857142857145,0.4230769230769231,0.5,0.36666666666666664,0.5,0.25274725274725274,0.10294117647058823,0.12,0.13043478260869565,0.375,1.0,0.5,0.6206896551724138,0.25,0.8571428571428571,0.4166666666666667,0.6976744186046512,0.28846153846153844,0.3333333333333333,0.125,0.3333333333333333,0.45454545454545453,,0.5,0.5555555555555556,0.6875,0.8461538461538461,1.0,0.022222222222222223,88.26866644929899,0.5,15.875,16.77173913043478,14.958333333333334,15.782608695652174,0.27472527472527475,0.52,0.5909090909090909,0.46153846153846156,0.25274725274725274,0.30434782608695654,0.35,0.2857142857142857,0.21978021978021978,0.4,0.42105263157894735,0.5,0.03296703296703297,0.6666666666666666,0.6666666666666666,1.0,0.21978021978021978,0.35,0.35,0.8571428571428571,0.35714285714285715,0.4,,,,,0.21428571428571427,0.3333333333333333,1.0,0.23076923076923078,0.6666666666666666,0.38461538461538464,0.5274725274725275,0.35,0.4758906593406593,0.504115,0.4785615384615385,0.10309278350515463,0.13513513513513514,,0.1111111111111111,0.15151515151515152,9.138235294117647,24.400000000000002,0.14583333333333334,1.0,2.0,1.0,2.0,0.14285714285714285,0.05,0.15384615384615385,0.5,,,,,,,,,,,,1611661328,2019,2019,False
1628244-1628886-1628920-1629500-203827,1611661328,"Sami Whitcomb, Jordin Canada, Mercedes Russell, Anriel Howard, Natasha Howard","Whitcomb, Canada, Russell, Howard, Howard",1628244-1628886-1628920-1629500-203827,SEA,63.0,1,1.0,-2.0,1.0,3.0,,,,4.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,2.0,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.5,,1.0,,0.6666666666666666,,,,,,,,1.0,,1.0,,,91.42857142857143,0.5,21.0,14.0,21.0,12.333333333333334,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,0.51105,,,,,,,,,24.1,,,,,,,,,,,,,,,,,,,,,1611661328,2019,2019,False
1628244-1628886-1628920-202252-204319,1611661328,"Sami Whitcomb, Jordin Canada, Mercedes Russell, Alysha Clark, Jewell Loyd","Whitcomb, Canada, Russell, Clark, Loyd",1628244-1628886-1628920-202252-204319,SEA,160.0,2,3.0,-1.0,5.0,6.0,4.0,3.0,1.0,11.0,1.0,1.0,,,1.0,1.0,1.0,2.0,,1.0,,1.0,,,1.0,1.0,,,1.0,2.0,4.0,1.0,2.0,,7.0,8.0,1.0,1.0,,,,2.0,2.0,3.0,2.0,,7.0,4.0,,3.0,,,1.0,1.0,1.0,2.0,1.0,3.0,1.0,,1.0,1.0,,7.0,1.0,,,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,5.0,7.0,4.0,,,1.0,1.0,1.0,0.5,,0.5,0.5,1.0,0.6666666666666666,0.5833333333333334,1.0,0.7,0.5833333333333334,1.0,0.7,0.3333333333333333,0.25,,0.5,,,,0.5,,,1.0,0.5,0.3333333333333333,,,,,1.0,,0.5,,,,,99.0,,20.8,9.333333333333334,20.0,8.0,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,0.16666666666666666,,,,0.16666666666666666,,,,0.16666666666666666,1.0,1.0,1.0,,,,,,,,,,0.2,1.0,0.2,0.5,1.0,0.36000000000000004,0.3661,0.36278,,,,0.2857142857142857,1.0,9.225,25.25,0.8,,1.0,1.0,,0.5,,0.2,,1.0,1.0,,,,,,,,,,1611661328,2019,2019,False
1628244-1628886-1628920-201518-204321,1611661328,"Sami Whitcomb, Jordin Canada, Mercedes Russell, Crystal Langhorne, Kaleena Mosqueda-Lewis","Whitcomb, Canada, Russell, Langhorne, Mosqueda-Lewis",1628244-1628886-1628920-201518-204321,SEA,311.0,3,5.0,-16.0,12.0,11.0,6.0,6.0,,23.0,,,,,,,1.0,1.0,,,,,,,,3.0,,,1.0,1.0,1.0,,3.0,,2.0,18.0,,,,,,,1.0,1.0,1.0,,2.0,,2.0,,,,3.0,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,6.0,2.0,3.0,2.0,,3.0,,8.0,,4.0,1.0,2.0,1.0,,,,,,,,,,,,1.0,1.0,,,1.0,,,,2.0,2.0,6.0,1.0,,,,,,,,1.0,,1.0,0.25,,0.5,0.25,,0.5,0.75,,,,0.75,,,0.14285714285714285,,,,0.125,,,,,,,,0.3333333333333333,,,,,106.49517684887459,,15.083333333333334,11.818181818181818,15.083333333333334,10.272727272727273,,,,,0.25,1.0,1.0,,,,,,,,,,0.75,,,,,,,,,,,,,,,0.5,0.75,,0.4875375,,0.4461,,,,,1.0,5.1,24.066666666666666,0.5,,,,,,,,,,,1.0,0.3333333333333333,0.3333333333333333,,,,,,,1611661328,2019,2019,False
1628244-1628886-201518-201919-203827,1611661328,"Sami Whitcomb, Jordin Canada, Crystal Langhorne, Shavonte Zellous, Natasha Howard","Whitcomb, Canada, Langhorne, Zellous, Howard",1628244-1628886-201518-201919-203827,SEA,371.0,5,6.0,1.0,10.0,11.0,3.0,3.0,1.0,21.0,2.0,2.0,1.0,1.0,,,,1.0,,1.0,,,,,,1.0,,,,2.0,4.0,,1.0,6.0,10.0,9.0,1.0,1.0,,,,2.0,,,,4.0,4.0,2.0,2.0,,,2.0,1.0,,,1.0,,1.0,,,1.0,,,2.0,,1.0,,,6.0,,6.0,1.0,7.0,,1.0,1.0,,2.0,1.0,1.0,1.0,,1.0,,3.0,,1.0,1.0,1.0,,,6.0,,1.0,,7.0,,1.0,3.0,,,1.0,,,1.0,1.0,1.0,,,8.0,4.0,3.0,,,0.5,1.0,,,,,0.5,1.0,,0.4,1.0,,0.5625,1.0,0.75,0.2,,,,0.6666666666666666,,,0.75,0.5,,,0.75,0.3333333333333333,,1.0,,,,1.0,1.0,0.5,,,,81.50943396226415,1.0,18.8,16.636363636363637,18.6,15.727272727272727,0.4,1.0,1.0,0.5,0.2,,,,0.2,,,,,,,,0.2,,,,1.0,1.0,,,,,,,,,,,0.6,,0.40881999999999996,0.5736,,0.375,0.42857142857142855,,0.2,0.4,7.975,24.1,0.3,,,,,,,,,,,,,,,,,,,,1611661328,2019,2019,False
1628244-1628920-201518-201919-202252,1611661328,"Sami Whitcomb, Mercedes Russell, Crystal Langhorne, Shavonte Zellous, Alysha Clark","Whitcomb, Russell, Langhorne, Zellous, Clark",1628244-1628920-201518-201919-202252,SEA,186.0,5,3.0,-1.0,6.0,5.0,1.0,3.0,1.0,11.0,,1.0,,1.0,,,3.0,3.0,,,,,,,,2.0,,,,3.0,4.0,,2.0,,6.0,7.0,,1.0,,,,,1.0,1.0,,,2.0,6.0,,,,,2.0,,1.0,3.0,,3.0,,,,3.0,,6.0,1.0,,,1.0,,,1.0,1.0,2.0,,1.0,,1.0,,1.0,,1.0,,,,1.0,,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,6.0,2.0,1.0,1.0,,1.0,1.0,,,,,0.75,,1.0,0.5,,1.0,0.5,,1.0,0.3333333333333333,0.25,1.0,,,,,,,1.0,0.5,0.5,0.3333333333333333,,,,0.5,,,,,1.0,,,85.16129032258064,,16.333333333333332,17.6,13.333333333333334,17.2,0.16666666666666666,,,,0.5,1.0,1.0,1.0,,,,,,,,,0.3333333333333333,,,,1.0,,,,,,,,,,,,0.5,,0.44401666666666667,0.4371,0.4365,,,,,0.3333333333333333,8.675,25.65,0.16666666666666666,,,,,,,,,,,,,,,,,,,,1611661328,2019,2019,False
1628244-1628920-201518-201919-204319,1611661328,"Sami Whitcomb, Mercedes Russell, Crystal Langhorne, Shavonte Zellous, Jewell Loyd","Whitcomb, Russell, Langhorne, Zellous, Loyd",1628244-1628920-201518-201919-204319,SEA,308.0,3,5.0,4.0,11.0,10.0,,,1.0,21.0,1.0,1.0,,,,,,1.0,,,,1.0,,,1.0,4.0,,,,1.0,2.0,1.0,5.0,5.0,10.0,6.0,,,,,2.0,2.0,,,,,,2.0,,3.0,,,4.0,1.0,,1.0,1.0,2.0,1.0,,1.0,,,5.0,,,,,3.0,,3.0,,3.0,,1.0,1.0,,1.0,,1.0,1.0,,,1.0,2.0,,,,2.0,,,5.0,1.0,1.0,1.0,5.0,,1.0,2.0,,,,,,,,,,,8.0,,,,,1.0,1.0,1.0,0.2,,0.2,0.5,,,0.35714285714285715,,,0.5,1.0,,0.7142857142857143,,,,0.5,,,1.0,,,,1.0,,,,,,,1.0,1.0,1.0,,,,98.18181818181817,,15.363636363636363,13.9,14.545454545454545,13.9,0.14285714285714285,1.0,1.0,1.0,0.14285714285714285,,,,,,,,0.14285714285714285,,,,0.5714285714285714,0.25,0.25,1.0,,,,,,,,,,,,,0.8571428571428571,0.25,0.5534214285714285,,,0.2222222222222222,0.5,,0.2,,3.2,23.7,,,,,,,,,,,,,,,,,,,,,1611661328,2019,2019,False
1628244-1628920-201518-204321-204355,1611661328,"Sami Whitcomb, Mercedes Russell, Crystal Langhorne, Kaleena Mosqueda-Lewis, Blake Dietrick","Whitcomb, Russell, Langhorne, Mosqueda-Lewis, Dietrick",1628244-1628920-201518-204321-204355,SEA,245.0,1,4.0,-8.0,7.0,7.0,,1.0,,14.0,1.0,4.0,,,,,,,,1.0,,,,,,2.0,,,,1.0,5.0,,2.0,1.0,3.0,11.0,,,,,,,,,,,,2.0,,,,,2.0,,1.0,1.0,,1.0,,,1.0,,,2.0,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,3.0,,,,,,,1.0,,1.0,,,,,,,,,,,,3.0,,,,,1.0,1.0,,,,,0.2,,,0.14285714285714285,,,0.14285714285714285,,,0.2857142857142857,0.2,0.25,,,,,,,1.0,,0.3333333333333333,,,,,,,,,,1.0,,,82.28571428571429,,19.285714285714285,15.714285714285714,19.285714285714285,15.714285714285714,0.5714285714285714,0.25,0.3333333333333333,1.0,,,,,0.14285714285714285,,,,,,,,0.2857142857142857,,,,,,,,,,,,,,,,0.8571428571428571,,0.5463928571428571,,,,,,,,4.14,24.75,,,,,,,,,,,,,,,,,,,,,1611661328,2019,2019,False
1628244-1628920-201919-202252-203827,1611661328,"Sami Whitcomb, Mercedes Russell, Shavonte Zellous, Alysha Clark, Natasha Howard","Whitcomb, Russell, Zellous, Clark, Howard",1628244-1628920-201919-202252-203827,SEA,1491.0,10,25.0,-14.0,49.0,50.0,7.0,5.0,7.0,99.0,8.0,12.0,1.0,2.0,,1.0,4.0,14.0,,1.0,,1.0,,1.0,2.0,11.0,1.0,1.0,2.0,12.0,27.0,2.0,12.0,9.0,39.0,53.0,2.0,5.0,1.0,2.0,2.0,9.0,,4.0,2.0,4.0,4.0,16.0,8.0,6.0,,2.0,10.0,2.0,4.0,8.0,2.0,10.0,2.0,,6.0,2.0,,22.0,3.0,5.0,,8.0,7.0,2.0,17.0,8.0,25.0,,5.0,4.0,1.0,9.0,2.0,5.0,7.0,,4.0,,16.0,,1.0,4.0,8.0,,,8.0,2.0,,,9.0,1.0,,3.0,,2.0,1.0,,,1.0,2.0,2.0,,,30.0,2.0,6.0,1.0,,0.6666666666666666,0.7272727272727273,1.0,0.16666666666666666,0.5,0.18181818181818182,0.4444444444444444,0.4,,0.38461538461538464,0.5,,0.45348837209302323,0.5625,0.25,0.3076923076923077,0.14814814814814814,0.08333333333333333,0.21428571428571427,0.5625,1.0,,0.875,0.3333333333333333,0.8,0.375,0.8333333333333334,0.34782608695652173,0.25,0.4,,0.42857142857142855,,1.0,0.75,1.0,0.8888888888888888,,,95.61368209255532,1.0,16.612244897959183,13.54,15.448979591836734,12.94,0.3076923076923077,0.6666666666666666,0.7272727272727273,0.75,0.358974358974359,0.2857142857142857,0.36363636363636365,0.5,0.02564102564102564,,,,0.02564102564102564,,,,0.28205128205128205,0.18181818181818182,0.18181818181818182,1.0,0.2857142857142857,0.5,,0.14285714285714285,,,0.14285714285714285,1.0,1.0,0.16666666666666666,,0.3333333333333333,0.6153846153846154,0.2,0.46548157894736847,0.46659999999999996,0.40549,0.07317073170731707,0.10344827586206896,,0.23076923076923078,0.10256410256410256,5.140740740740741,27.166666666666668,0.14285714285714285,,,,3.0,,,,,,,,,,1.0,1.0,1.0,,,,1611661328,2019,2019,False
